timestamp,interval,value,eventnum,uniqueid,eventtype
1531704372687,579903,"[1024, 721]",6,A1VC6F0FYG1L5I:3HHRAGRYX9NHGH7ICOSDV0VF0CQ9OL,window_resize
1531704375399,2712,off,7,A1VC6F0FYG1L5I:3HHRAGRYX9NHGH7ICOSDV0VF0CQ9OL,focus
1532043570224,0,,1,A1VI3SOIHT6Y0D:3AUQQEL7U6BUA7S2D4VYXHOUVVYV0S,initialized
1532043570224,0,"[1366, 671]",2,A1VI3SOIHT6Y0D:3AUQQEL7U6BUA7S2D4VYXHOUVVYV0S,window_resize
1532043596712,26488,"[1366, 768]",3,A1VI3SOIHT6Y0D:3AUQQEL7U6BUA7S2D4VYXHOUVVYV0S,window_resize
1532042741592,0,,1,A1WISFBL3J5Z12:3ATTHHXXWB6XLREDH9LMR6LBX0NXIS,initialized
1532042741592,0,"[1285, 973]",2,A1WISFBL3J5Z12:3ATTHHXXWB6XLREDH9LMR6LBX0NXIS,window_resize
1532042772848,31256,"[1920, 1080]",3,A1WISFBL3J5Z12:3ATTHHXXWB6XLREDH9LMR6LBX0NXIS,window_resize
1531945427602,0,,1,A1ZE0MLGKWQLM8:3TAYZSBPLMQLEPECYWU75IX2TEM2SQ,initialized
1531945427602,0,"[857, 686]",2,A1ZE0MLGKWQLM8:3TAYZSBPLMQLEPECYWU75IX2TEM2SQ,window_resize
1531945469463,41861,"[1280, 800]",3,A1ZE0MLGKWQLM8:3TAYZSBPLMQLEPECYWU75IX2TEM2SQ,window_resize
1531699551941,0,,1,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,initialized
1531699551941,0,"[1024, 768]",2,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,window_resize
1531699577213,25272,"[1920, 1080]",3,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,window_resize
1531699973880,396667,"[1024, 768]",4,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,window_resize
1531699974996,1116,off,5,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,focus
1531699991605,16609,on,6,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,focus
1531699992328,723,"[1920, 1080]",7,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,window_resize
1531700123912,131584,"[1024, 768]",8,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,window_resize
1531700125372,1460,off,9,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,focus
1531700135398,10026,on,10,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,focus
1531700137616,2218,"[1920, 1080]",11,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,window_resize
1531700340102,202486,"[1024, 768]",12,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,window_resize
1531519909607,0,,1,A20SL254675EOK:30LB5CDZNDSBJRXCE1K1IN1QG6IZ07,initialized
1531519909607,0,"[1024, 768]",2,A20SL254675EOK:30LB5CDZNDSBJRXCE1K1IN1QG6IZ07,window_resize
1531519931167,21560,"[1920, 989]",3,A20SL254675EOK:30LB5CDZNDSBJRXCE1K1IN1QG6IZ07,window_resize
1531519931920,753,"[1920, 1080]",4,A20SL254675EOK:30LB5CDZNDSBJRXCE1K1IN1QG6IZ07,window_resize
1531943683595,0,,1,A20YGFCRNDTD6:3LS2AMNW5G8N8GO4TQ3ZHVL4CVUOQQ,initialized
1531943683595,0,"[1366, 663]",2,A20YGFCRNDTD6:3LS2AMNW5G8N8GO4TQ3ZHVL4CVUOQQ,window_resize
1531943716949,33354,"[1366, 768]",3,A20YGFCRNDTD6:3LS2AMNW5G8N8GO4TQ3ZHVL4CVUOQQ,window_resize
1531938274025,0,,1,A21Y7K669KM1PR:3HPZF4IVNNBV8TINUVB2ZHUPMQKCYC,initialized
1531938274025,0,"[1024, 721]",2,A21Y7K669KM1PR:3HPZF4IVNNBV8TINUVB2ZHUPMQKCYC,window_resize
1531938300079,26054,"[1366, 768]",3,A21Y7K669KM1PR:3HPZF4IVNNBV8TINUVB2ZHUPMQKCYC,window_resize
1531938479920,179841,"[1024, 721]",4,A21Y7K669KM1PR:3HPZF4IVNNBV8TINUVB2ZHUPMQKCYC,window_resize
1532036771917,0,,1,A232ZH9BEBC7RG:3V0Z7YWSIZI16HVGSRZCG5H9SST2VS,initialized
1532036771918,1,"[1024, 753]",2,A232ZH9BEBC7RG:3V0Z7YWSIZI16HVGSRZCG5H9SST2VS,window_resize
1532036807754,35836,"[1280, 800]",3,A232ZH9BEBC7RG:3V0Z7YWSIZI16HVGSRZCG5H9SST2VS,window_resize
1531938180438,0,,1,A23A1WMFNPETYQ:33FBRBDW6PHGTNR5HRD8046NTADC8S,initialized
1531938180438,0,"[1024, 728]",2,A23A1WMFNPETYQ:33FBRBDW6PHGTNR5HRD8046NTADC8S,window_resize
1531938205531,25093,"[1280, 1024]",3,A23A1WMFNPETYQ:33FBRBDW6PHGTNR5HRD8046NTADC8S,window_resize
1531938832679,627148,off,4,A23A1WMFNPETYQ:33FBRBDW6PHGTNR5HRD8046NTADC8S,focus
1531938847266,14587,on,5,A23A1WMFNPETYQ:33FBRBDW6PHGTNR5HRD8046NTADC8S,focus
1531939252818,405552,"[1024, 728]",6,A23A1WMFNPETYQ:33FBRBDW6PHGTNR5HRD8046NTADC8S,window_resize
1532022631204,0,,1,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,initialized
1532022631204,0,"[1366, 677]",2,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,window_resize
1532022635591,4387,off,3,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,focus
1532022655727,20136,on,4,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,focus
1532022656114,387,"[1366, 768]",5,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,window_resize
1531942676634,0,,1,A245B7JC6A02DM:3TAYZSBPLMQLEPECYWU75IX2TEI2SM,initialized
1531942676634,0,"[1024, 768]",2,A245B7JC6A02DM:3TAYZSBPLMQLEPECYWU75IX2TEI2SM,window_resize
1531942698133,21499,"[1440, 900]",3,A245B7JC6A02DM:3TAYZSBPLMQLEPECYWU75IX2TEI2SM,window_resize
1532040448278,0,,1,A247LQ2UQW4LH0:3OF2M9AATH6DWH4GIUUJ17GZX47ZKZ,initialized
1532040448278,0,"[1024, 656]",2,A247LQ2UQW4LH0:3OF2M9AATH6DWH4GIUUJ17GZX47ZKZ,window_resize
1532040481534,33256,"[1366, 663]",3,A247LQ2UQW4LH0:3OF2M9AATH6DWH4GIUUJ17GZX47ZKZ,window_resize
1532040483803,2269,"[1366, 768]",4,A247LQ2UQW4LH0:3OF2M9AATH6DWH4GIUUJ17GZX47ZKZ,window_resize
1532040505967,22164,"[1366, 663]",5,A247LQ2UQW4LH0:3OF2M9AATH6DWH4GIUUJ17GZX47ZKZ,window_resize
1531580362398,0,,1,A25KM3PUOUZFN1:3OVHNO1VE7J5IBY6QD8WXUL9BJ9DZ9,initialized
1531580362398,0,"[1366, 677]",2,A25KM3PUOUZFN1:3OVHNO1VE7J5IBY6QD8WXUL9BJ9DZ9,window_resize
1531580392002,29604,"[1366, 768]",3,A25KM3PUOUZFN1:3OVHNO1VE7J5IBY6QD8WXUL9BJ9DZ9,window_resize
1531579131741,0,,1,A26UB5Y8URZXQO:3M68NM076IPXVBX069655L9ILG3R62,initialized
1531579131741,0,"[1024, 721]",2,A26UB5Y8URZXQO:3M68NM076IPXVBX069655L9ILG3R62,window_resize
1531579160636,28895,"[1366, 768]",3,A26UB5Y8URZXQO:3M68NM076IPXVBX069655L9ILG3R62,window_resize
1531579347107,186471,"[1024, 721]",4,A26UB5Y8URZXQO:3M68NM076IPXVBX069655L9ILG3R62,window_resize
1532199079865,0,,1,A26UIS59SY4NM6:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,initialized
1532199079865,0,"[1024, 768]",2,A26UIS59SY4NM6:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,window_resize
1532199109394,29529,"[1920, 990]",3,A26UIS59SY4NM6:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,window_resize
1532199112849,3455,"[1920, 1080]",4,A26UIS59SY4NM6:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,window_resize
1532199116054,3205,"[1920, 990]",5,A26UIS59SY4NM6:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,window_resize
1531936290587,0,,1,A27CB6JIC5MZFR:3KGTPGBS6Y31T26GN1P7KJFQEASU2H,initialized
1531936290587,0,"[1024, 721]",2,A27CB6JIC5MZFR:3KGTPGBS6Y31T26GN1P7KJFQEASU2H,window_resize
1531936325409,34822,"[1366, 768]",3,A27CB6JIC5MZFR:3KGTPGBS6Y31T26GN1P7KJFQEASU2H,window_resize
1532199621164,0,,1,A286H1M66CL5ZI:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,initialized
1532199621164,0,"[1440, 826]",2,A286H1M66CL5ZI:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,window_resize
1532199649427,28263,"[1440, 900]",3,A286H1M66CL5ZI:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,window_resize
1531953495565,0,,1,A28Z4EOSSQAZM2:34V1S5K3GTJRRB1ECS6JE09OHVG69H,initialized
1531953495565,0,"[1024, 721]",2,A28Z4EOSSQAZM2:34V1S5K3GTJRRB1ECS6JE09OHVG69H,window_resize
1531953532926,37361,"[1366, 768]",3,A28Z4EOSSQAZM2:34V1S5K3GTJRRB1ECS6JE09OHVG69H,window_resize
1531762970569,0,,1,A29V2XPA9H2NAN:3DIP6YHAPDAVQLBJDIJ3QS6QCCSE83,initialized
1531762970569,0,"[1024, 768]",2,A29V2XPA9H2NAN:3DIP6YHAPDAVQLBJDIJ3QS6QCCSE83,window_resize
1531762983302,12733,"[1600, 809]",3,A29V2XPA9H2NAN:3DIP6YHAPDAVQLBJDIJ3QS6QCCSE83,window_resize
1531762992945,9643,"[1600, 900]",4,A29V2XPA9H2NAN:3DIP6YHAPDAVQLBJDIJ3QS6QCCSE83,window_resize
1532203059198,0,,1,A2AAFWAAS9C1QC:3GU1KF0O4JJIPAYGP8JOB6VV0RKPB9,initialized
1532203059198,0,"[1280, 933]",2,A2AAFWAAS9C1QC:3GU1KF0O4JJIPAYGP8JOB6VV0RKPB9,window_resize
1532203085310,26112,"[1280, 1024]",3,A2AAFWAAS9C1QC:3GU1KF0O4JJIPAYGP8JOB6VV0RKPB9,window_resize
1531854338826,0,,1,A2C0335Q9VA8VJ:3VW04L3ZLUOUBM38GVLNUG8QKG8XXE,initialized
1531854338826,0,"[1366, 677]",2,A2C0335Q9VA8VJ:3VW04L3ZLUOUBM38GVLNUG8QKG8XXE,window_resize
1531854381367,42541,"[1366, 768]",3,A2C0335Q9VA8VJ:3VW04L3ZLUOUBM38GVLNUG8QKG8XXE,window_resize
1531690647996,0,,1,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,initialized
1531690647997,1,"[1024, 721]",2,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531690654620,6623,"[1364, 717]",3,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531690759495,104875,off,4,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531690793302,33807,on,5,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531690794536,1234,"[1366, 768]",6,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531690963232,168696,off,7,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531690963452,220,"[1366, 767]",8,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531690981610,18158,on,9,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531690981833,223,"[1366, 768]",10,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691307686,325853,off,11,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691307940,254,"[1366, 767]",12,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691324487,16547,on,13,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691324700,213,"[1366, 768]",14,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691336470,11770,off,15,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691336696,226,"[1366, 767]",16,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691377567,40871,on,17,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691377776,209,"[1366, 768]",18,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691711019,333243,off,19,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691711258,239,"[1366, 767]",20,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691753778,42520,on,21,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691753990,212,"[1366, 768]",22,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691756972,2982,off,23,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691757186,214,"[1366, 767]",24,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531691774617,17431,on,25,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531691774830,213,"[1366, 768]",26,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531692035161,260331,off,27,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531692035407,246,"[1366, 767]",28,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531692106058,70651,on,29,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531692106268,210,"[1366, 768]",30,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531692316805,210537,off,31,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531692317052,247,"[1366, 767]",32,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531692415483,98431,on,33,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531692415690,207,"[1366, 768]",34,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531692416679,989,off,35,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531692416922,243,"[1366, 767]",36,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531692436757,19835,on,37,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,focus
1531692436979,222,"[1366, 768]",38,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,window_resize
1531945831697,0,,1,A2EW08X2I87RXL:3LS2AMNW5G8N8GO4TQ3ZHVL4CVXQOV,initialized
1531945831697,0,"[1366, 716]",2,A2EW08X2I87RXL:3LS2AMNW5G8N8GO4TQ3ZHVL4CVXQOV,window_resize
1531945861333,29636,"[1366, 768]",3,A2EW08X2I87RXL:3LS2AMNW5G8N8GO4TQ3ZHVL4CVXQOV,window_resize
1531938331607,0,,1,A2EW8H9R0T06M4:3K4J6M3CXFB7TN0PGBT5MMXXHR9AGA,initialized
1531938331607,0,"[1024, 768]",2,A2EW8H9R0T06M4:3K4J6M3CXFB7TN0PGBT5MMXXHR9AGA,window_resize
1531938358075,26468,"[1920, 1080]",3,A2EW8H9R0T06M4:3K4J6M3CXFB7TN0PGBT5MMXXHR9AGA,window_resize
1532202669907,0,,1,A2FE0I7W269C1C:3ZSANO2JCGP5FJQOMR9EP1RR282FSE,initialized
1532202669907,0,"[1024, 721]",2,A2FE0I7W269C1C:3ZSANO2JCGP5FJQOMR9EP1RR282FSE,window_resize
1532202728088,58181,"[1366, 768]",3,A2FE0I7W269C1C:3ZSANO2JCGP5FJQOMR9EP1RR282FSE,window_resize
1531531443220,0,,1,A2FEPNA8OA1UE:3MMN5BL1W0M71CXQIZCQCJ3O4ID3MQ,initialized
1531531443220,0,"[1024, 768]",2,A2FEPNA8OA1UE:3MMN5BL1W0M71CXQIZCQCJ3O4ID3MQ,window_resize
1531531491915,48695,on,3,A2FEPNA8OA1UE:3MMN5BL1W0M71CXQIZCQCJ3O4ID3MQ,focus
1531531493066,1151,"[1600, 900]",4,A2FEPNA8OA1UE:3MMN5BL1W0M71CXQIZCQCJ3O4ID3MQ,window_resize
1531531655097,162031,"[1024, 768]",5,A2FEPNA8OA1UE:3MMN5BL1W0M71CXQIZCQCJ3O4ID3MQ,window_resize
1531940894617,0,,1,A2INXY39KBM92F:3WT783CTPCZZVLPCK3XIR6WO1H5BCZ,initialized
1531940894617,0,"[1024, 773]",2,A2INXY39KBM92F:3WT783CTPCZZVLPCK3XIR6WO1H5BCZ,window_resize
1531940896470,1853,"[1920, 989]",3,A2INXY39KBM92F:3WT783CTPCZZVLPCK3XIR6WO1H5BCZ,window_resize
1531940916635,20165,"[1920, 1080]",4,A2INXY39KBM92F:3WT783CTPCZZVLPCK3XIR6WO1H5BCZ,window_resize
1531941222331,305696,off,5,A2INXY39KBM92F:3WT783CTPCZZVLPCK3XIR6WO1H5BCZ,focus
1531941230991,8660,on,6,A2INXY39KBM92F:3WT783CTPCZZVLPCK3XIR6WO1H5BCZ,focus
1531502061418,0,,1,A2JPGLBWQ1X49G:3YGXWBAF71ZFAM435ONVJSQIOT84CB,initialized
1531502061418,0,"[1024, 713]",2,A2JPGLBWQ1X49G:3YGXWBAF71ZFAM435ONVJSQIOT84CB,window_resize
1531502098061,36643,"[1366, 768]",3,A2JPGLBWQ1X49G:3YGXWBAF71ZFAM435ONVJSQIOT84CB,window_resize
1531941394893,0,,1,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,initialized
1531941394893,0,"[1024, 768]",2,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531941397052,2159,"[1600, 809]",3,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531941414478,17426,"[1024, 768]",4,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531941416020,1542,"[1600, 809]",5,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531941419909,3889,"[1600, 900]",6,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531941818504,398595,"[1600, 809]",7,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531941819586,1082,off,8,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531941895608,76022,on,9,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942348902,453294,off,10,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942351070,2168,on,11,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942352900,1830,"[1024, 768]",12,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531942354019,1119,"[1024, 748]",13,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531942355713,1694,off,14,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942377441,21728,on,15,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942381846,4405,off,16,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942384618,2772,on,17,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942385382,764,off,18,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942392841,7459,on,19,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942729243,336402,off,20,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531942746978,17735,on,21,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943093788,346810,off,22,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943097732,3944,on,23,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943343595,245863,"[885, 717]",24,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531943345114,1519,"[753, 747]",25,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531943345733,619,off,26,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943416802,71069,on,27,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943455069,38267,off,28,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943711687,256618,on,29,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943735845,24158,off,30,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943737638,1793,on,31,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943738321,683,off,32,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943851458,113137,on,33,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943855006,3548,"[753, 747]",34,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531943857396,2390,"[753, 545]",35,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531943860031,2635,off,36,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943889957,29926,on,37,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943898045,8088,"[753, 512]",38,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,window_resize
1531943901260,3215,off,39,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531943916111,14851,on,40,A2KTQ9M7CW05XF:3ND9UOO81LKKMSHTS7MDH3ZW5R2WLH,focus
1531938403749,0,,1,A2L5I3PPIZUMO5:323Q6SJS8JYGPAC8BXXFLNKPT7ZFHR,initialized
1531938403749,0,"[1032, 672]",2,A2L5I3PPIZUMO5:323Q6SJS8JYGPAC8BXXFLNKPT7ZFHR,window_resize
1531938429644,25895,"[1280, 720]",3,A2L5I3PPIZUMO5:323Q6SJS8JYGPAC8BXXFLNKPT7ZFHR,window_resize
1531516574842,0,,1,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,initialized
1531516574842,0,"[1024, 722]",2,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531516622041,47199,"[1366, 768]",3,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531516728686,106645,off,4,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531516729126,440,"[1366, 767]",5,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531516799904,70778,on,6,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531516800162,258,"[1366, 768]",7,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517065942,265780,off,8,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531517066204,262,"[1366, 767]",9,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517084007,17803,on,10,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531517084258,251,"[1366, 768]",11,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517091469,7211,off,12,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531517091925,456,"[1366, 767]",13,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517093168,1243,on,14,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531517093573,405,"[1366, 768]",15,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517099440,5867,off,16,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531517099731,291,"[1366, 767]",17,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517104330,4599,on,18,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531517104532,202,"[1366, 768]",19,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517110187,5655,off,20,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
1531517110543,356,"[1366, 767]",21,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,window_resize
1531517111742,1199,on,22,A2LLFJURME73XE:31UV0MXWNRUOJ8U3B32RZNUR1ZT5IZ,focus
