eventnum,trial,uniqueid,time,event
85,218,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1617056,blur
86,218,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1621652,focus
87,220,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1626358,blur
88,220,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1636499,focus
89,222,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1644862,blur
90,222,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1660520,focus
91,224,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1666519,blur
92,224,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1669887,focus
93,225,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1674550,blur
94,225,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1678216,focus
95,226,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1684100,blur
96,226,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1691574,focus
97,231,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1711144,blur
98,231,A2QITGKAUEPD56:38F71OA9GUE2HODJ2UDSDSSLASTMF0,1735266,focus
1,3,A2QJZJDCGK0FKR:3TMSXRD2X7I7WLDPZX4UXOQI4Y2W13,29573,fullscreenenter
2,259,A2QJZJDCGK0FKR:3TMSXRD2X7I7WLDPZX4UXOQI4Y2W13,2094365,fullscreenexit
1,3,A2R3TUR4L6KDH:32EYX73OY1RIXMN12R48LRNYQBMURS,20936,fullscreenenter
2,49,A2R3TUR4L6KDH:32EYX73OY1RIXMN12R48LRNYQBMURS,290666,fullscreenexit
1,3,A2R40R4O6G0YBY:37M28K1J0RVHKPQQOHE8JZPD9RIJAV,20053,fullscreenenter
1,3,A2T3CUOWE8D4OE:3FTYUGLFSV37BXEHJP1G8QEEAQ65DB,27612,fullscreenenter
2,175,A2T3CUOWE8D4OE:3FTYUGLFSV37BXEHJP1G8QEEAQ65DB,300675,fullscreenexit
3,175,A2T3CUOWE8D4OE:3FTYUGLFSV37BXEHJP1G8QEEAQ65DB,301711,blur
4,175,A2T3CUOWE8D4OE:3FTYUGLFSV37BXEHJP1G8QEEAQ65DB,445551,focus
1,3,A2UA3QR3EUAT9K:3VP0C6EFSHE6YVK811AOJMF8H326MD,268475,focus
2,3,A2UA3QR3EUAT9K:3VP0C6EFSHE6YVK811AOJMF8H326MD,270994,fullscreenexit
1,3,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,19827,fullscreenenter
2,64,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,131942,fullscreenexit
3,64,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,133862,blur
4,64,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,146325,focus
5,67,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,161893,blur
6,67,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,173125,focus
7,102,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,295413,blur
8,102,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,296882,focus
9,108,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,337425,blur
10,108,A2UDE1QUHS1A2E:3HRMW88U178BKKYTZCU7AL5H1210MS,337504,focus
1,0,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,0,blur
2,0,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,6411,focus
3,3,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,26885,fullscreenenter
4,34,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,343689,blur
5,34,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,347832,focus
6,69,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,467168,fullscreenexit
7,70,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,470923,blur
8,70,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,474381,focus
9,72,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,483642,blur
10,72,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,501838,focus
11,73,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,506748,blur
12,73,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,509059,focus
13,81,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,557111,blur
14,81,A2V3JF5LEL7L7U:33PPUNGG39NZJLHB8E3G2J2DQKDZRE,557112,focus
1,3,A2VF6506WDNXKS:3M81GAB8A113PMZVPLYDBBL52XZQBB,21782,fullscreenenter
1,1,A2XHD64QUKA5Z6:3H0W84IWBLK18QQFCRP3H91V1RIRE3,11077,blur
2,3,A2XHD64QUKA5Z6:3H0W84IWBLK18QQFCRP3H91V1RIRE3,19198,focus
3,3,A2XHD64QUKA5Z6:3H0W84IWBLK18QQFCRP3H91V1RIRE3,19360,fullscreenenter
1,3,A2XTK2B7R27RBG:3MH9DQ757XUR8WENMGAWMN9RMVWUG1,29751,fullscreenenter
2,101,A2XTK2B7R27RBG:3MH9DQ757XUR8WENMGAWMN9RMVWUG1,598183,fullscreenexit
3,101,A2XTK2B7R27RBG:3MH9DQ757XUR8WENMGAWMN9RMVWUG1,601072,blur
4,101,A2XTK2B7R27RBG:3MH9DQ757XUR8WENMGAWMN9RMVWUG1,657017,focus
1,3,A2ZX7580NVWA6I:3II4UPYCOKPW4JXF3HPJ61958HIQDQ,18042,fullscreenenter
1,3,A32IRN8APZMCQ2:3UJ1CZ6IZI7DDMXZGFW53P0EDEUS5E,18991,fullscreenenter
1,3,A32W24TWSWXW:3Z2R0DQ0JIWK469UX1A2G1TNSNME2A,21963,fullscreenenter
1,3,A33M7EZ72P8TWF:36AHBNMV1SU5DLO1UR6DJNC7609YDU,18968,fullscreenenter
1,3,A348JMXKNRTXW1:3LEIZ60CDKHTFLLPEX3UBY2JMYH9ZD,26803,fullscreenenter
1,3,A37XJVQF62ZYC:31EUONYN2WLFDOKLFPX9NIKCTNCOVN,27000,fullscreenenter
1,2,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,20042,blur
2,3,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,24529,focus
3,3,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,32945,blur
4,3,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,69780,focus
5,3,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,72632,fullscreenenter
6,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1555690,blur
7,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1557269,focus
8,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1558141,blur
9,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1559862,focus
10,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1560623,blur
11,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1571230,focus
12,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1572663,blur
13,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1573203,focus
14,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1577205,blur
15,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1578034,focus
16,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1675372,blur
17,260,A387RCGCQOV3SY:3HHRAGRYX9NHGH7ICOSDV0VF2VKO9Y,1676078,focus
1,3,A38HYUTYWWREGH:386CSBG1O04XJAI0TUH50VZDOAG6QQ,27747,fullscreenenter
2,4,A38HYUTYWWREGH:386CSBG1O04XJAI0TUH50VZDOAG6QQ,30103,fullscreenexit
3,162,A38HYUTYWWREGH:386CSBG1O04XJAI0TUH50VZDOAG6QQ,923169,blur
4,162,A38HYUTYWWREGH:386CSBG1O04XJAI0TUH50VZDOAG6QQ,929523,focus
1,0,A3963FCT1PKKOH:3EJJQNKU9SNDS0HH2SX92CY8UK8RH8,0,blur
2,0,A3963FCT1PKKOH:3EJJQNKU9SNDS0HH2SX92CY8UK8RH8,1276,focus
1,3,A39ZJ6GDHFZRJW:3VAR3R6G1QJH2CO87WMZV404IP3O8A,20374,fullscreenenter
2,148,A39ZJ6GDHFZRJW:3VAR3R6G1QJH2CO87WMZV404IP3O8A,2316759,blur
3,148,A39ZJ6GDHFZRJW:3VAR3R6G1QJH2CO87WMZV404IP3O8A,2316815,focus
4,148,A39ZJ6GDHFZRJW:3VAR3R6G1QJH2CO87WMZV404IP3O8A,2317085,blur
5,148,A39ZJ6GDHFZRJW:3VAR3R6G1QJH2CO87WMZV404IP3O8A,2317520,focus
1,3,A3AGU4FBSDDVYS:3BF51CHDTWSPS6XI8FEUIGXLLL8H0H,27659,fullscreenenter
1,3,A3C31Q12GIH1JE:3E4GGUZ1T99NQ614TNL5EW6SAJKK2Y,23153,fullscreenenter
2,4,A3C31Q12GIH1JE:3E4GGUZ1T99NQ614TNL5EW6SAJKK2Y,29796,fullscreenexit
3,97,A3C31Q12GIH1JE:3E4GGUZ1T99NQ614TNL5EW6SAJKK2Y,226142,blur
4,97,A3C31Q12GIH1JE:3E4GGUZ1T99NQ614TNL5EW6SAJKK2Y,236714,focus
1,3,A3CUCMYK88L67N:37W3JXSD67Q4MROSBMB3BB1SCDNYW4,22866,blur
2,3,A3CUCMYK88L67N:37W3JXSD67Q4MROSBMB3BB1SCDNYW4,707534,focus
3,3,A3CUCMYK88L67N:37W3JXSD67Q4MROSBMB3BB1SCDNYW4,708578,fullscreenenter
4,103,A3CUCMYK88L67N:37W3JXSD67Q4MROSBMB3BB1SCDNYW4,2486874,blur
5,103,A3CUCMYK88L67N:37W3JXSD67Q4MROSBMB3BB1SCDNYW4,2508949,focus
1,3,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,21370,fullscreenenter
2,35,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,207331,blur
3,35,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,223718,focus
4,38,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,236052,blur
5,38,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,242091,focus
6,39,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,247882,fullscreenexit
7,39,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,251733,blur
8,39,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,278045,focus
9,40,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,286865,blur
10,40,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,288654,focus
11,52,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,344819,blur
12,52,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,375788,focus
13,79,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,476389,blur
14,79,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,504897,focus
15,101,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,593716,blur
16,101,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,739957,focus
17,114,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,801243,blur
18,114,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,865875,focus
19,241,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,1317606,blur
20,241,A3DCMX6ZGD7Y6T:3R8YZBNQ9I0GNAW5C4MX69Z9M6G7QF,1323183,focus
1,3,A3FUTSFH39MJA5:3U8YCDAGXQY25ZWLR51ORUPMCHN0QX,20639,fullscreenenter
1,3,A3GJHPDF1JJG6:37M28K1J0RVHKPQQOHE8JZPD6LBAJ0,18813,fullscreenenter
1,3,A3H742JJ9Q8DZW:32SCWG5HIIMCJYHLTH2G0Q93MZUP6R,27509,fullscreenenter
1,3,A3J8Y94SGZ3R0E:3HSYG7LRBKGI7M5UITR9ESSMR9PKKJ,48775,fullscreenenter
1,3,A3JLE2LJ5I17E2:3BGYGHDBBY2S9QXE4HF1E0KYT0A224,18027,fullscreenenter
2,105,A3JLE2LJ5I17E2:3BGYGHDBBY2S9QXE4HF1E0KYT0A224,1214045,fullscreenexit
3,105,A3JLE2LJ5I17E2:3BGYGHDBBY2S9QXE4HF1E0KYT0A224,1222070,blur
4,105,A3JLE2LJ5I17E2:3BGYGHDBBY2S9QXE4HF1E0KYT0A224,1235176,focus
1,3,A3K2DJJV5DWBFD:30JNVC0ORA2DGZ2HPD89XMO300PQHV,49471,fullscreenenter
1,3,A3KWM8WSJMGI45:37W3JXSD67Q4MROSBMB3BB1SE68WYB,28924,blur
2,3,A3KWM8WSJMGI45:37W3JXSD67Q4MROSBMB3BB1SE68WYB,31123,focus
3,3,A3KWM8WSJMGI45:37W3JXSD67Q4MROSBMB3BB1SE68WYB,37441,fullscreenenter
1,3,A3KX7XHORQC0TP:3PM8NZGV8ZYA2P2WUHQV08CXOZRQXP,26765,fullscreenenter
1,3,A3M877E9CGI09C:3JAOYWH7VJM9AW4LZWCL3JRL56TL9M,33882,fullscreenenter
1,3,A3NK3VPYRHZBW8:369J354OFES66LOMQYCT6HVBILRG6L,27986,fullscreenenter
1,4,A3NMQ3019X6YE0:3YDGXNSEO0CDYJEQOC7QH6UZZ4R84I,26642,fullscreenenter
2,211,A3NMQ3019X6YE0:3YDGXNSEO0CDYJEQOC7QH6UZZ4R84I,941467,blur
3,211,A3NMQ3019X6YE0:3YDGXNSEO0CDYJEQOC7QH6UZZ4R84I,1011722,focus
1,3,A3NMU6AVMQ0QDB:33PPO7FECWXJNL9WQ9KAXZIJH79DII,21498,fullscreenenter
2,19,A3NMU6AVMQ0QDB:33PPO7FECWXJNL9WQ9KAXZIJH79DII,237120,blur
3,19,A3NMU6AVMQ0QDB:33PPO7FECWXJNL9WQ9KAXZIJH79DII,274830,focus
1,0,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,1219,blur
2,2,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,12615,focus
3,2,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,15189,blur
4,3,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,16343,focus
5,3,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,22593,fullscreenenter
6,71,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,230484,blur
7,71,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,231298,focus
8,72,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,233889,blur
9,72,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,235667,focus
10,101,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,296944,blur
11,101,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,312329,focus
12,101,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,404226,blur
13,101,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,405039,focus
14,152,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,525802,blur
15,152,A3P1S5BG8KQFUX:3WQQ9FUS6BCXJIZZ3RHDPK059ZEB83,571344,focus
1,3,A3PSY76FRTWBBI:3WETL7AQWUQ9T5CKQ0V4VHS2L8335P,22151,blur
2,3,A3PSY76FRTWBBI:3WETL7AQWUQ9T5CKQ0V4VHS2L8335P,22167,focus
3,3,A3PSY76FRTWBBI:3WETL7AQWUQ9T5CKQ0V4VHS2L8335P,22697,fullscreenexit
1,3,A3THR2UWGQNVX4:3X4MXAO0BH6VPQC6XRJ93F8V6CXWRU,19744,fullscreenenter
1,3,A3UF57FNNCJPN3:3HVVDCPGTFACUAKYGH6SORUT8RHYT6,27232,fullscreenenter
1,3,A3ZWMVK6GNTJ8:3VAR3R6G1QJH2CO87WMZV404IP3O8A,32371,fullscreenenter
2,60,A3ZWMVK6GNTJ8:3VAR3R6G1QJH2CO87WMZV404IP3O8A,570487,fullscreenexit
3,76,A3ZWMVK6GNTJ8:3VAR3R6G1QJH2CO87WMZV404IP3O8A,668650,blur
4,76,A3ZWMVK6GNTJ8:3VAR3R6G1QJH2CO87WMZV404IP3O8A,705885,focus
1,3,A55CXM7QR7R0N:34S9DKFK747EZXFEJLKGFSO1K9ENYE,31903,fullscreenenter
1,3,A77K8W55MJEKX:3R3YRB5GRGLQY51K0GIMQ1YOQZGAU2,21191,fullscreenenter
1,3,A7KDJOFZ52BRW:3NS0A6KXC5Q8UV8XS3943FO6OBWGZT,22093,fullscreenenter
1,3,A9HVP2MLUH38A:3IHR8NYAM8JY4BD7AT913SPPPM1P4A,22940,fullscreenenter
1,3,A9YY444ESHD5H:3M68NM076IPXVBX069655L9ILG6R65,27912,fullscreenenter
1,2,AAE6DGZOC9EWQ:317HQ483I8AS9X09F3YDT4UDVB2NI1,10759,blur
2,2,AAE6DGZOC9EWQ:317HQ483I8AS9X09F3YDT4UDVB2NI1,10821,focus
3,3,AAE6DGZOC9EWQ:317HQ483I8AS9X09F3YDT4UDVB2NI1,28077,fullscreenenter
1,3,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,37156,fullscreenenter
2,191,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,1208839,fullscreenexit
3,191,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,1210414,blur
4,191,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,1252410,focus
1,3,ABL3H3O3BI8ZD:3JC6VJ2SAC19DQB5ZFAEIP68MBGA5U,18781,fullscreenenter
1,3,ADIAEAPYRI8CK:3OSWBBLG1FFGDGYRPVKB095Y38KXDJ,27179,fullscreenenter
1,3,AKNLD4GWEGW4U:3NG53N1RLW1ZNC09MWZEK45US5C8PA,24106,fullscreenenter
1,3,AKWIRTRUXO6R5:35LDD5557BMDXA5X354PT5KQIO8MK0,25221,fullscreenenter
1,3,AM2KK02JXXW48:3SKEMFQBZ4NYCL3T94U6ONJVVTJK8R,26110,fullscreenenter
1,3,AMRCYLXE4S5KM:3K4J6M3CXFB7TN0PGBT5MMXXFHDAGS,18982,fullscreenenter
1,3,AN098C29EGJ6:3IOEN3P9S81926YJ8FRQZUR5GUS61R,18679,fullscreenenter
1,1,AN6L87Z4LP6R5:3S4AW7T80C08DQY9I1GUMBG5LY04L0,10400,blur
2,2,AN6L87Z4LP6R5:3S4AW7T80C08DQY9I1GUMBG5LY04L0,30558,focus
3,2,AN6L87Z4LP6R5:3S4AW7T80C08DQY9I1GUMBG5LY04L0,33999,blur
4,3,AN6L87Z4LP6R5:3S4AW7T80C08DQY9I1GUMBG5LY04L0,178967,focus
5,3,AN6L87Z4LP6R5:3S4AW7T80C08DQY9I1GUMBG5LY04L0,181805,fullscreenenter
1,3,AONJLTBODD2WN:31QTRG6Q2UVE2IRRZ0X8JHTWIAVYP7,37707,fullscreenenter
1,3,AOVNUOP2R11FM:308XBLVESJM31NEV20NDG1VAZ78RBX,24911,fullscreenenter
1,3,APF1EAZT104LQ:358UUM7WR0LGZBB5PJBXBZ9EISI7RG,37519,fullscreenenter
1,0,AQ9Y6WD8O72ZC:3R5F3LQFV32WM8PVGMMC8OX8HX1ZOF,0,blur
2,0,AQ9Y6WD8O72ZC:3R5F3LQFV32WM8PVGMMC8OX8HX1ZOF,26621,focus
3,3,AQ9Y6WD8O72ZC:3R5F3LQFV32WM8PVGMMC8OX8HX1ZOF,46783,fullscreenenter
1,0,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,0,blur
2,0,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,0,focus
3,3,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,20612,fullscreenenter
4,5,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,31150,blur
5,5,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,47843,focus
6,18,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,120669,blur
7,18,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,126324,focus
8,234,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,704771,blur
9,234,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,705834,focus
10,234,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,705972,blur
11,234,AS4XSO7ISRJYO:3R3YRB5GRGLQY51K0GIMQ1YOOGZAUH,713433,focus
1,3,AT13EK8JER5C3:3LJ7UR74RIVY1Q1UUEW9Z3KUMRNN40,26739,fullscreenenter
2,4,AT13EK8JER5C3:3LJ7UR74RIVY1Q1UUEW9Z3KUMRNN40,29262,fullscreenexit
1,0,ATP43ZVI1RP0C:3ZAK8W07I5WUXS328ELT1VMBHDC0U9,0,blur
2,0,ATP43ZVI1RP0C:3ZAK8W07I5WUXS328ELT1VMBHDC0U9,4273,focus
3,3,ATP43ZVI1RP0C:3ZAK8W07I5WUXS328ELT1VMBHDC0U9,22895,fullscreenenter
1,3,ATPAMEYV22WR9:3BF51CHDTWSPS6XI8FEUIGXLNFY0HG,28282,fullscreenenter
1,3,AU2C0Q45DVGJO:3NAPMVF0ZXXZVRUKATWWAR1660G27A,18860,fullscreenexit
1,3,AXNPHDXV1GK6Y:3DEL4X4EL73JBRTILR7PDUFZN89YX1,25229,fullscreenenter
1,0,AXOAJZBYQYPN7:3D3VGR7TA1XYYSAIN787YIXYCZ6R3M,0,blur
2,0,AXOAJZBYQYPN7:3D3VGR7TA1XYYSAIN787YIXYCZ6R3M,0,focus
3,3,AXOAJZBYQYPN7:3D3VGR7TA1XYYSAIN787YIXYCZ6R3M,40043,fullscreenenter
1,0,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,0,blur
2,0,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,0,focus
3,3,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,22520,fullscreenenter
4,140,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,430813,fullscreenexit
5,141,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,436476,blur
6,141,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,447860,focus
7,171,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,622627,blur
8,171,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,1114852,focus
9,273,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,1728201,blur
10,273,AXZXC1CV3NO13:33FBRBDW6PHGTNR5HRD8046NTADC8S,1744850,focus
1,0,AYW62R027PUT1:3SUWZRL0MZV8M7SVK3M56EAZ8S8E6B,0,blur
2,0,AYW62R027PUT1:3SUWZRL0MZV8M7SVK3M56EAZ8S8E6B,0,focus
3,3,AYW62R027PUT1:3SUWZRL0MZV8M7SVK3M56EAZ8S8E6B,27565,fullscreenenter
1,0,AZHUSPCYLCBIL:3UJ1CZ6IZI7DDMXZGFW53P0EDZMS5C,1024,blur
2,0,AZHUSPCYLCBIL:3UJ1CZ6IZI7DDMXZGFW53P0EDZMS5C,2823,focus
3,3,AZHUSPCYLCBIL:3UJ1CZ6IZI7DDMXZGFW53P0EDZMS5C,18780,fullscreenenter
