Subject,Trial,Type,Stimulus,Eye,Location,Response,RT,Acc,stimTime,Block
28,526,static conscious control,f42887_e_112,NA,9,1,0.461828661,1,0,2
28,527,static conscious control,f42887_e_089,NA,10,2,0.464229687,1,0,2
28,528,static conscious control,f42887_e_062,NA,9,1,0.427476882,1,0,2
28,529,static conscious control,f42887_e_069,NA,10,2,0.477399875,1,0,2
28,530,static conscious control,f42887_e_146,NA,10,2,0.47745026,1,0,2
28,531,static conscious control,f42887_e_066,NA,9,1,0.42892434,1,0,2
28,532,static conscious control,f42887_e_100,NA,9,1,0.457445234,1,0,2
28,533,static conscious control,f42887_e_162,NA,9,1,0.423748761,1,0,2
28,534,static conscious control,f42887_e_131,NA,10,2,0.527463758,1,0,2
28,535,static conscious control,f42887_e_040,NA,10,2,0.488666037,1,0,2
28,536,static conscious control,f42887_e_268,NA,10,2,0.378564995,1,0,2
28,537,static conscious control,f42887_e_103,NA,9,1,0.427369583,1,0,2
28,538,static conscious control,f42887_e_150,NA,9,1,0.447462314,1,0,2
28,539,static conscious control,f42887_e_104,NA,10,2,0.399001397,1,0,2
28,540,static conscious control,f42887_e_289,NA,9,1,0.478915756,1,0,2
28,541,static conscious control,f42887_e_263,NA,10,2,0.427330084,1,0,2
28,542,static conscious control,f42887_e_094,NA,9,1,0.361832145,1,0,2
28,543,static conscious control,f42887_e_002,NA,9,1,0.413893979,1,0,2
28,544,static conscious control,f42887_e_238,NA,9,1,0.518704367,1,0,2
28,545,static conscious control,f42887_e_271,NA,10,2,0.458593807,1,0,2
28,546,static conscious control,f42887_e_236,NA,10,2,0.438669334,1,0,2
28,547,static conscious control,f42887_e_251,NA,10,2,0.403614664,1,0,2
28,548,static conscious control,f42887_e_065,NA,9,1,0.483544263,1,0,2
28,549,static conscious control,f42887_e_137,NA,10,2,0.418920272,1,0,2
28,550,static conscious control,f42887_e_127,NA,10,2,0.464015399,1,0,2
28,551,static conscious control,f42887_e_133,NA,9,1,0.423988552,1,0,2
28,552,static conscious control,f42887_e_130,NA,9,1,0.414049486,1,0,2
28,553,static conscious control,f42887_e_010,NA,9,1,0.448663761,1,0,2
28,554,static conscious control,f42887_e_213,NA,9,1,0.488584241,1,0,2
28,555,static conscious control,f42887_e_280,NA,9,1,0.407452262,1,0,2
28,556,static conscious control,f42887_e_197,NA,10,2,0.408589018,1,0,2
28,557,static conscious control,f42887_e_254,NA,10,2,0.418401812,1,0,2
28,558,static conscious control,f42887_e_215,NA,9,1,0.418354849,1,0,2
28,559,static conscious control,f42887_e_282,NA,10,2,0.438300472,1,0,2
28,560,static conscious control,f42887_e_008,NA,10,2,0.34395352,1,0,2
28,561,static conscious control,f42887_e_209,NA,10,2,0.473905014,1,0,2
28,562,static conscious control,f42887_e_299,NA,9,1,0.457288794,1,0,2
28,563,static conscious control,f42887_e_288,NA,9,1,0.42190476,1,0,2
28,564,static conscious control,f42887_e_001,NA,10,2,0.438568565,1,0,2
28,565,static conscious control,f42887_e_151,NA,10,2,0.428631054,1,0,2
28,566,static conscious control,f42887_e_225,NA,9,1,0.41423174,1,0,2
28,567,static conscious control,f42887_e_004,NA,9,1,0.525918019,1,0,2
28,568,static conscious control,f42887_e_041,NA,10,2,0.398547939,1,0,2
28,569,static conscious control,f42887_e_180,NA,9,1,0.388290706,1,0,2
28,570,static conscious control,f42887_e_024,NA,9,1,0.477446216,1,0,2
28,571,static conscious control,f42887_e_181,NA,9,1,0.423476313,1,0,2
28,572,static conscious control,f42887_e_019,NA,10,2,0.511808881,1,0,2
28,573,static conscious control,f42887_e_110,NA,9,1,0.437536622,1,0,2
28,574,static conscious control,f42887_e_057,NA,10,2,0.398538298,1,0,2
28,575,static conscious control,f42887_e_252,NA,10,2,0.468496796,1,0,2
28,576,static conscious control,f42887_e_287,NA,10,1,0.353619205,0,0,2
28,577,static conscious control,f42887_e_266,NA,9,1,0.514488575,1,0,2
28,578,static conscious control,f42887_e_247,NA,9,1,0.463605794,1,0,2
28,579,static conscious control,f42887_e_027,NA,10,2,0.353428242,1,0,2
28,580,static conscious control,f42887_e_087,NA,10,2,0.493990903,1,0,2
28,581,static conscious control,f42887_e_176,NA,10,2,0.373301709,1,0,2
28,582,static conscious control,f42887_e_281,NA,9,1,0.403238337,1,0,2
28,583,static conscious control,f42887_e_232,NA,9,1,0.458678092,1,0,2
28,584,static conscious control,f42887_e_105,NA,9,1,0.457396404,1,0,2
28,585,static conscious control,f42887_e_220,NA,9,1,0.488483783,1,0,2
28,586,static conscious control,f42887_e_216,NA,9,1,0.413638637,1,0,2
28,587,static conscious control,f42887_e_093,NA,9,1,0.404812378,1,0,2
28,588,static conscious control,f42887_e_184,NA,10,2,0.494070212,1,0,2
28,589,static conscious control,f42887_e_030,NA,10,2,0.488100614,1,0,2
28,590,static conscious control,f42887_e_279,NA,9,1,0.533512664,1,0,2
28,591,static conscious control,f42887_e_167,NA,10,2,0.413928191,1,0,2
28,592,static conscious control,f42887_e_139,NA,9,1,0.391900331,1,0,2
28,593,static conscious control,f42887_e_196,NA,9,1,0.483208368,1,0,2
28,594,static conscious control,f42887_e_018,NA,9,1,0.47846883,1,0,2
28,595,static conscious control,f42887_e_259,NA,9,1,0.468423397,1,0,2
28,596,static conscious control,f42887_e_286,NA,10,2,0.384342697,1,0,2
28,597,static conscious control,f42887_e_043,NA,9,1,0.445560154,1,0,2
28,598,static conscious control,f42887_e_229,NA,9,1,0.463393993,1,0,2
28,599,static conscious control,f42887_e_188,NA,10,2,0.491411355,1,0,2
28,600,static conscious control,f42887_e_031,NA,9,1,0.418029529,1,0,2
29,1,static conscious control,f42887_e_221,NA,9,1,0.632200649,1,0,1
29,2,static conscious control,f42887_e_167,NA,9,1,0.563630013,1,0,1
29,3,static conscious control,f42887_e_047,NA,10,2,0.583636028,1,0,1
29,4,static conscious control,f42887_e_094,NA,9,1,0.4837767,1,0,1
29,5,static conscious control,f42887_e_247,NA,10,2,0.503606681,1,0,1
29,6,static conscious control,f42887_e_210,NA,10,2,0.513571278,1,0,1
29,7,static conscious control,f42887_e_164,NA,10,2,0.473675568,1,0,1
29,8,static conscious control,f42887_e_277,NA,10,2,0.433387357,1,0,1
29,9,static conscious control,f42887_e_049,NA,9,1,0.533497362,1,0,1
29,10,static conscious control,f42887_e_023,NA,10,2,0.483763327,1,0,1
29,11,static conscious control,f42887_e_083,NA,10,2,0.413678361,1,0,1
29,12,static conscious control,f42887_e_060,NA,9,1,0.773732514,1,0,1
29,13,static conscious control,f42887_e_073,NA,9,1,0.51355666,1,0,1
29,14,static conscious control,f42887_e_166,NA,9,1,0.543690244,1,0,1
29,15,static conscious control,f42887_e_175,NA,9,1,0.563626592,1,0,1
29,16,static conscious control,f42887_e_297,NA,9,1,0.543634884,1,0,1
29,17,static conscious control,f42887_e_196,NA,10,2,0.553702738,1,0,1
29,18,static conscious control,f42887_e_204,NA,10,2,0.423519174,1,0,1
29,19,static conscious control,f42887_e_244,NA,9,1,0.653769824,1,0,1
29,20,static conscious control,f42887_e_285,NA,9,1,0.443675409,1,0,1
29,21,static conscious control,f42887_e_091,NA,10,2,0.463618288,1,0,1
29,22,static conscious control,f42887_e_177,NA,9,1,0.463444431,1,0,1
29,23,static conscious control,f42887_e_017,NA,9,2,0.393483249,0,0,1
29,24,static conscious control,f42887_e_192,NA,9,1,0.503820348,1,0,1
29,25,static conscious control,f42887_e_127,NA,9,1,0.443484757,1,0,1
29,26,static conscious control,f42887_e_048,NA,10,2,0.463729009,1,0,1
29,27,static conscious control,f42887_e_134,NA,10,2,0.523481759,1,0,1
29,28,static conscious control,f42887_e_266,NA,10,2,0.503489739,1,0,1
29,29,static conscious control,f42887_e_205,NA,10,2,0.413620823,1,0,1
29,30,static conscious control,f42887_e_224,NA,10,2,0.463685156,1,0,1
29,31,static conscious control,f42887_e_259,NA,10,2,0.323610705,1,0,1
29,32,static conscious control,f42887_e_074,NA,10,2,0.303675291,1,0,1
29,33,static conscious control,f42887_e_128,NA,9,1,0.463655299,1,0,1
29,34,static conscious control,f42887_e_157,NA,10,2,0.423631139,1,0,1
29,35,static conscious control,f42887_e_063,NA,10,2,0.433564635,1,0,1
29,36,static conscious control,f42887_e_121,NA,9,1,0.433603512,1,0,1
29,37,static conscious control,f42887_e_239,NA,9,1,0.453695989,1,0,1
29,38,static conscious control,f42887_e_283,NA,10,2,0.503515243,1,0,1
29,39,static conscious control,f42887_e_056,NA,10,2,0.463496059,1,0,1
29,40,static conscious control,f42887_e_026,NA,10,2,0.443727659,1,0,1
29,41,static conscious control,f42887_e_215,NA,10,2,0.413594076,1,0,1
29,42,static conscious control,f42887_e_229,NA,9,1,0.503602638,1,0,1
29,43,static conscious control,f42887_e_050,NA,10,2,0.413604339,1,0,1
29,44,static conscious control,f42887_e_279,NA,9,1,0.603545629,1,0,1
29,45,static conscious control,f42887_e_271,NA,10,2,0.433661671,1,0,1
29,46,static conscious control,f42887_e_029,NA,10,2,0.463543645,1,0,1
29,47,static conscious control,f42887_e_150,NA,10,2,0.473793753,1,0,1
29,48,static conscious control,f42887_e_108,NA,10,2,0.433548773,1,0,1
29,49,static conscious control,f42887_e_256,NA,10,2,0.403461219,1,0,1
29,50,static conscious control,f42887_e_092,NA,10,2,0.363545293,1,0,1
29,51,static conscious control,f42887_e_199,NA,10,2,0.413603095,1,0,1
29,52,static conscious control,f42887_e_252,NA,10,2,0.473613365,1,0,1
29,53,static conscious control,f42887_e_172,NA,10,2,0.393707179,1,0,1
29,54,static conscious control,f42887_e_211,NA,10,2,0.413680538,1,0,1
29,55,static conscious control,f42887_e_062,NA,9,1,0.553590773,1,0,1
29,56,static conscious control,f42887_e_261,NA,9,1,0.523640998,1,0,1
29,57,static conscious control,f42887_e_041,NA,10,2,0.46363104,1,0,1
29,58,static conscious control,f42887_e_255,NA,10,2,0.433639589,1,0,1
29,59,static conscious control,f42887_e_104,NA,10,2,0.37366011,1,0,1
29,60,static conscious control,f42887_e_201,NA,9,1,0.64372343,1,0,1
29,61,static conscious control,f42887_e_117,NA,9,1,0.483658826,1,0,1
29,62,static conscious control,f42887_e_178,NA,9,1,0.493602585,1,0,1
29,63,static conscious control,f42887_e_070,NA,10,2,0.483676242,1,0,1
29,64,static conscious control,f42887_e_181,NA,10,2,0.413543691,1,0,1
29,65,static conscious control,f42887_e_110,NA,10,2,0.383636526,1,0,1
29,66,static conscious control,f42887_e_130,NA,10,2,0.373523886,1,0,1
29,67,static conscious control,f42887_e_159,NA,10,2,0.443699357,1,0,1
29,68,static conscious control,f42887_e_144,NA,9,1,0.473698272,1,0,1
29,69,static conscious control,f42887_e_039,NA,9,1,0.453646226,1,0,1
29,70,static conscious control,f42887_e_269,NA,9,1,0.423625541,1,0,1
29,71,static conscious control,f42887_e_240,NA,10,2,0.463661208,1,0,1
29,72,static conscious control,f42887_e_219,NA,10,2,0.453724913,1,0,1
29,73,static conscious control,f42887_e_228,NA,9,1,0.52376105,1,0,1
29,74,static conscious control,f42887_e_135,NA,10,2,0.453578114,1,0,1
29,75,static conscious control,f42887_e_075,NA,9,1,0.343611122,1,0,1
29,76,static conscious control,f42887_e_054,NA,10,2,0.43373165,1,0,1
29,77,static conscious control,f42887_e_293,NA,9,1,0.393764406,1,0,1
29,78,static conscious control,f42887_e_027,NA,9,1,0.533642606,1,0,1
29,79,static conscious control,f42887_e_129,NA,9,1,0.393505642,1,0,1
29,80,static conscious control,f42887_e_276,NA,9,1,0.363564576,1,0,1
29,81,static conscious control,f42887_e_217,NA,10,1,0.473678678,0,0,1
29,82,static conscious control,f42887_e_152,NA,9,1,0.503504357,1,0,1
29,83,static conscious control,f42887_e_125,NA,10,2,0.463478953,1,0,1
29,84,static conscious control,f42887_e_115,NA,10,2,0.463292656,1,0,1
29,85,static conscious control,f42887_e_176,NA,10,2,0.443430329,1,0,1
29,86,static conscious control,f42887_e_145,NA,9,2,0.001199583,0,0,1
29,87,static conscious control,f42887_e_119,NA,10,2,0.653552113,1,0,1
29,88,static conscious control,f42887_e_200,NA,10,2,0.493712684,1,0,1
29,89,static conscious control,f42887_e_033,NA,9,1,0.48378261,1,0,1
29,90,static conscious control,f42887_e_034,NA,10,2,0.46358532,1,0,1
29,91,static conscious control,f42887_e_212,NA,9,1,0.403651249,1,0,1
29,92,static conscious control,f42887_e_136,NA,10,2,0.483658826,1,0,1
29,93,static conscious control,f42887_e_140,NA,9,1,0.403621392,1,0,1
29,94,static conscious control,f42887_e_185,NA,9,1,0.703733699,1,0,1
29,95,static conscious control,f42887_e_112,NA,10,2,0.463604292,1,0,1
29,96,static conscious control,f42887_e_226,NA,10,2,0.47362425,1,0,1
29,97,static conscious control,f42887_e_090,NA,10,2,0.303744958,1,0,1
29,98,static conscious control,f42887_e_089,NA,9,1,0.593622086,1,0,1
29,99,static conscious control,f42887_e_257,NA,9,2,0.57359741,0,0,1
29,100,static conscious control,f42887_e_216,NA,9,1,0.533572939,1,0,1
29,101,static conscious control,f42887_e_100,NA,9,1,0.553138557,1,0,1
29,102,static conscious control,f42887_e_263,NA,9,1,0.483576407,1,0,1
29,103,static conscious control,f42887_e_080,NA,9,1,0.603638933,1,0,1
29,104,static conscious control,f42887_e_190,NA,10,2,0.68360981,1,0,1
29,105,static conscious control,f42887_e_197,NA,10,2,0.723727585,1,0,1
29,106,static conscious control,f42887_e_005,NA,9,1,0.53367744,1,0,1
29,107,static conscious control,f42887_e_288,NA,10,2,0.553597615,1,0,1
29,108,static conscious control,f42887_e_124,NA,10,2,0.483514204,1,0,1
29,109,static conscious control,f42887_e_114,NA,9,1,0.543729432,1,0,1
29,110,static conscious control,f42887_e_133,NA,10,2,0.47356889,1,0,1
29,111,static conscious control,f42887_e_087,NA,10,2,0.503654577,1,0,1
29,112,static conscious control,f42887_e_107,NA,9,1,0.553641468,1,0,1
29,113,static conscious control,f42887_e_242,NA,10,2,0.45366862,1,0,1
29,114,static conscious control,f42887_e_081,NA,9,1,0.463356103,1,0,1
29,115,static conscious control,f42887_e_132,NA,9,1,0.433580808,1,0,1
29,116,static conscious control,f42887_e_220,NA,9,1,0.453533328,1,0,1
29,117,static conscious control,f42887_e_206,NA,10,2,0.59367558,1,0,1
29,118,static conscious control,f42887_e_280,NA,10,2,0.483776389,1,0,1
29,119,static conscious control,f42887_e_254,NA,9,1,0.573479846,1,0,1
29,120,static conscious control,f42887_e_184,NA,9,1,0.493658568,1,0,1
29,121,static conscious control,f42887_e_138,NA,10,2,0.603605966,1,0,1
29,122,static conscious control,f42887_e_169,NA,9,1,0.713737173,1,0,1
29,123,static conscious control,f42887_e_072,NA,10,2,0.383602625,1,0,1
29,124,static conscious control,f42887_e_019,NA,9,1,0.353629525,1,0,1
29,125,static conscious control,f42887_e_207,NA,9,2,0.293433891,0,0,1
29,126,static conscious control,f42887_e_225,NA,9,1,0.483710143,1,0,1
29,127,static conscious control,f42887_e_010,NA,9,1,0.393684164,1,0,1
29,128,static conscious control,f42887_e_028,NA,9,1,0.343771295,1,0,1
29,129,static conscious control,f42887_e_223,NA,9,1,0.383629684,1,0,1
29,130,static conscious control,f42887_e_180,NA,9,1,0.493593254,1,0,1
29,131,static conscious control,f42887_e_174,NA,10,2,0.483595068,1,0,1
29,132,static conscious control,f42887_e_013,NA,9,1,0.403682973,1,0,1
29,133,static conscious control,f42887_e_141,NA,10,2,0.50359113,1,0,1
29,134,static conscious control,f42887_e_170,NA,10,2,0.483546549,1,0,1
29,135,static conscious control,f42887_e_066,NA,10,2,0.433422501,1,0,1
29,136,static conscious control,f42887_e_097,NA,10,2,0.45374233,1,0,1
29,137,static conscious control,f42887_e_183,NA,9,1,0.633778426,1,0,1
29,138,static conscious control,f42887_e_024,NA,10,2,0.443664834,1,0,1
29,139,static conscious control,f42887_e_058,NA,10,2,0.493642706,1,0,1
29,140,static conscious control,f42887_e_082,NA,9,1,0.433724496,1,0,1
29,141,static conscious control,f42887_e_012,NA,9,1,0.42391945,1,0,1
29,142,static conscious control,f42887_e_131,NA,9,1,1.643589382,1,0,1
29,143,static conscious control,f42887_e_245,NA,9,1,0.403614861,1,0,1
29,144,static conscious control,f42887_e_061,NA,10,2,0.483789452,1,0,1
29,145,static conscious control,f42887_e_165,NA,9,1,0.503516176,1,0,1
29,146,static conscious control,f42887_e_126,NA,10,2,0.503527683,1,0,1
29,147,static conscious control,f42887_e_155,NA,9,1,0.473772604,1,0,1
29,148,static conscious control,f42887_e_009,NA,10,2,0.483538463,1,0,1
29,149,static conscious control,f42887_e_088,NA,9,1,0.463643791,1,0,1
29,150,static conscious control,f42887_e_043,NA,9,1,0.503616944,1,0,1
29,151,static conscious control,f42887_e_040,NA,9,1,0.383719567,1,0,1
29,152,static conscious control,f42887_e_275,NA,10,2,0.483512338,1,0,1
29,153,static conscious control,f42887_e_278,NA,9,1,0.403723405,1,0,1
29,154,static conscious control,f42887_e_208,NA,10,2,0.493629021,1,0,1
29,155,static conscious control,f42887_e_188,NA,10,2,0.523728704,1,0,1
29,156,static conscious control,f42887_e_084,NA,9,1,0.483661003,1,0,1
29,157,static conscious control,f42887_e_258,NA,10,2,0.523640687,1,0,1
29,158,static conscious control,f42887_e_286,NA,10,2,0.47359657,1,0,1
29,159,static conscious control,f42887_e_151,NA,10,2,0.513305983,1,0,1
29,160,static conscious control,f42887_e_093,NA,10,2,0.553748457,1,0,1
29,161,static conscious control,f42887_e_186,NA,9,1,0.483604087,1,0,1
29,162,static conscious control,f42887_e_016,NA,10,2,0.453568162,1,0,1
29,163,static conscious control,f42887_e_289,NA,10,2,0.45356754,1,0,1
29,164,static conscious control,f42887_e_295,NA,10,2,0.443462364,1,0,1
29,165,static conscious control,f42887_e_076,NA,9,1,0.503586154,1,0,1
29,166,static conscious control,f42887_e_292,NA,9,1,0.513789299,1,0,1
29,167,static conscious control,f42887_e_105,NA,9,1,0.603768315,1,0,1
29,168,static conscious control,f42887_e_014,NA,9,1,0.453551367,1,0,1
29,169,static conscious control,f42887_e_168,NA,10,2,0.53358538,1,0,1
29,170,static conscious control,f42887_e_160,NA,9,1,0.943632955,1,0,1
29,171,static conscious control,f42887_e_246,NA,9,1,0.42348123,1,0,1
29,172,static conscious control,f42887_e_102,NA,10,2,0.413537782,1,0,1
29,173,static conscious control,f42887_e_059,NA,9,1,0.403713763,1,0,1
29,174,static conscious control,f42887_e_291,NA,10,2,0.483606264,1,0,1
29,175,static conscious control,f42887_e_007,NA,9,1,0.363722882,1,0,1
29,176,static conscious control,f42887_e_156,NA,9,1,0.443761249,1,0,1
29,177,static conscious control,f42887_e_069,NA,10,2,0.453655557,1,0,1
29,178,static conscious control,f42887_e_118,NA,10,2,0.45370563,1,0,1
29,179,static conscious control,f42887_e_051,NA,9,1,0.493585168,1,0,1
29,180,static conscious control,f42887_e_154,NA,10,2,0.493633686,1,0,1
29,181,static conscious control,f42887_e_002,NA,10,2,0.443769024,1,0,1
29,182,static conscious control,f42887_e_099,NA,10,2,0.583721868,1,0,1
29,183,static conscious control,f42887_e_096,NA,9,1,0.403618904,1,0,1
29,184,static conscious control,f42887_e_264,NA,10,2,0.443643685,1,0,1
29,185,static conscious control,f42887_e_249,NA,10,2,0.453707807,1,0,1
29,186,static conscious control,f42887_e_235,NA,9,1,0.453555099,1,0,1
29,187,static conscious control,f42887_e_035,NA,9,1,0.473753321,1,0,1
29,188,static conscious control,f42887_e_052,NA,9,1,0.423638293,1,0,1
29,189,static conscious control,f42887_e_281,NA,9,1,0.413648814,1,0,1
29,190,static conscious control,f42887_e_068,NA,10,2,0.523707555,1,0,1
29,191,static conscious control,f42887_e_162,NA,9,1,0.513586518,1,0,1
29,192,static conscious control,f42887_e_149,NA,9,1,0.453669242,1,0,1
29,193,static conscious control,f42887_e_025,NA,9,1,0.353644765,1,0,1
29,194,static conscious control,f42887_e_106,NA,9,1,0.433786077,1,0,1
29,195,static conscious control,f42887_e_238,NA,10,1,0.363758027,0,0,1
29,196,static conscious control,f42887_e_191,NA,10,2,0.543793812,1,0,1
29,197,static conscious control,f42887_e_193,NA,9,1,0.603586061,1,0,1
29,198,static conscious control,f42887_e_011,NA,10,2,0.503476677,1,0,1
29,199,static conscious control,f42887_e_098,NA,10,2,0.473822678,1,0,1
29,200,static conscious control,f42887_e_053,NA,9,1,0.453636585,1,0,1
29,201,static conscious control,f42887_e_042,NA,10,2,0.633141468,1,0,1
29,202,static conscious control,f42887_e_001,NA,9,1,0.393564423,1,0,1
29,203,static conscious control,f42887_e_182,NA,10,2,0.493650792,1,0,1
29,204,static conscious control,f42887_e_103,NA,9,1,0.373511134,1,0,1
29,205,static conscious control,f42887_e_298,NA,9,1,0.493697444,1,0,1
29,206,static conscious control,f42887_e_137,NA,10,2,0.513637835,1,0,1
29,207,static conscious control,f42887_e_234,NA,10,2,0.493710507,1,0,1
29,208,static conscious control,f42887_e_044,NA,10,2,0.483554325,1,0,1
29,209,static conscious control,f42887_e_270,NA,9,1,0.453641872,1,0,1
29,210,static conscious control,f42887_e_036,NA,10,2,0.51366085,1,0,1
29,211,static conscious control,f42887_e_113,NA,10,2,0.473759542,1,0,1
29,212,static conscious control,f42887_e_161,NA,10,2,0.373600395,1,0,1
29,213,static conscious control,f42887_e_248,NA,10,2,0.443715219,1,0,1
29,214,static conscious control,f42887_e_237,NA,9,1,0.63364469,1,0,1
29,215,static conscious control,f42887_e_109,NA,9,1,0.453582779,1,0,1
29,216,static conscious control,f42887_e_008,NA,9,1,0.413588166,1,0,1
29,217,static conscious control,f42887_e_230,NA,9,1,0.423564893,1,0,1
29,218,static conscious control,f42887_e_213,NA,9,1,0.413699821,1,0,1
29,219,static conscious control,f42887_e_123,NA,9,1,0.433693706,1,0,1
29,220,static conscious control,f42887_e_272,NA,10,2,0.533576671,1,0,1
29,221,static conscious control,f42887_e_032,NA,9,1,0.443714908,1,0,1
29,222,static conscious control,f42887_e_146,NA,10,2,0.513729585,1,0,1
29,223,static conscious control,f42887_e_079,NA,9,1,0.523653128,1,0,1
29,224,static conscious control,f42887_e_265,NA,9,1,0.543656344,1,0,1
29,225,static conscious control,f42887_e_147,NA,10,2,0.51363628,1,0,1
29,226,static conscious control,f42887_e_203,NA,9,1,0.503555986,1,0,1
29,227,static conscious control,f42887_e_038,NA,9,1,0.383511809,1,0,1
29,228,static conscious control,f42887_e_021,NA,10,2,0.563532355,1,0,1
29,229,static conscious control,f42887_e_139,NA,9,1,0.463620776,1,0,1
29,230,static conscious control,f42887_e_231,NA,9,1,0.50385767,1,0,1
29,231,static conscious control,f42887_e_077,NA,9,1,0.453598641,1,0,1
29,232,static conscious control,f42887_e_101,NA,9,1,0.643669313,1,0,1
29,233,static conscious control,f42887_e_046,NA,9,1,0.623608559,1,0,1
29,234,static conscious control,f42887_e_030,NA,10,2,0.563486325,1,0,1
29,235,static conscious control,f42887_e_260,NA,10,2,0.493570239,1,0,1
29,236,static conscious control,f42887_e_294,NA,9,1,0.553701494,1,0,1
29,237,static conscious control,f42887_e_218,NA,10,2,0.65347747,1,0,1
29,238,static conscious control,f42887_e_122,NA,9,1,0.473634203,1,0,1
29,239,static conscious control,f42887_e_085,NA,9,1,0.423682457,1,0,1
29,240,static conscious control,f42887_e_067,NA,9,1,0.493552823,1,0,1
29,241,static conscious control,f42887_e_250,NA,9,1,0.523690761,1,0,1
29,242,static conscious control,f42887_e_232,NA,10,2,0.633442531,1,0,1
29,243,static conscious control,f42887_e_020,NA,9,1,0.493675051,1,0,1
29,244,static conscious control,f42887_e_241,NA,9,1,0.503662664,1,0,1
29,245,static conscious control,f42887_e_236,NA,10,2,0.513515918,1,0,1
29,246,static conscious control,f42887_e_143,NA,9,1,0.523502286,1,0,1
29,247,static conscious control,f42887_e_262,NA,9,1,0.523523435,1,0,1
29,248,static conscious control,f42887_e_273,NA,9,1,0.543793501,1,0,1
29,249,static conscious control,f42887_e_282,NA,9,1,0.393705002,1,0,1
29,250,static conscious control,f42887_e_065,NA,10,2,0.563635301,1,0,1
29,251,static conscious control,f42887_e_198,NA,9,1,0.693668333,1,0,1
29,252,static conscious control,f42887_e_233,NA,10,2,0.693643452,1,0,1
29,253,static conscious control,f42887_e_267,NA,9,1,1.603512661,1,0,1
29,254,static conscious control,f42887_e_287,NA,9,1,0.523590303,1,0,1
29,255,static conscious control,f42887_e_214,NA,10,2,0.613616593,1,0,1
29,256,static conscious control,f42887_e_274,NA,10,2,0.643615197,1,0,1
29,257,static conscious control,f42887_e_006,NA,9,1,0.553769917,1,0,1
29,258,static conscious control,f42887_e_022,NA,9,1,0.563696259,1,0,1
29,259,static conscious control,f42887_e_163,NA,10,2,0.743682904,1,0,1
29,260,static conscious control,f42887_e_064,NA,9,1,2.213530193,1,0,1
29,261,static conscious control,f42887_e_057,NA,9,1,0.453716827,1,0,1
29,262,static conscious control,f42887_e_296,NA,9,1,0.463617044,1,0,1
29,263,static conscious control,f42887_e_071,NA,9,1,0.443590502,1,0,1
29,264,static conscious control,f42887_e_268,NA,9,1,0.453586823,1,0,1
29,265,static conscious control,f42887_e_153,NA,10,2,0.543625553,1,0,1
29,266,static conscious control,f42887_e_111,NA,9,1,0.533595021,1,0,1
29,267,static conscious control,f42887_e_142,NA,10,2,0.47354463,1,0,1
29,268,static conscious control,f42887_e_202,NA,10,2,0.493638663,1,0,1
29,269,static conscious control,f42887_e_209,NA,9,1,0.443515547,1,0,1
29,270,static conscious control,f42887_e_000,NA,10,2,0.483615595,1,0,1
29,271,static conscious control,f42887_e_018,NA,9,1,0.413389117,1,0,1
29,272,static conscious control,f42887_e_015,NA,10,2,0.453654935,1,0,1
29,273,static conscious control,f42887_e_078,NA,10,2,0.423551208,1,0,1
29,274,static conscious control,f42887_e_003,NA,10,2,0.503669506,1,0,1
29,275,static conscious control,f42887_e_086,NA,9,1,0.403802091,1,0,1
29,276,static conscious control,f42887_e_227,NA,9,1,0.443718951,1,0,1
29,277,static conscious control,f42887_e_251,NA,10,2,0.593588496,1,0,1
29,278,static conscious control,f42887_e_158,NA,9,1,0.473729062,1,0,1
29,279,static conscious control,f42887_e_222,NA,10,2,0.453545769,1,0,1
29,280,static conscious control,f42887_e_299,NA,10,2,0.55358393,1,0,1
29,281,static conscious control,f42887_e_194,NA,10,2,0.473590039,1,0,1
29,282,static conscious control,f42887_e_095,NA,10,2,0.023655772,1,0,1
29,283,static conscious control,f42887_e_284,NA,9,1,0.52359248,1,0,1
29,284,static conscious control,f42887_e_189,NA,9,1,0.393786177,1,0,1
29,285,static conscious control,f42887_e_243,NA,9,1,0.403757927,1,0,1
29,286,static conscious control,f42887_e_195,NA,10,2,0.403758238,1,0,1
29,287,static conscious control,f42887_e_055,NA,9,1,0.563724873,1,0,1
29,288,static conscious control,f42887_e_290,NA,9,1,0.403668044,1,0,1
29,289,static conscious control,f42887_e_031,NA,9,1,0.393585261,1,0,1
29,290,static conscious control,f42887_e_045,NA,9,1,0.363621803,1,0,1
29,291,static conscious control,f42887_e_037,NA,10,2,0.413702931,1,0,1
29,292,static conscious control,f42887_e_004,NA,10,2,0.453610771,1,0,1
29,293,static conscious control,f42887_e_173,NA,10,2,0.363871236,1,0,1
29,294,static conscious control,f42887_e_179,NA,10,2,0.29364227,1,0,1
29,295,static conscious control,f42887_e_187,NA,10,2,0.323641185,1,0,1
29,296,static conscious control,f42887_e_171,NA,10,2,0.403613617,1,0,1
29,297,static conscious control,f42887_e_116,NA,10,2,0.283734278,1,0,1
29,298,static conscious control,f42887_e_120,NA,9,1,0.573650904,1,0,1
29,299,static conscious control,f42887_e_253,NA,9,1,0.423720089,1,0,1
29,300,static conscious control,f42887_e_148,NA,10,1,0.473704492,0,0,1
29,301,static conscious control,f42887_e_111,NA,9,1,0.892968053,1,0,2
29,302,static conscious control,f42887_e_079,NA,9,1,1.513585896,1,0,2
