Subject,Block,Trial,Stimulus,Group,RT,Acc,Location,Eye,Response
1,1,80,f42887_e_062,1,1.615132478,1,10,2,4
1,1,81,f42887_e_208,1,1.235653285,1,9,2,3
1,1,82,f42887_e_219,1,2.767782183,1,10,2,4
1,1,83,f42887_e_232,1,1.731547736,1,10,1,4
1,1,84,f42887_e_259,1,1.100499085,1,9,1,3
1,1,85,f42887_e_268,1,1.421216111,1,10,2,4
1,1,86,f42887_e_180,1,1.267702719,1,9,1,3
1,1,87,f42887_e_040,1,4.00247692,1,10,2,4
1,1,88,f42887_e_037,1,1.221062656,1,10,1,4
1,1,89,f42887_e_137,1,1.687326434,1,9,1,3
1,1,90,f42887_e_163,1,0.94820798,0,10,1,3
1,1,91,f42887_e_139,1,1.847270054,1,10,2,4
1,1,92,f42887_e_128,1,1.556658621,1,10,1,4
1,1,93,f42887_e_085,1,1.338032142,1,10,1,4
1,1,94,f42887_e_093,1,1.723534756,1,9,2,3
1,1,95,f42887_e_039,1,3.505822971,1,10,2,4
1,1,96,f42887_e_200,1,1.299740645,1,9,1,3
1,1,97,f42887_e_272,1,1.36630337,1,10,2,4
1,1,98,f42887_e_165,1,1.805522562,1,10,2,4
1,1,99,f42887_e_253,1,1.372609814,1,10,2,4
1,1,100,f42887_e_030,1,1.302176822,1,10,1,4
1,1,101,f42887_e_297,1,1.205672098,1,9,1,3
1,1,102,f42887_e_262,1,1.27113632,1,9,1,3
1,1,103,f42887_e_211,1,1.506216716,1,10,1,4
1,1,104,f42887_e_020,1,1.457065832,1,9,2,3
1,1,105,f42887_e_125,1,1.331111134,1,10,2,4
1,1,106,f42887_e_089,1,1.788403696,1,9,2,3
1,1,107,f42887_e_184,1,1.302738204,1,9,1,3
1,1,108,f42887_e_246,1,1.31665984,1,9,2,3
1,1,109,f42887_e_243,1,1.452195032,1,9,2,3
1,1,110,f42887_e_173,1,1.413866213,1,10,1,4
1,1,111,f42887_e_156,1,2.203860749,1,10,2,4
1,1,112,f42887_e_239,1,2.821212316,1,9,2,3
1,1,113,f42887_e_222,1,1.346986564,1,10,2,4
1,1,114,f42887_e_056,1,1.386306275,1,9,2,3
1,1,115,f42887_e_108,1,1.197976041,1,10,1,4
1,1,116,f42887_e_224,1,1.853007962,1,9,2,3
1,1,117,f42887_e_238,1,1.139082314,1,9,2,3
1,1,118,f42887_e_288,1,1.332252869,1,9,2,3
1,1,119,f42887_e_133,1,1.148388182,1,9,2,3
1,1,120,f42887_e_015,1,1.089315622,1,10,2,4
1,1,121,f42887_e_206,1,1.386924261,1,9,1,3
1,1,122,f42887_e_182,1,1.200631484,1,10,1,4
1,1,123,f42887_e_234,1,1.816681766,1,10,2,4
1,1,124,f42887_e_000,1,1.103195271,1,9,1,3
1,1,125,f42887_e_245,1,1.122150678,1,9,2,3
1,1,126,f42887_e_273,1,1.068318403,1,9,1,3
1,1,127,f42887_e_096,1,1.431060967,1,10,1,4
1,1,128,f42887_e_073,1,1.735030167,1,9,1,3
1,1,129,f42887_e_060,1,1.29744629,1,9,2,3
1,1,130,f42887_e_166,1,1.450892192,1,9,1,3
1,1,131,f42887_e_198,1,1.202017987,1,10,1,4
1,1,132,f42887_e_019,1,1.484333416,1,9,2,3
1,1,133,f42887_e_276,1,1.584370334,1,10,2,4
1,1,134,f42887_e_183,1,1.235627781,1,10,2,4
1,1,135,f42887_e_299,1,0.866793996,1,9,2,3
1,1,136,f42887_e_140,1,1.282748984,1,9,2,3
1,1,137,f42887_e_071,1,1.096152345,1,9,2,3
1,1,138,f42887_e_236,1,1.047699378,1,9,1,3
1,1,139,f42887_e_127,1,1.48185152,1,10,2,4
1,1,140,f42887_e_215,1,1.28669607,1,10,2,4
1,1,141,f42887_e_287,1,1.210598569,1,10,2,4
1,1,142,f42887_e_022,1,1.167784298,1,9,2,3
1,1,143,f42887_e_126,1,1.23055731,1,10,2,4
1,1,144,f42887_e_264,1,1.530160798,1,10,1,4
1,1,145,f42887_e_103,1,1.954209007,1,10,1,4
1,1,146,f42887_e_074,1,1.112715739,1,9,2,3
1,1,147,f42887_e_286,1,1.236214355,1,9,1,3
1,1,148,f42887_e_207,1,1.882052995,1,9,2,3
1,1,149,f42887_e_027,1,1.270497185,1,10,1,4
1,1,150,f42887_e_083,1,1.557333522,1,10,1,4
1,1,151,f42887_e_237,1,1.463353926,1,10,2,4
1,1,152,f42887_e_058,1,1.080280958,1,9,1,3
1,1,153,f42887_e_050,1,1.147939077,1,10,2,4
1,1,154,f42887_e_051,1,3.804692775,1,9,2,3
1,1,155,f42887_e_266,1,1.343890413,1,10,1,4
1,1,156,f42887_e_212,1,1.739439732,1,9,1,3
1,1,157,f42887_e_209,1,1.072684737,1,9,2,3
1,1,158,f42887_e_217,1,1.444847623,1,9,2,3
1,1,159,f42887_e_157,1,3.271891152,1,9,2,3
1,1,160,f42887_e_274,1,1.555714691,1,10,1,4
1,1,161,f42887_e_187,1,1.729586789,1,9,2,3
1,1,162,f42887_e_065,1,1.343008376,1,10,1,4
1,1,163,f42887_e_131,1,1.35594534,1,10,2,4
1,1,164,f42887_e_161,1,1.643860587,1,9,2,3
1,1,165,f42887_e_283,1,1.94461825,1,10,2,4
1,1,166,f42887_e_052,1,1.15850922,1,10,1,4
1,1,167,f42887_e_148,1,1.55777734,1,10,2,4
1,1,168,f42887_e_078,1,1.923300064,1,9,2,3
1,1,169,f42887_e_190,1,1.346400923,1,9,1,3
1,1,170,f42887_e_025,1,1.226429213,1,9,1,3
1,1,171,f42887_e_263,1,1.330773683,1,10,2,4
1,1,172,f42887_e_159,1,1.005248683,1,10,2,4
1,1,173,f42887_e_091,1,1.226915018,1,9,1,3
1,1,174,f42887_e_087,1,0.940555777,1,10,1,4
1,1,175,f42887_e_123,1,1.70489565,1,9,2,3
1,1,176,f42887_e_005,1,1.177235099,1,9,1,3
1,1,177,f42887_e_064,1,0.938668851,1,9,1,3
1,1,178,f42887_e_122,1,1.230368213,1,10,2,4
1,1,179,f42887_e_094,1,1.307520053,0,10,2,3
1,1,180,f42887_e_028,1,1.159455637,1,9,2,3
1,1,181,f42887_e_049,1,1.240982209,1,10,2,4
1,1,182,f42887_e_026,1,1.162024307,1,9,2,3
1,1,183,f42887_e_105,1,1.006349985,1,9,2,3
1,1,184,f42887_e_113,1,1.229196621,1,9,2,3
1,1,185,f42887_e_104,1,1.158737194,1,9,1,3
1,1,186,f42887_e_032,1,1.071964427,1,10,1,4
1,1,187,f42887_e_011,1,0.955608573,1,9,1,3
1,1,188,f42887_e_017,1,0.977901168,1,10,1,4
1,1,189,f42887_e_092,1,1.09439449,1,10,1,4
1,1,190,f42887_e_120,1,1.312894697,1,9,2,3
1,1,191,f42887_e_106,1,1.128493511,1,9,2,3
1,1,192,f42887_e_280,1,1.425609814,1,10,2,4
1,1,193,f42887_e_054,1,1.291405764,1,10,2,4
1,1,194,f42887_e_174,1,1.154784198,1,9,1,3
1,1,195,f42887_e_279,1,1.088710076,1,10,2,4
1,1,196,f42887_e_228,1,1.088001896,1,10,2,4
1,1,197,f42887_e_261,1,1.728062817,1,10,2,4
1,1,198,f42887_e_249,1,1.406590648,1,9,2,3
1,1,199,f42887_e_061,1,1.127792484,1,9,1,3
1,1,200,f42887_e_216,1,1.073749651,1,10,1,4
1,1,201,f42887_e_170,1,1.309916421,1,10,2,4
1,1,202,f42887_e_225,1,1.090432164,1,9,2,3
1,1,203,f42887_e_298,1,1.124571616,1,9,2,3
1,1,204,f42887_e_067,1,1.344366577,1,9,1,3
1,1,205,f42887_e_004,1,1.42643618,1,10,2,4
1,1,206,f42887_e_196,1,1.371615189,1,10,1,4
1,1,207,f42887_e_177,1,1.507072628,1,9,2,3
1,1,208,f42887_e_079,1,1.29118681,1,10,1,4
1,1,209,f42887_e_132,1,1.624599763,1,10,2,4
1,1,210,f42887_e_053,1,1.876175441,1,9,2,3
1,1,211,f42887_e_149,1,1.861502082,1,10,2,4
1,1,212,f42887_e_155,1,1.307171717,1,10,2,4
1,1,213,f42887_e_277,1,1.37069272,1,9,1,3
1,1,214,f42887_e_188,1,1.463078367,1,9,1,3
1,1,215,f42887_e_013,1,1.191713451,1,9,2,3
1,1,216,f42887_e_072,1,1.491983754,1,10,1,4
1,1,217,f42887_e_066,1,1.153816009,1,9,1,3
1,1,218,f42887_e_227,1,1.704507504,1,10,2,4
1,1,219,f42887_e_045,1,1.275466576,1,9,1,3
1,1,220,f42887_e_203,1,1.506455575,1,10,2,4
1,1,221,f42887_e_181,1,1.126049247,1,10,2,4
1,1,222,f42887_e_046,1,1.262251565,1,10,2,4
1,1,223,f42887_e_047,1,1.345141936,1,9,2,3
1,1,224,f42887_e_069,1,1.154764915,1,10,1,4
1,1,225,f42887_e_254,1,1.137981944,1,10,1,4
1,1,226,f42887_e_150,1,1.79620021,1,9,2,3
1,1,227,f42887_e_107,1,1.224606046,1,9,1,3
1,1,228,f42887_e_101,1,1.293621432,1,9,2,3
1,1,229,f42887_e_265,1,1.457768414,1,10,2,4
1,1,230,f42887_e_256,1,0.959910527,1,9,2,3
1,1,231,f42887_e_255,1,0.957662514,1,10,1,4
1,1,232,f42887_e_007,1,1.85434377,1,10,1,4
1,1,233,f42887_e_252,1,1.308818539,1,10,2,4
1,1,234,f42887_e_023,1,1.452487075,1,9,2,3
1,1,235,f42887_e_178,1,1.577734837,1,10,2,4
1,1,236,f42887_e_130,1,0.936502323,1,9,1,3
1,1,237,f42887_e_014,1,1.045473758,1,9,2,3
1,1,238,f42887_e_295,1,1.09401443,1,9,1,3
1,1,239,f42887_e_041,1,0.920779602,1,10,1,4
1,1,240,f42887_e_109,1,1.508663468,1,10,2,4
1,1,241,f42887_e_278,1,1.035868693,1,10,2,4
1,1,242,f42887_e_008,1,1.310919443,1,10,1,4
1,1,243,f42887_e_145,1,1.321965438,1,10,1,4
1,1,244,f42887_e_134,1,2.220450268,1,10,2,4
1,1,245,f42887_e_141,1,1.521629978,1,9,2,3
1,1,246,f42887_e_240,1,3.488841573,1,10,2,4
1,1,247,f42887_e_154,1,1.207479093,1,10,1,4
1,1,248,f42887_e_076,1,1.559570029,1,10,2,4
1,1,249,f42887_e_114,1,1.536809046,1,10,2,4
1,1,250,f42887_e_115,1,1.19015589,1,10,2,4
1,1,251,f42887_e_192,1,1.187502313,1,10,2,4
1,1,252,f42887_e_244,1,1.142035398,0,9,1,4
1,1,253,f42887_e_167,1,2.708709622,1,10,2,4
1,1,254,f42887_e_018,1,1.170057192,1,9,2,3
1,1,255,f42887_e_193,1,1.170262773,1,9,1,3
1,1,256,f42887_e_029,1,2.293428292,1,9,2,3
1,1,257,f42887_e_057,1,1.419773936,1,9,1,3
1,1,258,f42887_e_275,1,4.442158591,0,9,2,4
1,1,259,f42887_e_044,1,1.644351679,1,9,2,3
1,1,260,f42887_e_201,1,1.387587345,1,10,2,4
1,1,261,f42887_e_293,1,1.992929705,1,10,1,4
1,1,262,f42887_e_086,1,1.352667246,1,9,1,3
1,1,263,f42887_e_121,1,1.192154781,1,10,2,4
1,1,264,f42887_e_221,1,1.689097974,1,9,1,3
1,1,265,f42887_e_151,1,1.669079518,1,9,2,3
1,1,266,f42887_e_271,1,1.657240436,1,9,1,3
1,1,267,f42887_e_158,1,1.457560345,1,9,2,3
1,1,268,f42887_e_164,1,1.453286694,1,9,2,3
1,1,269,f42887_e_220,1,1.155532188,1,10,2,4
1,1,270,f42887_e_118,1,1.239006333,1,9,1,3
1,1,271,f42887_e_233,1,1.152789661,1,9,1,3
1,1,272,f42887_e_088,1,1.139023843,1,10,1,4
1,1,273,f42887_e_186,1,1.060838191,1,9,1,3
1,1,274,f42887_e_269,1,1.294610148,1,10,2,4
1,1,275,f42887_e_075,1,0.968799947,1,9,2,3
1,1,276,f42887_e_199,1,1.324047681,1,9,1,3
1,1,277,f42887_e_138,1,1.236841671,1,9,2,3
1,1,278,f42887_e_214,1,1.788751099,1,9,2,3
1,1,279,f42887_e_144,1,1.270296891,1,9,1,3
1,1,280,f42887_e_009,1,1.127121314,1,10,2,4
1,1,281,f42887_e_294,1,1.140232757,1,9,1,3
1,1,282,f42887_e_218,1,0.9361854,1,10,1,4
1,1,283,f42887_e_055,1,1.39360921,1,10,2,4
1,1,284,f42887_e_024,1,1.418841203,1,9,1,3
1,1,285,f42887_e_260,1,1.577302527,1,10,2,4
1,1,286,f42887_e_226,1,1.557522619,1,9,2,3
1,1,287,f42887_e_270,1,0.942116448,1,10,1,4
1,1,288,f42887_e_171,1,2.788589682,1,10,2,4
1,1,289,f42887_e_021,1,1.322188125,1,9,1,3
1,1,290,f42887_e_290,1,1.004476433,1,9,2,3
1,1,291,f42887_e_230,1,1.509438205,1,10,2,4
1,1,292,f42887_e_081,1,1.486080385,1,9,2,3
1,1,293,f42887_e_143,1,1.537661537,1,9,1,3
1,1,294,f42887_e_146,1,1.476892392,1,10,2,4
1,1,295,f42887_e_285,1,1.340527101,1,9,2,3
1,1,296,f42887_e_210,1,0.925934669,1,10,1,4
1,1,297,f42887_e_185,1,1.45553253,1,10,1,4
1,1,298,f42887_e_258,1,1.20649722,1,10,1,4
1,1,299,f42887_e_063,1,1.404664224,1,9,2,3
1,1,300,f42887_e_292,1,1.024627692,1,10,1,4
1,2,301,f42887_e_292,1,1.688658821,1,10,2,4
1,2,302,f42887_e_075,1,1.287637822,1,10,2,4
1,2,303,f42887_e_213,1,1.087376757,1,9,2,3
1,2,304,f42887_e_240,1,4.867811636,1,10,1,4
1,2,305,f42887_e_115,1,2.00395735,1,10,2,4
1,2,306,f42887_e_222,1,1.154302125,1,9,2,3
1,2,307,f42887_e_209,1,1.070509812,1,10,2,4
1,2,308,f42887_e_069,1,1.070554909,1,9,1,3
1,2,309,f42887_e_194,1,1.420762962,1,10,1,4
1,2,310,f42887_e_159,1,1.320616568,1,9,1,3
1,2,311,f42887_e_078,1,1.520212373,0,9,1,4
1,2,312,f42887_e_114,1,1.120263131,1,9,1,3
1,2,313,f42887_e_005,1,1.253619977,1,10,2,4
1,2,314,f42887_e_191,1,1.53694807,1,10,2,4
1,2,315,f42887_e_241,1,1.786652683,1,9,2,3
1,2,316,f42887_e_208,1,1.136912676,1,10,1,4
1,2,317,f42887_e_113,1,1.087381111,1,9,1,3
1,2,318,f42887_e_083,1,1.170677667,1,9,1,3
1,2,319,f42887_e_267,1,1.386411398,1,9,2,3
1,2,320,f42887_e_211,1,1.736375305,1,9,2,3
1,2,321,f42887_e_238,1,1.169947093,1,9,2,3
1,2,322,f42887_e_142,1,1.072571217,1,10,2,4
1,2,323,f42887_e_298,1,1.253634284,1,10,2,4
1,2,324,f42887_e_190,1,0.920198004,1,9,2,3
1,2,325,f42887_e_066,1,1.336262469,1,10,2,4
1,2,326,f42887_e_149,1,1.32028005,1,9,2,3
1,2,327,f42887_e_129,1,1.136394526,1,10,1,4
1,2,328,f42887_e_178,1,1.203055843,1,10,1,4
1,2,329,f42887_e_166,1,1.603075064,1,9,2,3
1,2,330,f42887_e_237,1,1.552780268,1,10,1,4
1,2,331,f42887_e_247,1,1.619807028,1,9,2,3
1,2,332,f42887_e_216,1,3.767902856,1,9,1,3
1,2,333,f42887_e_104,1,1.269985566,1,9,1,3
1,2,334,f42887_e_225,1,1.553411939,1,9,2,3
1,2,335,f42887_e_201,1,1.486294986,1,10,1,4
1,2,336,f42887_e_297,1,1.619081431,1,9,2,3
1,2,337,f42887_e_250,1,1.302703059,1,9,1,3
1,2,338,f42887_e_279,1,1.418902162,1,10,2,4
1,2,339,f42887_e_107,1,1.419248321,1,10,1,4
1,2,340,f42887_e_040,1,1.418907138,1,10,2,4
1,2,341,f42887_e_049,1,1.135438156,1,9,2,3
1,2,342,f42887_e_130,1,1.352380801,1,10,1,4
1,2,343,f42887_e_239,1,1.518950898,1,9,1,3
1,2,344,f42887_e_299,1,1.186001046,1,9,1,3
1,2,345,f42887_e_131,1,1.186443308,1,10,2,4
1,2,346,f42887_e_051,1,1.201578524,1,10,1,4
1,2,347,f42887_e_058,1,0.835387118,1,9,2,3
1,2,348,f42887_e_156,1,1.168994145,1,10,1,4
1,2,349,f42887_e_233,1,1.301969687,1,9,1,3
1,2,350,f42887_e_231,1,1.018952609,1,10,1,4
1,2,351,f42887_e_256,1,1.10557982,1,10,1,4
1,2,352,f42887_e_124,1,1.90113312,1,10,2,4
1,2,353,f42887_e_077,1,0.984893709,1,10,1,4
1,2,354,f42887_e_272,1,1.318568848,1,10,2,4
1,2,355,f42887_e_027,1,1.169224295,1,9,1,3
1,2,356,f42887_e_259,1,1.251779392,1,9,2,3
1,2,357,f42887_e_229,1,1.03546002,1,9,2,3
1,2,358,f42887_e_064,1,1.102487091,1,9,2,3
1,2,359,f42887_e_084,1,1.185294731,1,9,1,3
1,2,360,f42887_e_268,1,1.019030673,1,9,1,3
1,2,361,f42887_e_016,1,1.00203528,1,10,1,4
1,2,362,f42887_e_280,1,1.351935428,1,10,2,4
1,2,363,f42887_e_006,1,1.26789617,1,10,1,4
1,2,364,f42887_e_047,1,1.384568948,1,9,1,3
1,2,365,f42887_e_277,1,1.867874772,1,9,2,3
1,2,366,f42887_e_185,1,1.468522988,1,10,1,4
1,2,367,f42887_e_135,1,1.301821333,1,9,1,3
1,2,368,f42887_e_287,1,1.751672559,1,10,2,4
1,2,369,f42887_e_242,1,1.251748913,1,10,1,4
1,2,370,f42887_e_203,1,1.101432751,1,9,1,3
1,2,371,f42887_e_175,1,3.450936045,1,10,2,4
1,2,372,f42887_e_007,1,3.134538391,0,10,2,3
1,2,373,f42887_e_055,1,1.267538192,1,10,1,4
1,2,374,f42887_e_057,1,1.484321287,1,9,2,3
1,2,375,f42887_e_218,1,2.118254598,1,10,1,4
1,2,376,f42887_e_235,1,1.651133975,1,9,2,3
1,2,377,f42887_e_070,1,1.035730292,1,10,1,4
1,2,378,f42887_e_038,1,1.468146972,1,9,1,3
1,2,379,f42887_e_215,1,1.834245695,0,9,2,4
1,2,380,f42887_e_251,1,1.018348307,1,9,2,3
1,2,381,f42887_e_243,1,1.601372881,1,9,1,3
1,2,382,f42887_e_144,1,1.501234261,1,10,2,4
1,2,383,f42887_e_281,1,1.284225059,1,10,1,4
1,2,384,f42887_e_236,1,1.551390966,1,9,1,3
1,2,385,f42887_e_073,1,1.50109275,1,10,2,4
1,2,386,f42887_e_090,1,1.21808749,1,9,1,3
1,2,387,f42887_e_278,1,1.184608322,1,10,1,4
1,2,388,f42887_e_089,1,1.383609157,1,10,1,4
1,2,389,f42887_e_062,1,1.584114369,1,10,2,4
1,2,390,f42887_e_048,1,1.201083388,1,9,1,3
1,2,391,f42887_e_031,1,1.534478925,1,9,1,3
1,2,392,f42887_e_103,1,1.15074163,1,9,2,3
1,2,393,f42887_e_087,1,1.400660222,1,9,2,3
1,2,394,f42887_e_074,1,1.434284634,1,9,2,3
1,2,395,f42887_e_120,1,1.334287215,1,10,1,4
1,2,396,f42887_e_052,1,1.134405898,1,9,1,3
1,2,397,f42887_e_253,1,1.067549575,1,9,2,3
1,2,398,f42887_e_202,1,1.334049289,1,9,2,3
1,2,399,f42887_e_223,1,1.400982744,1,9,2,3
1,2,400,f42887_e_217,1,1.25123916,1,10,2,4
1,2,401,f42887_e_059,1,1.374402813,1,10,1,4
1,2,402,f42887_e_139,1,1.333978689,1,10,2,4
1,2,403,f42887_e_296,1,1.601078039,1,10,2,4
1,2,404,f42887_e_271,1,1.699998414,1,9,1,3
1,2,405,f42887_e_023,1,1.449350182,1,10,1,4
1,2,406,f42887_e_097,1,1.300001897,1,9,2,3
1,2,407,f42887_e_043,1,1.098971692,1,10,1,4
1,2,408,f42887_e_275,1,1.183431132,1,10,1,4
1,2,409,f42887_e_249,1,1.022769691,1,9,1,3
1,2,410,f42887_e_067,1,1.149979644,1,9,2,3
1,2,411,f42887_e_158,1,1.033201121,1,9,1,3
1,2,412,f42887_e_168,1,1.116488346,1,10,1,4
1,2,413,f42887_e_140,1,0.949597905,1,9,1,3
1,2,414,f42887_e_172,1,1.099206508,1,9,1,3
1,2,415,f42887_e_021,1,1.199827822,1,10,1,4
1,2,416,f42887_e_293,1,1.550602855,1,10,2,4
1,2,417,f42887_e_186,1,1.716507692,1,10,2,4
1,2,418,f42887_e_151,1,1.21675697,1,10,2,4
1,2,419,f42887_e_094,1,1.882798808,1,9,1,3
1,2,420,f42887_e_126,1,1.316438397,1,10,1,4
1,2,421,f42887_e_105,1,1.150474157,1,9,1,3
1,2,422,f42887_e_179,1,1.349828615,1,10,2,4
1,2,423,f42887_e_153,1,1.183490225,1,10,2,4
1,2,424,f42887_e_132,1,0.932858165,1,10,1,4
1,2,425,f42887_e_034,1,1.300364229,1,9,2,3
1,2,426,f42887_e_141,1,0.850198567,1,10,1,4
1,2,427,f42887_e_150,1,0.983727404,1,10,1,4
1,2,428,f42887_e_221,1,0.96679919,1,10,1,4
1,2,429,f42887_e_050,1,1.44995977,1,10,2,4
1,2,430,f42887_e_076,1,1.332800254,1,9,1,3
1,2,431,f42887_e_024,1,0.916188404,1,10,1,4
1,2,432,f42887_e_025,1,1.065784567,1,9,1,3
1,2,433,f42887_e_290,1,1.468471982,1,10,2,4
1,2,434,f42887_e_054,1,1.466234854,1,10,2,4
1,2,435,f42887_e_169,1,1.905306314,1,10,2,4
1,2,436,f42887_e_002,1,1.566333352,1,10,2,4
1,2,437,f42887_e_204,1,0.933201836,1,9,1,3
1,2,438,f42887_e_122,1,1.032424207,1,10,1,4
1,2,439,f42887_e_234,1,1.332186,1,10,2,4
1,2,440,f42887_e_072,1,1.199337352,1,9,2,3
1,2,441,f42887_e_261,1,1.199617265,1,10,1,4
1,2,442,f42887_e_266,1,1.199735762,1,10,1,4
1,2,443,f42887_e_086,1,1.715494095,1,10,2,4
1,2,444,f42887_e_180,1,0.949817792,1,9,2,3
1,2,445,f42887_e_039,1,1.149514988,1,9,1,3
1,2,446,f42887_e_205,1,1.032228578,1,9,2,3
1,2,447,f42887_e_161,1,1.164969304,1,9,2,3
1,2,448,f42887_e_081,1,1.349363338,1,9,2,3
1,2,449,f42887_e_224,1,1.232477514,1,10,1,4
1,2,450,f42887_e_013,1,1.181474228,1,10,2,4
1,2,451,f42887_e_028,1,1.015693797,1,9,1,3
1,2,452,f42887_e_170,1,1.165694279,1,10,2,4
1,2,453,f42887_e_284,1,1.415462029,1,9,1,3
1,2,454,f42887_e_210,1,0.433078519,1,10,1,4
1,2,455,f42887_e_036,1,1.365879769,1,10,2,4
1,2,456,f42887_e_181,1,1.665440336,1,10,1,4
1,2,457,f42887_e_289,1,1.032171663,1,9,2,3
1,2,458,f42887_e_183,1,2.31572493,1,10,2,4
1,2,459,f42887_e_035,1,1.00885583,1,9,1,3
1,2,460,f42887_e_198,1,0.965203374,1,9,2,3
1,2,461,f42887_e_228,1,1.297996475,1,10,2,4
1,2,462,f42887_e_020,1,0.831436611,1,9,2,3
1,2,463,f42887_e_095,1,1.2485691,1,10,2,4
1,2,464,f42887_e_033,1,1.208525968,1,9,1,3
