Subject,Trial,Type,Stimulus,Eye,Location,Response,RT,Acc,Block
10,503,bCFS,f42887_e_282,0,9,1,1.609160715,1,2
10,504,bCFS,f42887_e_260,0,9,1,1.728958319,1,2
10,505,bCFS,f42887_e_214,1,9,1,1.488822878,1,2
10,506,bCFS,f42887_e_061,0,9,1,1.448928287,1,2
10,507,bCFS,f42887_e_086,1,9,1,1.128997755,1,2
10,508,bCFS,f42887_e_176,0,9,1,1.248658201,1,2
10,509,bCFS,f42887_e_116,0,9,1,1.479110172,1,2
10,510,bCFS,f42887_e_080,0,10,2,1.468900775,1,2
10,511,bCFS,f42887_e_069,1,9,1,1.609006762,1,2
10,512,bCFS,f42887_e_074,0,10,2,1.640404407,1,2
10,513,bCFS,f42887_e_122,0,10,2,1.549045447,1,2
10,514,bCFS,f42887_e_226,1,9,1,1.530029021,1,2
10,515,bCFS,f42887_e_276,0,10,2,1.458895403,1,2
10,516,bCFS,f42887_e_102,0,9,1,2.388845675,1,2
10,517,bCFS,f42887_e_262,0,10,2,5.820219932,1,2
10,518,bCFS,f42887_e_174,0,10,2,2.248863782,1,2
10,519,bCFS,f42887_e_284,1,9,1,1.158714361,1,2
10,520,bCFS,f42887_e_142,0,10,2,1.328996636,1,2
10,521,bCFS,f42887_e_168,1,10,2,1.048920885,1,2
10,522,bCFS,f42887_e_218,1,10,2,1.20024365,1,2
10,523,bCFS,f42887_e_186,1,10,2,1.039169924,1,2
10,524,bCFS,f42887_e_125,1,10,2,1.258941931,1,2
10,525,bCFS,f42887_e_181,1,9,1,1.37886985,1,2
10,526,bCFS,f42887_e_033,1,10,2,1.109270659,1,2
10,527,bCFS,f42887_e_287,1,10,2,1.219073155,1,2
10,528,bCFS,f42887_e_039,0,9,1,1.279192778,1,2
10,529,bCFS,f42887_e_083,0,10,2,2.36897209,1,2
10,530,bCFS,f42887_e_175,1,9,1,1.178971117,1,2
10,531,bCFS,f42887_e_119,0,9,1,1.568911878,1,2
10,532,bCFS,f42887_e_283,1,10,2,1.489112122,1,2
10,533,bCFS,f42887_e_037,1,10,2,1.249093934,1,2
10,534,bCFS,f42887_e_071,0,9,1,0.980809095,1,2
10,535,bCFS,f42887_e_221,1,9,1,1.909139908,1,2
10,536,bCFS,f42887_e_293,0,9,1,4.12895017,1,2
10,537,bCFS,f42887_e_085,0,9,1,1.328727296,1,2
10,538,bCFS,f42887_e_157,0,9,1,0.959256648,1,2
10,539,bCFS,f42887_e_106,0,10,2,1.278942099,1,2
10,540,bCFS,f42887_e_190,0,9,1,0.967176349,1,2
10,541,bCFS,f42887_e_135,0,9,1,1.03824683,1,2
10,542,bCFS,f42887_e_153,1,9,1,1.310768635,1,2
10,543,bCFS,f42887_e_162,1,9,1,1.11918086,1,2
10,544,bCFS,f42887_e_096,0,10,2,1.81918425,1,2
10,545,bCFS,f42887_e_031,0,9,1,1.439008756,1,2
10,546,bCFS,f42887_e_104,0,9,1,1.039228084,1,2
10,547,bCFS,f42887_e_075,0,10,2,4.568775342,1,2
10,548,bCFS,f42887_e_220,1,9,1,1.268956633,1,2
10,549,bCFS,f42887_e_049,1,10,2,1.039020015,1,2
10,550,bCFS,f42887_e_013,0,9,1,1.029050099,1,2
10,551,bCFS,f42887_e_228,0,9,1,0.839034508,1,2
10,552,bCFS,f42887_e_067,0,9,1,0.870735082,1,2
10,553,bCFS,f42887_e_093,0,10,2,0.980385802,1,2
10,554,bCFS,f42887_e_021,1,9,1,1.288869405,1,2
10,555,bCFS,f42887_e_280,0,10,2,1.279013322,1,2
10,556,bCFS,f42887_e_123,0,10,2,1.640214066,1,2
10,557,bCFS,f42887_e_208,1,10,2,1.428851298,1,2
10,558,bCFS,f42887_e_215,0,9,1,1.420501774,1,2
10,559,bCFS,f42887_e_130,0,10,2,1.718899764,1,2
10,560,bCFS,f42887_e_296,1,9,1,1.530540641,1,2
10,561,bCFS,f42887_e_213,0,9,1,3.758767296,1,2
10,562,bCFS,f42887_e_187,0,10,2,1.428862495,1,2
10,563,bCFS,f42887_e_159,1,10,2,1.208866557,1,2
10,564,bCFS,f42887_e_285,1,9,1,1.318986599,1,2
10,565,bCFS,f42887_e_230,0,9,1,1.369032116,1,2
10,566,bCFS,f42887_e_068,1,9,1,1.268916201,1,2
10,567,bCFS,f42887_e_160,0,10,2,1.049068306,1,2
10,568,bCFS,f42887_e_172,1,9,1,1.200818717,1,2
10,569,bCFS,f42887_e_288,0,9,1,1.238861521,1,2
10,570,bCFS,f42887_e_264,0,10,2,1.118770941,1,2
10,571,bCFS,f42887_e_154,1,10,2,1.420856332,1,2
10,572,bCFS,f42887_e_062,1,9,1,1.420113004,1,2
10,573,bCFS,f42887_e_169,1,10,2,1.598840285,1,2
10,574,bCFS,f42887_e_144,0,10,2,2.828800851,1,2
10,575,bCFS,f42887_e_105,1,9,1,1.068817796,1,2
10,576,bCFS,f42887_e_145,1,9,1,2.698722939,1,2
10,577,bCFS,f42887_e_060,1,10,2,1.368931347,1,2
10,578,bCFS,f42887_e_183,1,10,2,3.748754149,1,2
10,579,bCFS,f42887_e_222,1,9,1,1.399013707,1,2
10,580,bCFS,f42887_e_258,0,9,2,3.070348925,0,2
10,581,bCFS,f42887_e_028,1,9,1,1.648791876,1,2
10,582,bCFS,f42887_e_182,1,9,1,1.20092042,1,2
10,583,bCFS,f42887_e_084,1,10,2,1.31006294,1,2
10,584,bCFS,f42887_e_001,0,9,1,1.640536589,1,2
10,585,bCFS,f42887_e_040,0,10,2,1.310513291,1,2
10,586,bCFS,f42887_e_018,1,9,1,1.311181041,1,2
10,587,bCFS,f42887_e_195,1,9,1,1.329135349,1,2
10,588,bCFS,f42887_e_044,1,9,1,1.339234336,1,2
10,589,bCFS,f42887_e_147,1,10,2,1.090626519,1,2
10,590,bCFS,f42887_e_269,1,10,2,1.279077391,1,2
10,591,bCFS,f42887_e_268,0,10,1,1.378756952,0,2
10,592,bCFS,f42887_e_166,0,10,2,1.778922039,1,2
10,593,bCFS,f42887_e_199,0,10,2,1.179006573,1,2
10,594,bCFS,f42887_e_266,0,10,2,1.348771628,1,2
10,595,bCFS,f42887_e_097,0,10,2,1.979012047,1,2
10,596,bCFS,f42887_e_216,1,10,2,3.54889025,1,2
10,597,bCFS,f42887_e_129,0,10,2,2.688889248,1,2
10,598,bCFS,f42887_e_286,1,9,1,1.530487769,1,2
10,599,bCFS,f42887_e_053,1,9,1,3.418734583,1,2
10,600,bCFS,f42887_e_124,0,10,2,2.769551139,1,2
11,1,bCFS,f42887_e_281,1,9,1,1.095270278,1,1
11,2,bCFS,f42887_e_099,1,9,1,1.375882782,1,1
11,3,bCFS,f42887_e_080,1,9,1,1.097071686,1,1
11,4,bCFS,f42887_e_143,1,9,1,1.269072235,1,1
11,5,bCFS,f42887_e_107,1,9,1,1.335673629,1,1
11,6,bCFS,f42887_e_271,1,10,2,1.344030955,1,1
11,7,bCFS,f42887_e_108,1,9,1,0.987705205,1,1
11,8,bCFS,f42887_e_075,1,9,1,1.058578101,1,1
11,9,bCFS,f42887_e_234,1,10,1,1.863570725,0,1
11,10,bCFS,f42887_e_068,0,9,1,1.23635205,1,1
11,11,bCFS,f42887_e_239,1,9,1,1.098194145,1,1
11,12,bCFS,f42887_e_018,0,10,2,1.163396587,1,1
11,13,bCFS,f42887_e_092,1,9,1,1.007388509,1,1
11,14,bCFS,f42887_e_000,0,9,1,1.166094033,1,1
11,15,bCFS,f42887_e_224,0,10,2,1.349211557,1,1
11,16,bCFS,f42887_e_020,1,9,1,0.926517986,1,1
11,17,bCFS,f42887_e_268,1,9,1,0.795316588,1,1
11,18,bCFS,f42887_e_100,0,9,1,0.904288389,1,1
11,19,bCFS,f42887_e_226,1,9,1,0.906292269,1,1
11,20,bCFS,f42887_e_211,1,10,2,1.225531784,1,1
11,21,bCFS,f42887_e_077,0,10,2,1.511758758,1,1
11,22,bCFS,f42887_e_044,0,10,2,1.623109836,1,1
11,23,bCFS,f42887_e_041,0,9,1,0.845040359,1,1
11,24,bCFS,f42887_e_113,1,10,2,1.095262814,1,1
11,25,bCFS,f42887_e_252,1,10,2,1.404236294,1,1
11,26,bCFS,f42887_e_272,0,9,1,0.915785116,1,1
11,27,bCFS,f42887_e_012,0,9,1,1.165110288,1,1
11,28,bCFS,f42887_e_052,1,10,2,1.733693636,1,1
11,29,bCFS,f42887_e_005,1,10,2,1.714702343,1,1
11,30,bCFS,f42887_e_233,1,9,1,1.165740097,1,1
11,31,bCFS,f42887_e_116,1,10,2,1.68728779,1,1
11,32,bCFS,f42887_e_195,0,10,2,0.845791153,1,1
11,33,bCFS,f42887_e_187,0,9,1,1.162517965,1,1
11,34,bCFS,f42887_e_151,0,10,2,1.547267828,1,1
11,35,bCFS,f42887_e_248,0,9,1,0.923477799,1,1
11,36,bCFS,f42887_e_045,0,10,2,1.425850078,1,1
11,37,bCFS,f42887_e_220,1,9,1,1.20021597,1,1
11,38,bCFS,f42887_e_166,1,9,1,0.913524959,1,1
11,39,bCFS,f42887_e_095,0,9,1,1.407032955,1,1
11,40,bCFS,f42887_e_154,0,10,2,1.095676777,1,1
11,41,bCFS,f42887_e_019,0,10,2,1.354984958,1,1
11,42,bCFS,f42887_e_117,1,10,2,1.701486006,1,1
11,43,bCFS,f42887_e_257,0,10,2,1.313959387,1,1
11,44,bCFS,f42887_e_132,1,9,1,1.094449816,1,1
11,45,bCFS,f42887_e_115,0,9,1,0.856979351,1,1
11,46,bCFS,f42887_e_010,1,9,1,0.951253132,1,1
11,47,bCFS,f42887_e_127,0,10,1,0.791612692,0,1
11,48,bCFS,f42887_e_243,0,10,2,1.424276957,1,1
11,49,bCFS,f42887_e_212,1,9,1,1.070311822,1,1
11,50,bCFS,f42887_e_152,1,10,2,1.430985583,1,1
11,51,bCFS,f42887_e_170,0,10,2,1.42321328,1,1
11,52,bCFS,f42887_e_124,1,10,2,1.368186677,1,1
11,53,bCFS,f42887_e_122,0,9,1,1.055493128,1,1
11,54,bCFS,f42887_e_223,0,9,1,1.12596419,1,1
11,55,bCFS,f42887_e_054,1,10,2,1.14974576,1,1
11,56,bCFS,f42887_e_196,0,10,2,1.431679772,1,1
11,57,bCFS,f42887_e_139,1,9,1,1.267400521,1,1
11,58,bCFS,f42887_e_133,0,9,2,1.2843503,0,1
11,59,bCFS,f42887_e_222,1,10,2,1.976847928,1,1
11,60,bCFS,f42887_e_204,1,9,1,0.883515283,1,1
11,61,bCFS,f42887_e_040,0,9,1,1.566839789,1,1
11,62,bCFS,f42887_e_198,1,9,1,1.210384345,1,1
11,63,bCFS,f42887_e_179,0,9,1,1.216061952,1,1
11,64,bCFS,f42887_e_296,1,10,2,1.311808085,1,1
11,65,bCFS,f42887_e_073,1,9,1,0.93956793,1,1
11,66,bCFS,f42887_e_135,1,9,1,0.897868386,1,1
11,67,bCFS,f42887_e_119,1,10,1,1.403000625,0,1
11,68,bCFS,f42887_e_278,0,9,1,1.265255439,1,1
11,69,bCFS,f42887_e_294,0,10,2,1.756728143,1,1
11,70,bCFS,f42887_e_291,0,10,2,1.486113889,1,1
11,71,bCFS,f42887_e_023,1,9,1,1.644377769,1,1
11,72,bCFS,f42887_e_256,1,10,2,1.645745309,1,1
11,73,bCFS,f42887_e_059,1,9,1,1.436395716,1,1
11,74,bCFS,f42887_e_060,0,9,2,0.877941245,0,1
11,75,bCFS,f42887_e_072,0,10,2,1.827100303,1,1
11,76,bCFS,f42887_e_051,0,10,1,1.926434323,0,1
11,77,bCFS,f42887_e_255,0,9,1,1.286824126,1,1
11,78,bCFS,f42887_e_297,0,9,1,1.290800162,1,1
11,79,bCFS,f42887_e_131,1,9,1,1.254283398,1,1
11,80,bCFS,f42887_e_161,1,9,1,1.392557312,1,1
11,81,bCFS,f42887_e_008,1,10,2,2.013475414,1,1
11,82,bCFS,f42887_e_062,1,10,2,2.086193571,1,1
11,83,bCFS,f42887_e_071,1,10,2,2.928222979,1,1
11,84,bCFS,f42887_e_213,0,10,2,2.047504046,1,1
11,85,bCFS,f42887_e_129,0,9,1,1.249980484,1,1
11,86,bCFS,f42887_e_081,1,10,2,2.22714907,1,1
11,87,bCFS,f42887_e_216,0,9,1,0.945015384,1,1
11,88,bCFS,f42887_e_171,0,9,1,1.251600569,1,1
11,89,bCFS,f42887_e_106,0,10,2,1.135732909,1,1
11,90,bCFS,f42887_e_276,1,9,1,0.918787048,1,1
11,91,bCFS,f42887_e_126,1,9,1,1.173872557,1,1
11,92,bCFS,f42887_e_208,1,9,1,0.845673278,1,1
11,93,bCFS,f42887_e_190,1,9,1,1.309543885,1,1
11,94,bCFS,f42887_e_217,1,9,1,1.319442298,1,1
11,95,bCFS,f42887_e_174,1,10,2,1.821882689,1,1
11,96,bCFS,f42887_e_142,0,10,2,1.492263619,1,1
11,97,bCFS,f42887_e_120,1,9,1,0.929069255,1,1
11,98,bCFS,f42887_e_109,0,9,1,1.255578782,1,1
11,99,bCFS,f42887_e_289,0,10,2,1.398215947,1,1
11,100,bCFS,f42887_e_063,1,9,1,1.544946401,1,1
11,101,bCFS,f42887_e_061,0,10,2,1.459874978,1,1
11,102,bCFS,f42887_e_260,0,9,1,0.848217393,1,1
11,103,bCFS,f42887_e_269,0,10,2,1.317679456,1,1
11,104,bCFS,f42887_e_004,0,9,1,0.800057414,1,1
11,105,bCFS,f42887_e_205,0,10,2,1.077618223,1,1
11,106,bCFS,f42887_e_237,0,10,2,2.454650522,1,1
11,107,bCFS,f42887_e_032,1,10,2,1.696470553,1,1
11,108,bCFS,f42887_e_025,0,10,2,1.83350631,1,1
11,109,bCFS,f42887_e_101,1,10,2,1.684049174,1,1
11,110,bCFS,f42887_e_007,0,9,1,1.447615016,1,1
11,111,bCFS,f42887_e_013,0,10,2,1.309923636,1,1
11,112,bCFS,f42887_e_084,1,10,2,1.533371609,1,1
11,113,bCFS,f42887_e_214,0,10,2,1.644137043,1,1
11,114,bCFS,f42887_e_028,1,9,1,1.023039795,1,1
11,115,bCFS,f42887_e_146,1,9,1,1.361158014,1,1
11,116,bCFS,f42887_e_267,1,9,1,1.345463186,1,1
11,117,bCFS,f42887_e_228,1,9,1,0.922102795,1,1
11,118,bCFS,f42887_e_153,1,9,1,1.609015499,1,1
11,119,bCFS,f42887_e_056,0,9,1,1.340063006,1,1
11,120,bCFS,f42887_e_185,0,10,2,2.709697465,1,1
11,121,bCFS,f42887_e_090,1,10,2,1.545523026,1,1
11,122,bCFS,f42887_e_163,0,9,1,1.101694636,1,1
11,123,bCFS,f42887_e_053,1,10,2,1.479663716,1,1
11,124,bCFS,f42887_e_199,1,10,2,1.480238475,1,1
11,125,bCFS,f42887_e_078,1,10,2,1.654159862,1,1
11,126,bCFS,f42887_e_172,0,10,2,1.355670127,1,1
11,127,bCFS,f42887_e_290,0,10,2,1.540048512,1,1
11,128,bCFS,f42887_e_096,0,10,2,1.465771851,1,1
11,129,bCFS,f42887_e_183,0,9,1,1.323871795,1,1
11,130,bCFS,f42887_e_236,1,10,2,2.047745705,1,1
11,131,bCFS,f42887_e_235,1,9,1,1.217016773,1,1
11,132,bCFS,f42887_e_147,0,10,2,2.452484913,1,1
11,133,bCFS,f42887_e_288,1,9,1,1.129983457,1,1
11,134,bCFS,f42887_e_102,0,9,1,0.947206185,1,1
11,135,bCFS,f42887_e_036,0,9,1,1.184890007,1,1
11,136,bCFS,f42887_e_058,1,10,2,1.361650353,1,1
11,137,bCFS,f42887_e_155,1,10,2,2.368859406,1,1
11,138,bCFS,f42887_e_253,0,10,2,1.387013131,1,1
11,139,bCFS,f42887_e_283,0,10,2,2.686735735,1,1
11,140,bCFS,f42887_e_225,0,10,2,2.358100721,1,1
11,141,bCFS,f42887_e_292,0,9,1,1.245639937,1,1
11,142,bCFS,f42887_e_285,1,9,1,1.346248192,1,1
11,143,bCFS,f42887_e_192,1,9,1,1.24335241,1,1
11,144,bCFS,f42887_e_026,0,10,2,1.755297156,1,1
11,145,bCFS,f42887_e_184,0,9,1,1.28426446,1,1
11,146,bCFS,f42887_e_065,1,10,2,2.812974242,1,1
11,147,bCFS,f42887_e_136,0,10,2,1.295748124,1,1
11,148,bCFS,f42887_e_001,1,9,1,1.254145306,1,1
11,149,bCFS,f42887_e_093,0,9,1,1.389089166,1,1
11,150,bCFS,f42887_e_279,1,10,2,2.001842151,1,1
11,151,bCFS,f42887_e_017,1,10,2,2.246590092,1,1
11,152,bCFS,f42887_e_215,1,10,2,1.645068848,1,1
11,153,bCFS,f42887_e_238,0,10,2,1.63906343,1,1
11,154,bCFS,f42887_e_189,0,10,2,1.312863987,1,1
11,155,bCFS,f42887_e_240,1,10,2,1.734595895,1,1
11,156,bCFS,f42887_e_066,1,10,2,1.953692435,1,1
11,157,bCFS,f42887_e_178,0,9,1,1.02401421,1,1
11,158,bCFS,f42887_e_039,1,10,2,1.539030555,1,1
11,159,bCFS,f42887_e_156,0,10,2,1.615269109,1,1
11,160,bCFS,f42887_e_083,1,9,1,1.391706993,1,1
11,161,bCFS,f42887_e_088,0,9,1,1.266222701,1,1
11,162,bCFS,f42887_e_227,1,10,2,2.082323592,1,1
11,163,bCFS,f42887_e_144,0,10,2,1.639312554,1,1
11,164,bCFS,f42887_e_082,1,10,2,1.944672644,1,1
11,165,bCFS,f42887_e_138,1,9,1,1.206194641,1,1
11,166,bCFS,f42887_e_266,1,9,1,1.13550369,1,1
11,167,bCFS,f42887_e_074,0,9,1,1.263917135,1,1
11,168,bCFS,f42887_e_140,1,9,1,1.606642132,1,1
11,169,bCFS,f42887_e_149,0,10,2,2.261891484,1,1
11,170,bCFS,f42887_e_251,1,9,1,1.423672962,1,1
11,171,bCFS,f42887_e_006,1,10,2,1.890231686,1,1
11,172,bCFS,f42887_e_087,0,9,1,1.644719266,1,1
11,173,bCFS,f42887_e_094,0,10,2,1.877856337,1,1
11,174,bCFS,f42887_e_110,0,9,1,1.829212727,1,1
11,175,bCFS,f42887_e_024,1,10,2,1.905094855,1,1
11,176,bCFS,f42887_e_016,0,10,2,2.014416861,1,1
11,177,bCFS,f42887_e_264,1,9,1,1.237924549,1,1
11,178,bCFS,f42887_e_167,1,10,2,2.248714024,1,1
11,179,bCFS,f42887_e_219,1,9,1,1.137251603,1,1
11,180,bCFS,f42887_e_232,1,10,2,1.49298922,1,1
11,181,bCFS,f42887_e_210,1,9,1,0.98466564,1,1
11,182,bCFS,f42887_e_089,1,10,2,2.474079725,1,1
11,183,bCFS,f42887_e_145,1,10,2,1.497975749,1,1
11,184,bCFS,f42887_e_042,0,10,2,1.612854065,1,1
11,185,bCFS,f42887_e_241,0,10,2,1.836002529,1,1
11,186,bCFS,f42887_e_274,1,10,2,2.31645094,1,1
11,187,bCFS,f42887_e_011,1,9,1,1.185311746,1,1
11,188,bCFS,f42887_e_069,0,9,1,1.169901187,1,1
11,189,bCFS,f42887_e_134,0,10,2,1.696317222,1,1
11,190,bCFS,f42887_e_104,0,9,1,1.067538488,1,1
11,191,bCFS,f42887_e_298,1,10,2,1.754908074,1,1
11,192,bCFS,f42887_e_287,1,10,2,1.827613169,1,1
11,193,bCFS,f42887_e_193,1,10,2,1.178882723,1,1
11,194,bCFS,f42887_e_128,1,9,1,1.146933859,1,1
11,195,bCFS,f42887_e_046,0,10,2,1.826474537,1,1
11,196,bCFS,f42887_e_022,1,9,1,1.009070487,1,1
11,197,bCFS,f42887_e_035,0,10,2,1.458545693,1,1
11,198,bCFS,f42887_e_249,0,9,1,1.061286433,1,1
11,199,bCFS,f42887_e_191,0,10,2,2.312273366,1,1
11,200,bCFS,f42887_e_284,0,9,1,1.152920305,1,1
11,201,bCFS,f42887_e_197,1,10,2,1.293690438,1,1
11,202,bCFS,f42887_e_203,0,9,1,1.29343385,1,1
11,203,bCFS,f42887_e_150,0,10,2,1.31534621,1,1
11,204,bCFS,f42887_e_202,0,10,2,1.510499141,1,1
11,205,bCFS,f42887_e_038,0,10,2,1.138100989,1,1
11,206,bCFS,f42887_e_079,0,10,2,1.215452671,1,1
11,207,bCFS,f42887_e_201,0,9,1,1.077016406,1,1
11,208,bCFS,f42887_e_231,0,10,2,1.29283421,1,1
11,209,bCFS,f42887_e_027,1,9,1,0.997147978,1,1
11,210,bCFS,f42887_e_123,0,9,1,0.833618276,1,1
11,211,bCFS,f42887_e_157,0,10,2,1.445326245,1,1
11,212,bCFS,f42887_e_242,1,9,1,0.898459628,1,1
11,213,bCFS,f42887_e_076,1,10,2,1.342822034,1,1
11,214,bCFS,f42887_e_067,0,10,2,1.250850086,1,1
11,215,bCFS,f42887_e_141,0,9,1,1.09699953,1,1
11,216,bCFS,f42887_e_091,0,10,2,1.032454577,1,1
11,217,bCFS,f42887_e_173,1,9,1,1.245457992,1,1
11,218,bCFS,f42887_e_029,1,10,2,1.537199912,1,1
11,219,bCFS,f42887_e_030,0,9,1,1.252315596,1,1
11,220,bCFS,f42887_e_168,0,9,1,0.856540507,1,1
11,221,bCFS,f42887_e_047,1,9,1,0.919065719,1,1
11,222,bCFS,f42887_e_188,0,10,2,1.094795045,1,1
11,223,bCFS,f42887_e_125,0,9,1,0.986130839,1,1
11,224,bCFS,f42887_e_270,1,9,1,1.135142289,1,1
11,225,bCFS,f42887_e_130,1,9,1,1.247879567,1,1
11,226,bCFS,f42887_e_169,1,9,1,1.058373141,1,1
11,227,bCFS,f42887_e_137,1,10,2,2.484949754,1,1
11,228,bCFS,f42887_e_159,1,10,2,2.153104427,1,1
11,229,bCFS,f42887_e_009,1,10,2,2.524121355,1,1
11,230,bCFS,f42887_e_057,1,10,2,1.424405406,1,1
11,231,bCFS,f42887_e_180,0,10,2,1.753310382,1,1
11,232,bCFS,f42887_e_048,0,9,1,0.951665851,1,1
11,233,bCFS,f42887_e_254,1,10,2,1.317580241,1,1
11,234,bCFS,f42887_e_177,1,10,2,1.203677273,1,1
11,235,bCFS,f42887_e_015,0,10,2,1.243348367,1,1
11,236,bCFS,f42887_e_218,1,9,1,1.317676657,1,1
11,237,bCFS,f42887_e_160,1,10,2,1.455150014,1,1
11,238,bCFS,f42887_e_114,0,10,2,1.97319846,1,1
11,239,bCFS,f42887_e_275,1,10,2,2.452572309,1,1
11,240,bCFS,f42887_e_247,0,9,1,1.296542771,1,1
11,241,bCFS,f42887_e_263,1,10,2,1.760146215,1,1
11,242,bCFS,f42887_e_207,0,9,1,1.30984837,1,1
11,243,bCFS,f42887_e_118,0,10,2,1.615255113,1,1
11,244,bCFS,f42887_e_021,1,9,1,1.309409837,1,1
11,245,bCFS,f42887_e_111,0,9,1,1.055960897,1,1
11,246,bCFS,f42887_e_031,0,9,1,1.137503526,1,1
11,247,bCFS,f42887_e_280,0,10,2,1.104912102,1,1
11,248,bCFS,f42887_e_261,1,10,2,1.884320194,1,1
11,249,bCFS,f42887_e_299,1,9,1,1.097517684,1,1
11,250,bCFS,f42887_e_055,1,10,2,2.194572575,1,1
11,251,bCFS,f42887_e_181,0,10,2,1.457902511,1,1
11,252,bCFS,f42887_e_033,0,10,2,1.089525802,1,1
11,253,bCFS,f42887_e_148,1,10,2,1.488624414,1,1
11,254,bCFS,f42887_e_086,1,10,2,1.699118859,1,1
11,255,bCFS,f42887_e_112,0,9,1,1.06433284,1,1
11,256,bCFS,f42887_e_262,0,10,2,1.554820243,1,1
11,257,bCFS,f42887_e_282,1,10,2,2.041313261,1,1
11,258,bCFS,f42887_e_286,0,9,1,1.261861627,1,1
11,259,bCFS,f42887_e_186,1,9,1,1.313755049,1,1
11,260,bCFS,f42887_e_164,0,9,1,1.106405604,1,1
11,261,bCFS,f42887_e_175,0,10,2,1.48396041,1,1
11,262,bCFS,f42887_e_049,1,9,1,1.352023147,1,1
11,263,bCFS,f42887_e_014,0,10,2,2.37509591,1,1
11,264,bCFS,f42887_e_230,1,10,2,1.823808503,1,1
11,265,bCFS,f42887_e_265,1,10,2,2.157617899,1,1
11,266,bCFS,f42887_e_165,1,9,1,1.727279541,1,1
11,267,bCFS,f42887_e_103,1,9,1,1.296520689,1,1
11,268,bCFS,f42887_e_050,1,10,2,1.039601737,1,1
11,269,bCFS,f42887_e_293,0,10,2,1.716799839,1,1
11,270,bCFS,f42887_e_246,0,9,1,1.077272061,1,1
11,271,bCFS,f42887_e_182,0,9,1,0.963639677,1,1
11,272,bCFS,f42887_e_043,0,10,2,1.021702424,1,1
11,273,bCFS,f42887_e_105,0,10,2,1.319676182,1,1
11,274,bCFS,f42887_e_085,0,9,1,1.207766208,1,1
11,275,bCFS,f42887_e_277,1,9,1,1.207156304,1,1
11,276,bCFS,f42887_e_250,1,9,1,0.957430232,1,1
11,277,bCFS,f42887_e_259,1,9,1,0.990787379,1,1
11,278,bCFS,f42887_e_295,0,10,2,1.18065334,1,1
11,279,bCFS,f42887_e_070,1,10,2,1.185842651,1,1
11,280,bCFS,f42887_e_200,1,9,2,0.987359043,0,1
11,281,bCFS,f42887_e_209,1,10,2,1.428785141,1,1
11,282,bCFS,f42887_e_037,0,10,2,1.8669776,1,1
11,283,bCFS,f42887_e_097,1,10,2,2.388569458,1,1
11,284,bCFS,f42887_e_003,0,10,2,1.455100874,1,1
11,285,bCFS,f42887_e_229,1,9,1,1.138071753,1,1
11,286,bCFS,f42887_e_258,0,9,1,0.986997642,1,1
11,287,bCFS,f42887_e_121,0,10,2,1.045620218,1,1
11,288,bCFS,f42887_e_206,0,10,2,1.255045388,1,1
11,289,bCFS,f42887_e_064,0,9,1,0.895687227,1,1
11,290,bCFS,f42887_e_176,0,10,2,1.500076666,1,1
11,291,bCFS,f42887_e_244,0,9,1,0.767595683,1,1
11,292,bCFS,f42887_e_245,0,9,1,0.902935779,1,1
11,293,bCFS,f42887_e_162,0,10,2,1.642700457,1,1
11,294,bCFS,f42887_e_098,0,9,1,0.797473488,1,1
11,295,bCFS,f42887_e_034,1,10,2,1.106595635,1,1
11,296,bCFS,f42887_e_273,0,10,2,1.936813256,1,1
11,297,bCFS,f42887_e_158,1,10,2,1.791324069,1,1
11,298,bCFS,f42887_e_194,0,9,1,1.012478295,1,1
11,299,bCFS,f42887_e_221,1,9,1,1.326798461,1,1
11,300,bCFS,f42887_e_002,1,9,1,1.171523138,1,1
11,301,bCFS,f42887_e_107,1,9,1,1.465011105,1,2
11,302,bCFS,f42887_e_032,1,10,2,1.815245596,1,2
11,303,bCFS,f42887_e_297,0,9,1,1.294208592,1,2
11,304,bCFS,f42887_e_073,1,9,1,0.785855154,1,2
11,305,bCFS,f42887_e_088,0,9,1,1.249028462,1,2
11,306,bCFS,f42887_e_170,0,10,2,1.055891229,1,2
11,307,bCFS,f42887_e_255,0,9,1,0.988358029,1,2
11,308,bCFS,f42887_e_151,0,10,2,1.290300047,1,2
11,309,bCFS,f42887_e_027,1,9,1,1.265603156,1,2
11,310,bCFS,f42887_e_222,1,10,2,1.100625672,1,2
11,311,bCFS,f42887_e_167,1,10,2,1.986233475,1,2
11,312,bCFS,f42887_e_163,0,9,1,1.175034515,1,2
11,313,bCFS,f42887_e_298,1,10,2,1.113445152,1,2
11,314,bCFS,f42887_e_236,1,10,2,1.251417691,1,2
11,315,bCFS,f42887_e_175,0,10,2,1.83449752,1,2
11,316,bCFS,f42887_e_010,1,9,1,0.883708424,1,2
11,317,bCFS,f42887_e_117,1,10,2,1.347370962,1,2
11,318,bCFS,f42887_e_273,0,10,2,1.315887067,1,2
11,319,bCFS,f42887_e_286,0,9,1,1.080905979,1,2
11,320,bCFS,f42887_e_111,0,9,1,0.85527778,1,2
11,321,bCFS,f42887_e_251,1,9,1,0.9970018,1,2
11,322,bCFS,f42887_e_068,0,9,1,0.926131393,1,2
11,323,bCFS,f42887_e_072,0,10,2,0.987505532,1,2
11,324,bCFS,f42887_e_090,1,10,2,1.947856521,1,2
11,325,bCFS,f42887_e_020,1,9,1,0.895803858,1,2
