Subject,Condition,Block,Trial,Stimulus,Group,RT,Acc,Side,Eye,Response
1,4,1,178,f42887_e_143,1,1.623353984,1,10,1,4
1,4,1,179,f42887_e_242,1,0.883467076,1,9,1,3
1,4,1,180,f42887_e_003,1,0.693211722,1,9,1,3
1,4,1,181,f42887_e_134,1,1.67368206,1,9,1,3
1,4,1,182,f42887_e_241,1,2.674059012,1,9,1,3
1,4,1,183,f42887_e_266,1,4.61487785,1,10,2,4
1,4,1,184,f42887_e_201,1,1.633592338,1,10,1,4
1,4,1,185,f42887_e_006,1,1.483543648,1,10,1,4
1,4,1,186,f42887_e_095,1,1.563123763,1,9,1,3
1,4,1,187,f42887_e_109,1,1.503027902,1,9,2,3
1,4,1,188,f42887_e_164,1,2.723229484,1,10,2,4
1,4,1,189,f42887_e_050,1,1.59296549,1,9,1,3
1,4,1,190,f42887_e_213,1,2.503441865,1,10,1,4
1,4,1,191,f42887_e_114,1,1.182879907,1,9,2,3
1,4,1,192,f42887_e_239,1,3.3136605,1,10,2,4
1,4,1,193,f42887_e_036,1,1.753276482,1,10,1,4
1,4,1,194,f42887_e_023,1,0.984958618,1,9,2,3
1,4,1,195,f42887_e_272,1,2.543005969,1,10,2,4
1,4,1,196,f42887_e_238,1,1.423242204,1,9,1,3
1,4,1,197,f42887_e_195,1,1.033170537,1,9,1,3
1,4,1,198,f42887_e_261,1,3.353519137,1,10,2,4
1,4,1,199,f42887_e_113,1,3.013086332,1,10,1,4
1,4,1,200,f42887_e_142,1,1.092451535,1,10,1,4
1,4,1,201,f42887_e_236,1,2.23308451,1,10,2,4
1,4,1,202,f42887_e_124,1,1.1324719,1,9,1,3
1,4,1,203,f42887_e_279,1,1.929552264,1,9,2,3
1,4,1,204,f42887_e_294,1,2.812922613,1,10,2,4
1,4,1,205,f42887_e_010,1,1.332644017,1,9,2,3
1,4,1,206,f42887_e_158,1,1.412581801,1,9,2,3
1,4,1,207,f42887_e_030,1,1.872663294,1,10,1,4
1,4,1,208,f42887_e_118,1,1.712694731,1,10,2,4
1,4,1,209,f42887_e_189,1,2.813285258,1,10,2,4
1,4,1,210,f42887_e_077,1,1.912486786,1,9,2,3
1,4,1,211,f42887_e_021,1,1.612019919,1,9,2,3
1,4,1,212,f42887_e_270,1,2.452658772,1,10,1,4
1,4,1,213,f42887_e_211,1,3.883244077,1,10,2,4
1,4,1,214,f42887_e_259,1,1.352188919,1,9,2,3
1,4,1,215,f42887_e_212,1,2.212565815,1,9,2,3
1,4,1,216,f42887_e_145,1,1.632353248,1,9,1,3
1,4,1,217,f42887_e_174,1,4.851616182,1,10,2,4
1,4,1,218,f42887_e_132,1,1.25173866,1,9,2,3
1,4,1,219,f42887_e_186,1,1.812542551,1,9,1,3
1,4,1,220,f42887_e_024,1,2.062464253,1,9,2,3
1,4,1,221,f42887_e_034,1,0.951272415,1,9,1,3
1,4,1,222,f42887_e_117,1,0.881635499,1,9,2,3
1,4,1,223,f42887_e_199,1,1.111706259,1,9,2,3
1,4,1,224,f42887_e_029,1,3.183088911,1,10,1,4
1,4,1,225,f42887_e_288,1,6.52385668,1,10,2,4
1,4,1,226,f42887_e_265,1,1.141531812,1,9,1,3
1,4,1,227,f42887_e_269,1,1.771934053,1,10,1,4
1,4,1,228,f42887_e_122,1,1.091813329,1,10,1,4
1,4,1,229,f42887_e_292,1,1.262050103,1,9,2,3
1,4,1,230,f42887_e_084,1,2.632050629,1,10,1,4
1,4,1,231,f42887_e_093,1,2.001540776,1,10,1,4
1,4,1,232,f42887_e_172,1,3.392752941,1,10,2,4
1,4,1,233,f42887_e_161,1,5.322739384,1,10,2,4
1,4,1,234,f42887_e_175,1,3.282161677,1,10,2,4
1,4,1,235,f42887_e_101,1,0.810852487,1,9,2,3
1,4,1,236,f42887_e_059,1,1.131579594,1,9,2,3
1,4,1,237,f42887_e_222,1,2.722202507,1,10,2,4
1,4,1,238,f42887_e_167,1,0.830846808,1,9,2,3
1,4,1,239,f42887_e_254,1,2.211783608,1,10,1,4
1,4,1,240,f42887_e_126,1,1.352004797,1,9,1,3
1,4,1,241,f42887_e_216,1,2.1016654,1,10,1,4
1,4,1,242,f42887_e_185,1,1.911619361,1,9,2,3
1,4,1,243,f42887_e_012,1,1.420855463,1,9,1,3
1,4,1,244,f42887_e_140,1,1.231249512,1,9,2,3
1,4,1,245,f42887_e_123,1,2.671319267,1,10,2,4
1,4,1,246,f42887_e_177,1,1.390707385,1,10,2,4
1,4,1,247,f42887_e_078,1,3.29228651,1,10,2,4
1,4,1,248,f42887_e_154,1,1.611370516,1,10,1,4
1,4,1,249,f42887_e_001,1,1.651201783,1,9,2,3
1,4,1,250,f42887_e_051,1,0.866116706,1,9,2,3
1,4,1,251,f42887_e_169,1,1.230333879,1,9,1,3
1,4,1,252,f42887_e_176,1,3.35165677,1,10,1,4
1,4,1,253,f42887_e_267,1,0.800297518,1,9,1,3
1,4,1,254,f42887_e_033,1,2.691487757,1,10,1,4
1,4,1,255,f42887_e_203,1,2.561594495,1,10,1,4
1,4,1,256,f42887_e_187,1,2.227106461,1,9,2,3
1,4,1,257,f42887_e_146,1,1.330363022,1,10,1,4
1,4,1,258,f42887_e_260,1,1.230362804,1,9,2,3
1,4,1,259,f42887_e_184,1,1.430508484,1,9,2,3
1,4,1,260,f42887_e_053,1,1.400023264,1,10,1,4
1,4,1,261,f42887_e_206,1,1.451395111,1,10,1,4
1,4,1,262,f42887_e_235,1,1.19146583,1,10,1,4
1,4,1,263,f42887_e_298,1,1.180995458,1,10,1,4
1,4,1,264,f42887_e_133,1,2.021701491,1,10,2,4
1,4,1,265,f42887_e_130,1,1.230867584,1,10,1,4
1,4,1,266,f42887_e_089,1,1.60102735,1,10,1,4
1,4,1,267,f42887_e_171,1,1.870451344,1,9,1,3
1,4,1,268,f42887_e_066,1,1.03070853,1,10,2,4
1,4,1,269,f42887_e_097,1,1.460270902,1,10,2,4
1,4,1,270,f42887_e_139,1,3.111846527,1,10,2,4
1,4,1,271,f42887_e_258,1,0.83032119,1,9,2,3
1,4,1,272,f42887_e_218,1,1.325519561,1,10,1,4
1,4,1,273,f42887_e_056,1,1.100421645,1,10,2,4
1,4,1,274,f42887_e_152,1,1.83040703,1,9,2,3
1,4,1,275,f42887_e_015,1,1.110440732,1,9,2,3
1,4,1,276,f42887_e_071,1,1.350380669,1,10,2,4
1,4,1,277,f42887_e_197,1,1.520445761,1,10,1,4
1,4,1,278,f42887_e_094,1,0.850266059,1,9,2,3
1,4,1,279,f42887_e_067,1,1.13019868,1,9,2,3
1,4,1,280,f42887_e_031,1,2.660963971,1,9,2,3
1,4,1,281,f42887_e_181,1,1.220199094,1,10,1,4
1,4,1,282,f42887_e_032,1,0.879810143,1,9,2,3
1,4,1,283,f42887_e_228,1,4.320897855,1,10,2,4
1,4,1,284,f42887_e_191,1,4.311260696,1,9,1,3
1,4,1,285,f42887_e_064,1,1.059975498,1,10,1,4
1,4,1,286,f42887_e_190,1,0.830021681,1,9,1,3
1,4,1,287,f42887_e_110,1,1.069878887,1,9,1,3
1,4,1,288,f42887_e_295,1,0.849133648,1,9,1,3
1,4,1,289,f42887_e_244,1,1.439284438,1,10,2,4
1,4,1,290,f42887_e_193,1,1.509283066,1,9,2,3
1,4,1,291,f42887_e_065,1,2.29015729,0,10,2,3
1,4,1,292,f42887_e_005,1,0.709685024,1,9,2,3
1,4,1,293,f42887_e_194,1,1.480133662,1,9,1,3
1,4,1,294,f42887_e_040,1,1.230120211,1,9,1,3
1,4,1,295,f42887_e_273,1,1.599808165,1,10,1,4
1,4,1,296,f42887_e_208,1,0.749706945,1,9,2,3
1,4,1,297,f42887_e_013,1,1.769953811,1,10,1,4
1,4,1,298,f42887_e_165,1,3.090131352,1,10,2,4
1,4,1,299,f42887_e_144,1,0.96016189,1,9,1,3
1,4,1,300,f42887_e_149,1,3.230476947,1,10,1,4
1,4,2,301,f42887_e_167,1,2.020318089,1,10,2,4
1,4,2,302,f42887_e_056,1,0.739478854,1,9,2,3
1,4,2,303,f42887_e_010,1,1.730055675,1,10,2,4
1,4,2,304,f42887_e_104,1,2.000730578,1,10,1,4
1,4,2,305,f42887_e_257,1,1.27921635,1,9,1,3
1,4,2,306,f42887_e_231,1,1.679889017,1,10,2,4
1,4,2,307,f42887_e_049,1,1.078980786,1,9,2,3
1,4,2,308,f42887_e_127,1,0.979716123,1,9,1,3
1,4,2,309,f42887_e_154,1,2.109533497,1,10,1,4
1,4,2,310,f42887_e_283,1,1.349417139,1,10,2,4
1,4,2,311,f42887_e_024,1,0.979044327,1,9,1,3
1,4,2,312,f42887_e_054,1,2.169455189,1,10,1,4
1,4,2,313,f42887_e_239,1,1.029014734,1,9,2,3
1,4,2,314,f42887_e_157,1,0.798865598,1,9,1,3
1,4,2,315,f42887_e_055,1,1.268777702,1,9,2,3
1,4,2,316,f42887_e_006,1,1.809349655,1,9,2,3
1,4,2,317,f42887_e_262,1,2.519969595,1,10,1,4
1,4,2,318,f42887_e_017,1,1.979337927,1,10,1,4
1,4,2,319,f42887_e_248,1,0.888871921,1,9,2,3
1,4,2,320,f42887_e_083,1,1.19888513,1,9,2,3
1,4,2,321,f42887_e_121,1,1.058673894,1,9,2,3
1,4,2,322,f42887_e_166,1,1.158965534,1,10,1,4
1,4,2,323,f42887_e_108,1,0.99860167,1,9,2,3
1,4,2,324,f42887_e_088,1,1.218448382,1,10,1,4
1,4,2,325,f42887_e_160,1,1.008831937,1,9,2,3
1,4,2,326,f42887_e_027,1,0.958426418,1,9,1,3
1,4,2,327,f42887_e_118,1,0.61845765,1,9,2,3
1,4,2,328,f42887_e_032,1,0.478482787,1,9,2,3
1,4,2,329,f42887_e_052,1,1.808549098,1,10,2,4
1,4,2,330,f42887_e_162,1,0.678613849,1,9,2,3
1,4,2,331,f42887_e_111,1,0.728810054,1,9,1,3
1,4,2,332,f42887_e_009,1,0.828358364,1,9,2,3
1,4,2,333,f42887_e_131,1,1.158616574,1,9,2,3
1,4,2,334,f42887_e_229,1,2.218881939,1,10,1,4
1,4,2,335,f42887_e_081,1,2.119017636,1,10,2,4
1,4,2,336,f42887_e_265,1,1.698590753,1,10,2,4
1,4,2,337,f42887_e_016,1,1.188592037,1,9,1,3
1,4,2,338,f42887_e_051,1,1.388555151,1,10,2,4
1,4,2,339,f42887_e_164,1,2.648800425,0,10,1,3
1,4,2,340,f42887_e_143,1,1.448326933,1,9,2,3
1,4,2,341,f42887_e_136,1,1.498068743,1,10,2,4
1,4,2,342,f42887_e_190,1,1.108419125,1,9,2,3
1,4,2,343,f42887_e_243,1,1.188032519,1,9,1,3
1,4,2,344,f42887_e_156,1,0.917788374,1,9,2,3
1,4,2,345,f42887_e_015,1,1.288443278,1,9,2,3
1,4,2,346,f42887_e_059,1,2.207689387,1,10,2,4
1,4,2,347,f42887_e_099,1,1.198057204,0,10,1,3
1,4,2,348,f42887_e_116,1,3.808810352,1,10,1,4
1,4,2,349,f42887_e_025,1,1.277859074,1,10,2,4
1,4,2,350,f42887_e_012,1,1.487520305,1,10,2,4
1,4,2,351,f42887_e_053,1,1.647556048,1,10,1,4
1,4,2,352,f42887_e_194,1,3.608510097,1,10,1,4
1,4,2,353,f42887_e_152,1,1.307573284,1,9,2,3
1,4,2,354,f42887_e_208,1,1.727784632,1,10,1,4
1,4,2,355,f42887_e_189,1,2.148246349,1,10,1,4
1,4,2,356,f42887_e_250,1,1.517787503,1,10,2,4
1,4,2,357,f42887_e_085,1,1.107528995,1,10,2,4
1,4,2,358,f42887_e_249,1,1.567961315,1,9,1,3
1,4,2,359,f42887_e_034,1,1.337317041,1,10,2,4
1,4,2,360,f42887_e_282,1,1.107730845,1,9,2,3
1,4,2,361,f42887_e_291,1,1.447493409,1,10,1,4
1,4,2,362,f42887_e_142,1,0.917642196,1,9,1,3
1,4,2,363,f42887_e_140,1,1.107555121,1,9,1,3
1,4,2,364,f42887_e_213,1,2.517853127,1,10,1,4
1,4,2,365,f42887_e_203,1,1.157611057,1,9,1,3
1,4,2,366,f42887_e_060,1,1.457368806,1,10,2,4
1,4,2,367,f42887_e_245,1,1.977229545,1,9,2,3
1,4,2,368,f42887_e_182,1,2.277862495,1,10,2,4
1,4,2,369,f42887_e_079,1,1.467880233,0,10,1,3
1,4,2,370,f42887_e_003,1,0.587093497,1,9,2,3
1,4,2,371,f42887_e_247,1,0.726567936,1,9,1,3
1,4,2,372,f42887_e_161,1,1.567412992,1,10,2,4
1,4,2,373,f42887_e_065,1,0.876798259,1,9,2,3
1,4,2,374,f42887_e_021,1,2.078240567,1,10,2,4
1,4,2,375,f42887_e_235,1,0.745924672,1,9,1,3
1,4,2,376,f42887_e_177,1,1.877118606,1,10,2,4
1,4,2,377,f42887_e_135,1,0.976843574,1,9,1,3
1,4,2,378,f42887_e_170,1,0.676857539,1,9,1,3
1,4,2,379,f42887_e_122,1,2.077249979,1,10,1,4
1,4,2,380,f42887_e_207,1,1.577074721,1,9,2,3
1,4,2,381,f42887_e_087,1,1.096867659,0,9,1,4
1,4,2,382,f42887_e_138,1,1.036389558,1,9,1,3
1,4,2,383,f42887_e_281,1,1.817493001,1,9,1,3
1,4,2,384,f42887_e_241,1,2.587501551,1,10,2,4
1,4,2,385,f42887_e_174,1,1.076895731,1,10,1,4
1,4,2,386,f42887_e_014,1,1.446751012,1,9,1,3
1,4,2,387,f42887_e_134,1,1.826368481,1,10,1,4
1,4,2,388,f42887_e_232,1,1.50663165,1,10,2,4
1,4,2,389,f42887_e_186,1,1.376997465,1,10,1,4
1,4,2,390,f42887_e_297,1,1.336766541,1,10,1,4
1,4,2,391,f42887_e_123,1,0.895460185,1,9,2,3
1,4,2,392,f42887_e_187,1,0.857059594,1,9,2,3
1,4,2,393,f42887_e_196,1,1.997005844,1,10,2,4
1,4,2,394,f42887_e_261,1,0.866182953,1,9,2,3
1,4,2,395,f42887_e_255,1,1.166609699,1,10,2,4
1,4,2,396,f42887_e_100,1,1.146262374,1,10,1,4
1,4,2,397,f42887_e_272,1,0.726495158,1,9,1,3
1,4,2,398,f42887_e_119,1,1.196631504,1,9,1,3
1,4,2,399,f42887_e_242,1,2.146563127,1,10,1,4
1,4,2,400,f42887_e_040,1,0.726209333,1,9,2,3
1,4,2,401,f42887_e_089,1,1.435419435,1,10,2,4
1,4,2,402,f42887_e_117,1,0.866068188,1,9,1,3
1,4,2,403,f42887_e_216,1,1.206640639,1,10,1,4
1,4,2,404,f42887_e_075,1,1.626461972,1,9,1,3
1,4,2,405,f42887_e_031,1,1.134834693,1,9,1,3
1,4,2,406,f42887_e_294,1,1.580680025,1,9,2,3
1,4,2,407,f42887_e_150,1,2.556746369,1,10,2,4
1,4,2,408,f42887_e_163,1,1.086126703,1,9,1,3
1,4,2,409,f42887_e_288,1,1.816440521,1,9,1,3
1,4,2,410,f42887_e_091,1,0.996283352,1,9,1,3
1,4,2,411,f42887_e_037,1,1.276265114,1,10,1,4
1,4,2,412,f42887_e_292,1,1.095907862,1,9,2,3
1,4,2,413,f42887_e_080,1,0.985526223,1,10,1,4
1,4,2,414,f42887_e_133,1,1.26521283,1,10,2,4
1,4,2,415,f42887_e_285,1,1.315749598,1,10,1,4
1,4,2,416,f42887_e_058,1,1.646206547,1,10,2,4
1,4,2,417,f42887_e_175,1,1.575662395,1,9,1,3
1,4,2,418,f42887_e_048,1,1.606009835,1,10,2,4
1,4,2,419,f42887_e_114,1,1.585847565,1,9,1,3
1,4,2,420,f42887_e_046,1,1.345631757,1,10,1,4
1,4,2,421,f42887_e_173,1,1.275867946,1,9,2,3
1,4,2,422,f42887_e_151,1,1.805669707,1,10,1,4
1,4,2,423,f42887_e_124,1,0.834579939,1,9,1,3
1,4,2,424,f42887_e_211,1,1.005509969,1,9,1,3
1,4,2,425,f42887_e_178,1,1.315622081,1,10,2,4
1,4,2,426,f42887_e_193,1,0.835402267,1,9,1,3
1,4,2,427,f42887_e_069,1,2.185874686,1,10,1,4
1,4,2,428,f42887_e_253,1,0.855411517,1,9,1,3
1,4,2,429,f42887_e_159,1,1.935907576,1,9,2,3
1,4,2,430,f42887_e_284,1,1.07542369,1,9,2,3
1,4,2,431,f42887_e_129,1,3.105843286,1,9,1,3
1,4,2,432,f42887_e_234,1,1.325382403,1,9,1,3
1,4,2,433,f42887_e_005,1,1.435289741,1,10,1,4
1,4,2,434,f42887_e_296,1,0.725158409,1,9,2,3
