Subject,Condition,Block,Trial,Stimulus,Group,RT,Acc,Side,Eye,Response
11,4,2,333,f42887_e_007,1,1.488045961,1,10,2,4
11,4,2,334,f42887_e_226,1,1.548099959,1,10,1,4
11,4,2,335,f42887_e_023,1,1.257947303,1,9,1,3
11,4,2,336,f42887_e_293,1,0.74714651,1,9,1,3
11,4,2,337,f42887_e_165,1,1.318076879,1,9,2,3
11,4,2,338,f42887_e_207,1,0.728038024,1,10,2,4
11,4,2,339,f42887_e_122,1,0.618124806,1,10,2,4
11,4,2,340,f42887_e_171,1,0.59812837,1,10,2,4
11,4,2,341,f42887_e_253,1,1.537463848,1,9,2,3
11,4,2,342,f42887_e_010,1,1.26833087,1,10,1,4
11,4,2,343,f42887_e_038,1,0.64764174,1,10,1,4
11,4,2,344,f42887_e_031,1,1.237084378,1,9,2,3
11,4,2,345,f42887_e_127,1,0.567114519,1,9,2,3
11,4,2,346,f42887_e_290,1,0.928139539,1,10,2,4
11,4,2,347,f42887_e_125,1,1.067175011,1,10,2,4
11,4,2,348,f42887_e_081,1,0.88776474,1,10,2,4
11,4,2,349,f42887_e_188,1,1.167586703,1,9,1,3
11,4,2,350,f42887_e_247,1,1.547703103,1,9,2,3
11,4,2,351,f42887_e_286,1,1.246709066,1,10,1,4
11,4,2,352,f42887_e_239,1,0.896815605,1,9,1,3
11,4,2,353,f42887_e_275,1,1.257429462,1,9,2,3
11,4,2,354,f42887_e_238,1,1.14738313,0,9,1,4
11,4,2,355,f42887_e_129,1,2.794468463,1,9,2,3
11,4,2,356,f42887_e_024,1,2.627789615,1,10,2,4
11,4,2,357,f42887_e_079,1,1.197328501,0,10,1,3
11,4,2,358,f42887_e_140,1,1.097404482,1,10,2,4
11,4,2,359,f42887_e_112,1,0.917426918,1,9,2,3
11,4,2,360,f42887_e_283,1,0.827414033,1,9,2,3
11,4,2,361,f42887_e_241,1,1.200420617,1,10,1,4
11,4,2,362,f42887_e_261,1,0.547146385,1,10,1,4
11,4,2,363,f42887_e_231,1,0.586842237,1,10,1,4
11,4,2,364,f42887_e_005,1,0.596728489,1,10,1,4
11,4,2,365,f42887_e_227,1,0.901223318,1,9,2,3
11,4,2,366,f42887_e_095,1,0.926998112,1,10,2,4
11,4,2,367,f42887_e_034,1,1.447008388,1,9,1,3
11,4,2,368,f42887_e_113,1,0.847652439,1,10,1,4
11,4,2,369,f42887_e_056,1,0.756455828,1,9,1,3
11,4,2,370,f42887_e_050,1,0.786465411,1,10,1,4
11,4,2,371,f42887_e_289,1,1.299071961,1,10,2,4
11,4,2,372,f42887_e_116,1,0.546766013,0,10,1,3
11,4,2,373,f42887_e_232,1,1.005497511,0,10,1,3
11,4,2,374,f42887_e_258,1,0.616559154,1,10,1,4
11,4,2,375,f42887_e_106,1,1.206795193,1,10,2,4
11,4,2,376,f42887_e_186,1,1.057495584,1,9,2,3
11,4,2,377,f42887_e_040,1,0.706448255,1,10,2,4
11,4,2,378,f42887_e_254,1,1.122469538,1,9,1,3
11,4,2,379,f42887_e_278,1,1.146492693,1,10,1,4
11,4,2,380,f42887_e_084,1,1.496813179,1,10,2,4
11,4,2,381,f42887_e_102,1,0.995935959,1,9,2,3
11,4,2,382,f42887_e_077,1,0.726052811,1,9,2,3
11,4,2,383,f42887_e_185,1,1.336932198,1,9,1,3
11,4,2,384,f42887_e_223,1,1.237018754,1,10,2,4
11,4,2,385,f42887_e_045,1,1.126839618,1,10,2,4
11,4,2,386,f42887_e_118,1,0.975886029,1,10,2,4
11,4,2,387,f42887_e_035,1,0.736176057,1,10,2,4
11,4,2,388,f42887_e_015,1,0.816358051,1,9,2,3
11,4,2,389,f42887_e_250,1,1.176066853,1,9,1,3
11,4,2,390,f42887_e_145,1,1.816261947,1,10,2,4
11,4,2,391,f42887_e_133,1,0.605309409,1,10,2,4
11,4,2,392,f42887_e_136,1,0.785661746,1,9,2,3
11,4,2,393,f42887_e_200,1,0.666386027,1,10,2,4
11,4,2,394,f42887_e_183,1,0.65607275,1,9,2,3
11,4,2,395,f42887_e_182,1,0.575479905,1,9,2,3
11,4,2,396,f42887_e_123,1,0.945831038,1,9,1,3
11,4,2,397,f42887_e_168,1,1.44608125,1,10,2,4
11,4,2,398,f42887_e_085,1,1.405582045,1,9,1,3
11,4,2,399,f42887_e_272,1,1.175299578,1,10,2,4
11,4,2,400,f42887_e_291,1,0.815868202,1,9,2,3
11,4,2,401,f42887_e_141,1,0.565953187,1,9,2,3
11,4,2,402,f42887_e_001,1,0.926181696,0,10,2,3
11,4,2,403,f42887_e_158,1,0.755533356,1,9,2,3
11,4,2,404,f42887_e_287,1,1.296372656,1,9,1,3
11,4,2,405,f42887_e_173,1,1.548720435,1,10,2,4
11,4,2,406,f42887_e_163,1,0.675489764,1,10,2,4
11,4,2,407,f42887_e_201,1,0.565268952,1,9,2,3
11,4,2,408,f42887_e_162,1,0.788503185,1,9,2,3
11,4,2,409,f42887_e_071,1,1.105306766,1,10,1,4
11,4,2,410,f42887_e_196,1,1.465382566,1,10,2,4
11,4,2,411,f42887_e_018,1,1.365353735,1,9,1,3
11,4,2,412,f42887_e_206,1,0.865525571,1,9,1,3
11,4,2,413,f42887_e_014,1,1.10545201,0,9,2,4
11,4,2,414,f42887_e_074,1,1.335497483,1,9,1,3
11,4,2,415,f42887_e_124,1,0.565161963,1,9,1,3
11,4,2,416,f42887_e_131,1,0.525108132,1,9,1,3
11,4,2,417,f42887_e_029,1,0.585293068,1,10,1,4
11,4,2,418,f42887_e_229,1,0.695208774,1,10,1,4
11,4,2,419,f42887_e_099,1,0.744934878,1,9,1,3
11,4,2,420,f42887_e_235,1,1.045203627,1,10,2,4
11,4,2,421,f42887_e_013,1,1.074810755,1,10,2,4
11,4,2,422,f42887_e_240,1,1.52551463,0,10,1,3
11,4,2,423,f42887_e_068,1,1.535340856,1,9,2,3
11,4,2,424,f42887_e_142,1,0.710490524,1,9,2,3
11,4,2,425,f42887_e_032,1,0.735315788,1,10,2,4
11,4,2,426,f42887_e_284,1,0.875581016,1,9,2,3
11,4,2,427,f42887_e_008,1,1.814853669,1,10,1,4
11,4,2,428,f42887_e_246,1,1.18496532,1,10,1,4
11,4,2,429,f42887_e_222,1,1.561245344,1,10,2,4
11,4,2,430,f42887_e_039,1,0.885054551,1,9,2,3
11,4,2,431,f42887_e_161,1,1.024901774,1,9,2,3
11,4,2,432,f42887_e_090,1,0.972171881,1,9,2,3
11,4,2,433,f42887_e_288,1,1.524725894,1,9,2,3
11,4,2,434,f42887_e_216,1,1.365054538,1,10,2,4
11,4,2,435,f42887_e_128,1,1.335136705,1,9,1,3
11,4,2,436,f42887_e_021,1,1.244944986,1,10,2,4
11,4,2,437,f42887_e_299,1,1.275167925,1,10,2,4
11,4,2,438,f42887_e_089,1,1.455169437,1,10,1,4
11,4,2,439,f42887_e_104,1,1.334996748,1,10,1,4
11,4,2,440,f42887_e_169,1,1.232333304,1,10,1,4
11,4,2,441,f42887_e_285,1,1.124707917,1,10,2,4
11,4,2,442,f42887_e_264,1,1.844797627,1,9,2,3
11,4,2,443,f42887_e_067,1,1.365203515,1,10,1,4
11,4,2,444,f42887_e_255,1,1.404769362,1,10,2,4
11,4,2,445,f42887_e_208,1,1.474838373,1,10,1,4
11,4,2,446,f42887_e_277,1,1.444449663,1,10,1,4
11,4,2,447,f42887_e_276,1,3.955634871,1,10,1,4
11,4,2,448,f42887_e_218,1,1.655069103,1,10,1,4
11,4,2,449,f42887_e_073,1,1.103920569,1,9,1,3
11,4,2,450,f42887_e_065,1,1.274490844,1,9,2,3
11,4,2,451,f42887_e_107,1,1.484512513,1,10,2,4
11,4,2,452,f42887_e_002,1,1.254034416,1,9,2,3
11,4,2,453,f42887_e_242,1,1.52436325,1,9,2,3
11,4,2,454,f42887_e_236,1,1.243854876,1,10,2,4
11,4,2,455,f42887_e_292,1,1.924349503,1,9,2,3
11,4,2,456,f42887_e_149,1,1.043729413,1,9,2,3
11,4,2,457,f42887_e_130,1,1.38407594,1,10,1,4
11,4,2,458,f42887_e_049,1,1.374327468,1,10,1,4
11,4,2,459,f42887_e_245,1,1.634894455,1,10,2,4
11,4,2,460,f42887_e_268,1,1.783749623,1,10,1,4
11,4,2,461,f42887_e_294,1,1.724561491,0,9,1,4
11,4,2,462,f42887_e_187,1,1.054003501,1,10,2,4
11,4,2,463,f42887_e_156,1,1.440686996,1,10,1,4
11,4,2,464,f42887_e_296,1,2.224490113,1,10,1,4
11,4,2,465,f42887_e_152,1,1.6443711,1,9,2,3
11,4,2,466,f42887_e_117,1,1.674238548,1,9,1,3
11,4,2,467,f42887_e_151,1,1.293751106,1,10,1,4
11,4,2,468,f42887_e_105,1,1.483889237,1,9,2,3
11,4,2,469,f42887_e_051,1,1.364062398,1,10,1,4
11,4,2,470,f42887_e_139,1,1.443851891,1,10,2,4
11,4,2,471,f42887_e_100,1,0.883620769,1,10,2,4
11,4,2,472,f42887_e_033,1,1.293797447,1,10,2,4
11,4,2,473,f42887_e_220,1,0.913521807,1,10,2,4
11,4,2,474,f42887_e_027,1,1.394361225,1,10,1,4
11,4,2,475,f42887_e_197,1,1.763342957,1,10,1,4
11,4,2,476,f42887_e_000,1,1.223044824,1,10,1,4
11,4,2,477,f42887_e_046,1,1.042688133,1,10,2,4
11,4,2,478,f42887_e_076,1,1.073385992,1,10,2,4
11,4,2,479,f42887_e_028,1,1.043040513,1,10,2,4
11,4,2,480,f42887_e_026,1,1.453370211,1,9,1,3
11,4,2,481,f42887_e_110,1,1.303622741,1,10,1,4
11,4,2,482,f42887_e_143,1,1.884312156,1,10,1,4
11,4,2,483,f42887_e_132,1,1.963848171,1,9,2,3
11,4,2,484,f42887_e_059,1,1.593745228,1,9,1,3
11,4,2,485,f42887_e_211,1,2.403137774,1,10,1,4
11,4,2,486,f42887_e_153,1,1.223490509,1,9,1,3
11,4,2,487,f42887_e_061,1,1.583700047,1,9,2,3
11,4,2,488,f42887_e_248,1,2.443249142,1,10,1,4
11,4,2,489,f42887_e_179,1,1.471918559,1,10,2,4
11,4,2,490,f42887_e_121,1,1.253418294,1,10,2,4
11,4,2,491,f42887_e_166,1,1.553895735,0,10,2,3
11,4,2,492,f42887_e_217,1,1.623409583,1,10,1,4
11,4,2,493,f42887_e_189,1,2.00360436,1,9,1,3
11,4,2,494,f42887_e_269,1,1.16346699,1,10,2,4
11,4,2,495,f42887_e_160,1,1.523200985,1,9,2,3
11,4,2,496,f42887_e_148,1,1.702951818,1,10,2,4
11,4,2,497,f42887_e_194,1,2.093412286,1,9,2,3
11,4,2,498,f42887_e_219,1,1.132709104,1,9,2,3
11,4,2,499,f42887_e_191,1,1.350791675,1,9,1,3
11,4,2,500,f42887_e_167,1,1.733238826,1,9,2,3
11,4,2,501,f42887_e_170,1,1.492788637,1,10,1,4
11,4,2,502,f42887_e_063,1,1.16290965,1,10,2,4
11,4,2,503,f42887_e_146,1,0.942944192,1,10,2,4
11,4,2,504,f42887_e_249,1,2.133340466,1,10,1,4
11,4,2,505,f42887_e_265,1,1.452938522,1,9,2,3
11,4,2,506,f42887_e_011,1,1.409005394,1,9,1,3
11,4,2,507,f42887_e_115,1,2.183485819,1,9,2,3
11,4,2,508,f42887_e_080,1,1.593014963,1,9,2,3
11,4,2,509,f42887_e_036,1,2.212442925,1,10,1,4
11,4,2,510,f42887_e_070,1,1.272753822,1,10,2,4
11,4,2,511,f42887_e_195,1,1.722104157,1,9,1,3
11,4,2,512,f42887_e_213,1,1.282233266,1,9,2,3
11,4,2,513,f42887_e_203,1,1.712705577,1,9,1,3
11,4,2,514,f42887_e_205,1,1.30254756,1,10,2,4
11,4,2,515,f42887_e_147,1,1.332709851,1,9,1,3
11,4,2,516,f42887_e_273,1,2.762952011,1,9,1,3
11,4,2,517,f42887_e_062,1,2.41214012,1,9,2,3
11,4,2,518,f42887_e_154,1,0.672208861,1,9,2,3
11,4,2,519,f42887_e_180,1,1.112478474,0,9,1,4
11,4,2,520,f42887_e_172,1,0.692203119,1,9,1,3
11,4,2,521,f42887_e_042,1,1.151979008,1,10,2,4
11,4,2,522,f42887_e_120,1,0.79229913,1,9,2,3
11,4,2,523,f42887_e_069,1,1.272510919,1,10,1,4
11,4,2,524,f42887_e_012,1,0.742459816,1,9,1,3
11,4,2,525,f42887_e_266,1,0.641733999,1,9,1,3
11,4,2,526,f42887_e_237,1,1.221920814,1,9,2,3
11,4,2,527,f42887_e_103,1,1.172000014,1,9,1,3
11,4,2,528,f42887_e_041,1,1.562067669,1,10,2,4
11,4,2,529,f42887_e_224,1,1.503365344,1,10,1,4
11,4,2,530,f42887_e_083,1,0.641221134,1,10,1,4
11,4,2,531,f42887_e_134,1,0.512791604,1,10,1,4
11,4,2,532,f42887_e_108,1,0.932285377,1,9,2,3
11,4,2,533,f42887_e_259,1,0.531750803,1,9,2,3
11,4,2,534,f42887_e_204,1,1.001777454,1,10,1,4
11,4,2,535,f42887_e_037,1,0.501771078,1,10,1,4
11,4,2,536,f42887_e_298,1,0.501544037,1,10,1,4
11,4,2,537,f42887_e_025,1,1.08229068,0,10,2,3
11,4,2,538,f42887_e_052,1,0.626554884,1,9,2,3
11,4,2,539,f42887_e_020,1,0.581529469,1,9,2,3
11,4,2,540,f42887_e_087,1,0.560758293,1,9,2,3
11,4,2,541,f42887_e_252,1,0.520644126,1,9,2,3
11,4,2,542,f42887_e_209,1,0.991467599,0,9,1,4
11,4,2,543,f42887_e_279,1,2.261992061,0,10,2,3
11,4,2,544,f42887_e_177,1,1.672180558,1,9,1,3
11,4,2,545,f42887_e_094,1,1.301401156,1,10,1,4
11,4,2,546,f42887_e_091,1,1.661706487,1,9,2,3
11,4,2,547,f42887_e_043,1,1.351325688,1,10,2,4
11,4,2,548,f42887_e_214,1,1.641258145,1,9,2,3
11,4,2,549,f42887_e_262,1,1.10135438,1,10,2,4
11,4,2,550,f42887_e_199,1,1.861345833,1,10,1,4
11,4,2,551,f42887_e_244,1,1.411393061,1,9,1,3
11,4,2,552,f42887_e_088,1,1.390796676,1,9,2,3
11,4,2,553,f42887_e_155,1,0.931164477,1,9,2,3
11,4,2,554,f42887_e_003,1,1.271769147,1,9,1,3
11,4,2,555,f42887_e_009,1,1.561633491,1,10,1,4
11,4,2,556,f42887_e_257,1,1.660971868,1,9,1,3
11,4,2,557,f42887_e_057,1,1.437045004,1,10,2,4
11,4,2,558,f42887_e_233,1,0.941570436,1,9,2,3
11,4,2,559,f42887_e_053,1,1.050748101,1,9,1,3
11,4,2,560,f42887_e_234,1,1.250313426,1,10,1,4
11,4,2,561,f42887_e_086,1,1.351233939,1,9,1,3
11,4,2,562,f42887_e_230,1,1.821109125,1,9,2,3
11,4,2,563,f42887_e_047,1,1.626840707,1,10,2,4
11,4,2,564,f42887_e_126,1,1.611235811,1,10,1,4
11,4,2,565,f42887_e_176,1,0.97093746,1,9,2,3
11,4,2,566,f42887_e_101,1,1.450094595,1,10,2,4
11,4,2,567,f42887_e_017,1,1.140500978,1,9,2,3
11,4,2,568,f42887_e_096,1,1.360930783,1,10,1,4
11,4,2,569,f42887_e_256,1,1.521153569,1,9,2,3
11,4,2,570,f42887_e_092,1,1.149350926,1,9,2,3
11,4,2,571,f42887_e_048,1,1.480904732,1,10,2,4
11,4,2,572,f42887_e_137,1,1.530740936,1,10,2,4
11,4,2,573,f42887_e_297,1,1.470983957,1,9,1,3
11,4,2,574,f42887_e_281,1,0.948243586,1,10,2,4
11,4,2,575,f42887_e_202,1,1.220637563,1,9,1,3
11,4,2,576,f42887_e_164,1,1.350722007,1,9,1,3
11,4,2,577,f42887_e_215,1,1.2803877,1,9,1,3
11,4,2,578,f42887_e_175,1,1.255779836,1,9,1,3
11,4,2,579,f42887_e_271,1,1.040711318,1,10,2,4
11,4,2,580,f42887_e_058,1,1.439624567,1,10,1,4
11,4,2,581,f42887_e_044,1,2.299536307,1,9,2,3
11,4,2,582,f42887_e_055,1,1.880806389,1,10,1,4
11,4,2,583,f42887_e_190,1,1.160381716,1,10,2,4
11,4,2,584,f42887_e_098,1,1.160604403,1,10,1,4
11,4,2,585,f42887_e_082,1,1.149929415,1,10,2,4
11,4,2,586,f42887_e_006,1,1.129170369,1,10,1,4
11,4,2,587,f42887_e_064,1,1.230152774,1,10,1,4
11,4,2,588,f42887_e_111,1,1.31060504,1,10,1,4
11,4,2,589,f42887_e_093,1,1.175179215,1,10,1,4
11,4,2,590,f42887_e_243,1,1.14065182,1,10,1,4
11,4,2,591,f42887_e_114,1,1.709876891,1,9,1,3
11,4,2,592,f42887_e_174,1,1.420008503,1,9,2,3
11,4,2,593,f42887_e_054,1,2.460735682,1,9,2,3
11,4,2,594,f42887_e_295,1,1.400690703,1,10,2,4
11,4,2,595,f42887_e_030,1,0.099954809,1,10,2,4
11,4,2,596,f42887_e_228,1,1.050544697,1,9,2,3
11,4,2,597,f42887_e_119,1,1.029381953,1,10,1,4
11,4,2,598,f42887_e_184,1,1.049290371,1,9,2,3
11,4,2,599,f42887_e_150,1,1.199455847,1,10,2,4
11,4,2,600,f42887_e_267,1,1.499925512,1,9,2,3
12,4,1,1,f42887_e_096,1,1.678592667,1,9,2,3
12,4,1,2,f42887_e_262,1,1.252071071,1,9,1,3
12,4,1,3,f42887_e_141,1,1.512348674,1,9,2,3
12,4,1,4,f42887_e_293,1,1.552355591,1,10,2,4
12,4,1,5,f42887_e_067,1,3.87192916,1,10,1,4
12,4,1,6,f42887_e_028,1,1.872280611,1,9,2,3
12,4,1,7,f42887_e_116,1,3.132270832,1,9,2,3
12,4,1,8,f42887_e_040,1,1.901874632,1,9,2,3
12,4,1,9,f42887_e_134,1,1.731824086,1,10,1,4
12,4,1,10,f42887_e_015,1,1.632176905,1,9,1,3
12,4,1,11,f42887_e_236,1,1.082128759,1,10,1,4
12,4,1,12,f42887_e_181,1,1.161589914,1,10,1,4
12,4,1,13,f42887_e_065,1,1.472106316,1,9,2,3
12,4,1,14,f42887_e_269,1,1.132177838,1,9,1,3
12,4,1,15,f42887_e_191,1,0.712328209,1,9,1,3
12,4,1,16,f42887_e_203,1,1.365166065,1,10,1,4
12,4,1,17,f42887_e_147,1,1.622122613,1,10,2,4
12,4,1,18,f42887_e_142,1,1.441798818,1,9,1,3
12,4,1,19,f42887_e_290,1,1.52171126,0,10,2,3
12,4,1,20,f42887_e_069,1,0.899828131,1,9,2,3
12,4,1,21,f42887_e_133,1,0.55164678,1,10,2,4
12,4,1,22,f42887_e_200,1,1.441437104,1,9,1,3
12,4,1,23,f42887_e_130,1,1.601933166,1,10,2,4
12,4,1,24,f42887_e_009,1,1.026266436,1,9,1,3
12,4,1,25,f42887_e_099,1,0.841221693,1,9,1,3
12,4,1,26,f42887_e_244,1,1.281471328,1,9,2,3
12,4,1,27,f42887_e_295,1,4.031239309,1,10,1,4
12,4,1,28,f42887_e_248,1,1.781985753,1,10,2,4
12,4,1,29,f42887_e_070,1,1.371574288,1,9,2,3
12,4,1,30,f42887_e_054,1,0.98137653,1,9,2,3
12,4,1,31,f42887_e_156,1,0.691703336,1,10,2,4
12,4,1,32,f42887_e_229,1,1.49157389,1,10,1,4
12,4,1,33,f42887_e_038,1,1.351522933,1,10,2,4
12,4,1,34,f42887_e_092,1,1.36135298,1,10,2,4
12,4,1,35,f42887_e_125,1,0.680927793,1,9,2,3
12,4,1,36,f42887_e_144,1,1.290750562,1,10,1,4
12,4,1,37,f42887_e_018,1,2.831064143,1,10,2,4
12,4,1,38,f42887_e_169,1,1.244980785,1,9,2,3
12,4,1,39,f42887_e_213,1,0.621206042,1,10,2,4
12,4,1,40,f42887_e_003,1,1.570841902,1,9,1,3
12,4,1,41,f42887_e_171,1,5.24121342,1,10,2,4
12,4,1,42,f42887_e_167,1,1.090858734,1,9,2,3
12,4,1,43,f42887_e_194,1,9.680700438,1,9,2,3
12,4,1,44,f42887_e_081,1,2.110300494,1,10,2,4
12,4,1,45,f42887_e_044,1,2.001142993,1,10,1,4
12,4,1,46,f42887_e_294,1,1.690990171,1,10,1,4
12,4,1,47,f42887_e_048,1,0.950907303,1,10,1,4
12,4,1,48,f42887_e_160,1,1.830879709,1,9,1,3
12,4,1,49,f42887_e_177,1,0.941008832,0,9,1,4
12,4,1,50,f42887_e_030,1,1.131053817,1,9,2,3
12,4,1,51,f42887_e_161,1,0.980783418,1,10,1,4
12,4,1,52,f42887_e_186,1,0.980918089,1,9,2,3
12,4,1,53,f42887_e_256,1,0.971084932,1,10,1,4
12,4,1,54,f42887_e_159,1,1.290655079,1,9,1,3
12,4,1,55,f42887_e_117,1,1.270653487,1,10,2,4
12,4,1,56,f42887_e_296,1,0.980364165,0,9,2,4
12,4,1,57,f42887_e_082,1,1.060120787,1,9,2,3
12,4,1,58,f42887_e_146,1,0.570560741,1,9,2,3
12,4,1,59,f42887_e_041,1,1.810604732,1,10,2,4
12,4,1,60,f42887_e_204,1,3.730683892,1,10,1,4
12,4,1,61,f42887_e_150,1,3.650175539,1,9,1,3
12,4,1,62,f42887_e_034,1,1.770663751,1,9,2,3
12,4,1,63,f42887_e_280,1,1.640465234,1,10,1,4
12,4,1,64,f42887_e_183,1,2.010254587,1,10,2,4
12,4,1,65,f42887_e_286,1,1.759946368,1,10,2,4
12,4,1,66,f42887_e_137,1,0.800076448,1,9,2,3
12,4,1,67,f42887_e_247,1,0.869793086,1,10,2,4
12,4,1,68,f42887_e_230,1,0.750234819,1,9,2,3
12,4,1,69,f42887_e_255,1,3.060155621,1,10,2,4
12,4,1,70,f42887_e_110,1,10.00950317,-1,9,1,0
12,4,1,71,f42887_e_023,1,4.930122566,1,9,2,3
12,4,1,72,f42887_e_118,1,1.120115301,1,10,2,4
12,4,1,73,f42887_e_187,1,0.939816076,1,9,1,3
12,4,1,74,f42887_e_158,1,1.599817308,1,10,1,4
12,4,1,75,f42887_e_250,1,1.538847129,1,10,1,4
12,4,1,76,f42887_e_022,1,0.759421369,1,10,1,4
12,4,1,77,f42887_e_201,1,1.450302372,1,10,2,4
12,4,1,78,f42887_e_031,1,0.560026238,1,10,2,4
12,4,1,79,f42887_e_060,1,0.796224175,1,9,2,3
12,4,1,80,f42887_e_121,1,1.899873229,1,10,1,4
12,4,1,81,f42887_e_282,1,1.669804842,1,10,1,4
12,4,1,82,f42887_e_000,1,0.738206183,1,9,1,3
12,4,1,83,f42887_e_046,1,1.349547966,1,9,2,3
12,4,1,84,f42887_e_079,1,0.939384072,1,9,1,3
12,4,1,85,f42887_e_209,1,1.079541086,1,10,1,4
12,4,1,86,f42887_e_184,1,1.129552843,1,9,2,3
12,4,1,87,f42887_e_076,1,0.679522923,1,10,2,4
12,4,1,88,f42887_e_010,1,1.100135791,1,9,1,3
12,4,1,89,f42887_e_273,1,1.079538598,1,10,2,4
12,4,1,90,f42887_e_075,1,0.909696745,1,9,1,3
12,4,1,91,f42887_e_193,1,1.279701012,1,10,2,4
12,4,1,92,f42887_e_106,1,1.579595203,1,10,1,4
12,4,1,93,f42887_e_268,1,2.019241463,1,10,2,4
12,4,1,94,f42887_e_289,1,1.009126213,1,10,2,4
12,4,1,95,f42887_e_168,1,1.189705043,0,10,1,3
12,4,1,96,f42887_e_064,1,1.119478646,1,9,1,3
12,4,1,97,f42887_e_129,1,2.71961226,1,9,2,3
12,4,1,98,f42887_e_126,1,2.039384258,1,10,2,4
12,4,1,99,f42887_e_298,1,0.898583747,1,9,2,3
12,4,1,100,f42887_e_162,1,1.309267042,1,10,1,4
12,4,1,101,f42887_e_175,1,0.739181536,1,10,1,4
12,4,1,102,f42887_e_170,1,1.467835412,1,10,2,4
12,4,1,103,f42887_e_225,1,0.718542356,1,10,2,4
12,4,1,104,f42887_e_259,1,1.068878443,1,10,1,4
12,4,1,105,f42887_e_285,1,1.429157165,1,9,2,3
12,4,1,106,f42887_e_212,1,0.808994901,1,10,2,4
12,4,1,107,f42887_e_265,1,1.1988297,1,10,1,4
12,4,1,108,f42887_e_154,1,1.868808712,1,10,2,4
12,4,1,109,f42887_e_143,1,1.009032285,1,9,2,3
12,4,1,110,f42887_e_174,1,1.038862058,1,9,1,3
12,4,1,111,f42887_e_123,1,1.249078142,1,9,2,3
12,4,1,112,f42887_e_013,1,1.338973963,1,10,1,4
12,4,1,113,f42887_e_277,1,3.828628869,1,9,1,3
12,4,1,114,f42887_e_227,1,3.038679491,1,9,1,3
12,4,1,115,f42887_e_278,1,2.588825296,1,9,2,3
12,4,1,116,f42887_e_014,1,1.598702618,1,10,1,4
12,4,1,117,f42887_e_127,1,1.098934638,1,10,1,4
12,4,1,118,f42887_e_197,1,2.668595914,1,9,2,3
12,4,1,119,f42887_e_226,1,2.628004904,1,9,1,3
12,4,1,120,f42887_e_017,1,1.318771452,1,10,1,4
12,4,1,121,f42887_e_104,1,4.838172468,1,10,2,4
12,4,1,122,f42887_e_260,1,1.148819188,1,9,2,3
12,4,1,123,f42887_e_258,1,2.558024212,1,10,2,4
12,4,1,124,f42887_e_253,1,1.758361107,1,10,1,4
12,4,1,125,f42887_e_237,1,1.098789081,1,10,2,4
12,4,1,126,f42887_e_172,1,1.178312128,1,9,1,3
12,4,1,127,f42887_e_231,1,1.608774326,1,9,1,3
12,4,1,128,f42887_e_059,1,1.358762197,1,9,1,3
12,4,1,129,f42887_e_173,1,3.568229347,1,9,1,3
12,4,1,130,f42887_e_083,1,2.488107901,1,10,2,4
12,4,1,131,f42887_e_179,1,7.90823247,1,9,1,3
12,4,1,132,f42887_e_195,1,1.228306157,1,9,1,3
12,4,1,133,f42887_e_261,1,1.507650741,1,9,2,3
12,4,1,134,f42887_e_074,1,1.888064172,1,10,2,4
12,4,1,135,f42887_e_135,1,2.687653254,1,10,1,4
12,4,1,136,f42887_e_073,1,2.997972471,1,10,2,4
12,4,1,137,f42887_e_111,1,2.017923368,1,10,2,4
12,4,1,138,f42887_e_091,1,2.257771416,1,9,2,3
12,4,1,139,f42887_e_090,1,5.457769924,1,10,1,4
12,4,1,140,f42887_e_199,1,2.137744756,1,9,2,3
12,4,1,141,f42887_e_218,1,2.408052701,1,10,1,4
12,4,1,142,f42887_e_271,1,1.077953959,1,10,2,4
12,4,1,143,f42887_e_210,1,0.718081427,1,9,2,3
12,4,1,144,f42887_e_202,1,1.128008325,1,10,1,4
12,4,1,145,f42887_e_005,1,0.818326385,1,9,1,3
12,4,1,146,f42887_e_252,1,1.208127906,1,10,2,4
12,4,1,147,f42887_e_284,1,1.138049243,1,10,1,4
12,4,1,148,f42887_e_101,1,0.767270229,1,9,1,3
12,4,1,149,f42887_e_188,1,0.598104219,1,10,1,4
12,4,1,150,f42887_e_166,1,1.397728446,1,9,2,3
12,4,1,151,f42887_e_205,1,0.647615857,1,9,2,3
12,4,1,152,f42887_e_219,1,0.747002405,1,10,2,4
12,4,1,153,f42887_e_292,1,1.487442633,1,9,2,3
12,4,1,154,f42887_e_045,1,1.067504675,1,10,1,4
12,4,1,155,f42887_e_246,1,0.637824377,1,10,1,4
12,4,1,156,f42887_e_071,1,1.057589719,1,10,2,4
12,4,1,157,f42887_e_035,1,0.637818156,1,9,2,3
12,4,1,158,f42887_e_124,1,0.897521308,1,9,2,3
12,4,1,159,f42887_e_275,1,2.017546413,1,9,1,3
12,4,1,160,f42887_e_153,1,0.657244987,1,9,1,3
12,4,1,161,f42887_e_131,1,0.587102254,1,9,1,3
12,4,1,162,f42887_e_047,1,0.87700809,1,10,1,4
12,4,1,163,f42887_e_215,1,1.147436089,1,9,1,3
12,4,1,164,f42887_e_025,1,2.007111435,1,9,2,3
12,4,1,165,f42887_e_100,1,1.236884666,1,9,1,3
12,4,1,166,f42887_e_243,1,1.797333266,1,9,1,3
12,4,1,167,f42887_e_281,1,0.807506056,1,9,1,3
12,4,1,168,f42887_e_279,1,1.306810929,1,9,2,3
