Subject,Block,Trial,Stimulus,Group,RT,Acc,Location,Eye,Response
1,1,33,f42887_e_037,1,1.282931729,1,10,2,4
1,1,34,f42887_e_233,1,1.532949,1,9,1,3
1,1,35,f42887_e_030,1,1.01244777,1,9,1,3
1,1,36,f42887_e_056,1,0.912273124,1,10,1,4
1,1,37,f42887_e_206,1,0.9525135,1,9,1,3
1,1,38,f42887_e_020,1,1.012420891,1,10,2,4
1,1,39,f42887_e_055,1,1.022418342,1,10,1,4
1,1,40,f42887_e_133,1,0.982265316,1,9,1,3
1,1,41,f42887_e_047,1,1.372096857,1,9,1,3
1,1,42,f42887_e_191,1,1.232266707,1,9,2,3
1,1,43,f42887_e_211,1,0.942069977,1,10,1,4
1,1,44,f42887_e_257,1,1.472286489,1,9,2,3
1,1,45,f42887_e_227,1,0.811885951,1,10,1,4
1,1,46,f42887_e_126,1,0.961766368,1,9,2,3
1,1,47,f42887_e_068,1,0.951644056,1,10,1,4
1,1,48,f42887_e_069,1,1.622091256,1,9,1,3
1,1,49,f42887_e_061,1,1.411896436,1,9,1,3
1,1,50,f42887_e_267,1,1.171536962,1,9,2,3
1,1,51,f42887_e_271,1,1.310814433,1,9,1,3
1,1,52,f42887_e_059,1,1.251551583,1,9,2,3
1,1,53,f42887_e_100,1,1.371694639,1,9,1,3
1,1,54,f42887_e_282,1,1.351434865,1,9,2,3
1,1,55,f42887_e_272,1,1.64156203,1,9,1,3
1,1,56,f42887_e_258,1,1.250998504,1,10,2,4
1,1,57,f42887_e_164,1,0.970609203,1,10,2,4
1,1,58,f42887_e_138,1,0.820342729,1,10,1,4
1,1,59,f42887_e_210,1,1.350926165,1,10,1,4
1,1,60,f42887_e_040,1,1.240909199,1,10,1,4
1,1,61,f42887_e_006,1,1.270856267,1,9,1,3
1,1,62,f42887_e_289,1,1.060554004,1,9,1,3
1,1,63,f42887_e_015,1,1.040644699,1,9,1,3
1,1,64,f42887_e_200,1,1.040613665,1,10,1,4
1,1,65,f42887_e_193,1,1.300335955,1,10,2,4
1,1,66,f42887_e_134,1,1.270448398,1,9,2,3
1,1,67,f42887_e_260,1,0.930227383,1,10,2,4
1,1,68,f42887_e_016,1,0.949532579,1,9,1,3
1,1,69,f42887_e_194,1,1.270275034,1,10,2,4
1,1,70,f42887_e_124,1,2.990775053,1,9,1,3
1,1,71,f42887_e_222,1,0.969921549,1,9,2,3
1,1,72,f42887_e_162,1,1.100131116,1,10,1,4
1,1,73,f42887_e_106,1,1.119768094,1,10,2,4
1,1,74,f42887_e_277,1,1.370005124,1,10,2,4
1,1,75,f42887_e_118,1,2.390231308,1,10,1,4
1,1,76,f42887_e_084,1,2.910330872,1,9,1,3
1,1,77,f42887_e_115,1,1.339705662,1,10,2,4
1,1,78,f42887_e_284,1,1.879747135,1,9,2,3
1,1,79,f42887_e_214,1,1.109511594,1,10,1,4
1,1,80,f42887_e_074,1,1.129422237,1,10,1,4
1,1,81,f42887_e_072,1,1.039384256,1,10,1,4
1,1,82,f42887_e_010,1,1.559750966,1,9,2,3
1,1,83,f42887_e_261,1,1.028908872,1,10,1,4
1,1,84,f42887_e_205,1,0.948760549,1,10,2,4
1,1,85,f42887_e_034,1,1.269254752,1,9,2,3
1,1,86,f42887_e_085,1,1.679355617,1,9,2,3
1,1,87,f42887_e_065,1,1.1388165,1,9,2,3
1,1,88,f42887_e_228,1,0.908552763,1,9,2,3
1,1,89,f42887_e_269,1,0.968545233,1,10,1,4
1,1,90,f42887_e_039,1,1.208817677,1,9,2,3
1,1,91,f42887_e_131,1,1.91854338,1,9,1,3
1,1,92,f42887_e_178,1,0.92856718,1,9,2,3
1,1,93,f42887_e_209,1,1.408700774,1,9,2,3
1,1,94,f42887_e_158,1,1.154193752,1,10,2,4
1,1,95,f42887_e_190,1,1.13856868,1,10,2,4
1,1,96,f42887_e_280,1,1.848661853,1,9,2,3
1,1,97,f42887_e_051,1,1.608461838,1,9,2,3
1,1,98,f42887_e_070,1,2.178133549,1,9,1,3
1,1,99,f42887_e_079,1,1.118280951,1,10,2,4
1,1,100,f42887_e_109,1,1.077012135,1,10,2,4
1,1,101,f42887_e_250,1,1.157914921,1,10,2,4
1,1,102,f42887_e_011,1,1.178035184,1,10,2,4
1,1,103,f42887_e_102,1,1.284012357,1,9,1,3
1,1,104,f42887_e_017,1,0.987493275,1,10,1,4
1,1,105,f42887_e_285,1,1.875329996,1,9,2,3
1,1,106,f42887_e_192,1,1.527739936,1,9,1,3
1,1,107,f42887_e_220,1,0.995987522,1,10,1,4
1,1,108,f42887_e_182,1,1.632613669,1,9,2,3
1,1,109,f42887_e_000,1,2.777317526,1,9,1,3
1,1,110,f42887_e_042,1,1.216998951,1,10,2,4
1,1,111,f42887_e_244,1,1.077014729,1,9,2,3
1,1,112,f42887_e_263,1,1.256708094,1,9,1,3
1,1,113,f42887_e_232,1,1.476921846,1,10,2,4
1,1,114,f42887_e_026,1,1.709011639,1,9,2,3
1,1,115,f42887_e_223,1,1.181546274,1,9,2,3
1,1,116,f42887_e_064,1,1.657014537,1,10,2,4
1,1,117,f42887_e_290,1,4.499828019,1,9,1,3
1,1,118,f42887_e_107,1,2.286633034,1,9,1,3
1,1,119,f42887_e_296,1,1.696498489,1,9,2,3
1,1,120,f42887_e_081,1,2.429057282,1,9,2,3
1,1,121,f42887_e_249,1,1.686698425,1,10,1,4
1,1,122,f42887_e_001,1,1.246431545,1,9,2,3
1,1,123,f42887_e_281,1,1.326339786,1,10,1,4
1,1,124,f42887_e_173,1,1.436469293,1,10,1,4
1,1,125,f42887_e_104,1,1.296005297,1,9,2,3
1,1,126,f42887_e_075,1,1.516184312,1,10,2,4
1,1,127,f42887_e_199,1,1.435930511,1,9,1,3
1,1,128,f42887_e_185,1,1.2060095,1,10,1,4
1,1,129,f42887_e_090,1,1.065901793,1,10,2,4
1,1,130,f42887_e_073,1,1.325867372,1,10,1,4
1,1,131,f42887_e_019,1,0.865115842,1,10,2,4
1,1,132,f42887_e_097,1,1.455473613,1,9,1,3
1,1,133,f42887_e_251,1,1.27574215,1,10,2,4
1,1,134,f42887_e_170,1,0.885415925,1,9,2,3
1,1,135,f42887_e_273,1,1.375790429,1,9,1,3
1,1,136,f42887_e_217,1,1.075565955,1,9,2,3
1,1,137,f42887_e_238,1,1.145357387,1,10,2,4
1,1,138,f42887_e_142,1,1.085319774,1,10,1,4
1,1,139,f42887_e_246,1,1.475340346,1,10,1,4
1,1,140,f42887_e_043,1,1.355202372,1,10,1,4
1,1,141,f42887_e_266,1,1.176797759,1,9,2,3
1,1,142,f42887_e_113,1,1.195206323,1,9,2,3
1,1,143,f42887_e_201,1,1.815235214,1,9,1,3
1,1,144,f42887_e_125,1,1.425057237,1,9,2,3
1,1,145,f42887_e_259,1,1.765123049,1,10,1,4
1,1,146,f42887_e_264,1,1.224836895,1,10,2,4
1,1,147,f42887_e_274,1,2.805251711,1,9,1,3
1,1,148,f42887_e_172,1,1.094771079,1,10,1,4
1,1,149,f42887_e_187,1,1.503475699,1,9,1,3
1,1,150,f42887_e_098,1,1.39452341,1,9,1,3
1,1,151,f42887_e_287,1,1.284451334,1,9,1,3
1,1,152,f42887_e_242,1,1.294413248,1,10,2,4
1,1,153,f42887_e_067,1,1.19441023,1,9,1,3
1,1,154,f42887_e_077,1,1.084190805,1,9,2,3
1,1,155,f42887_e_041,1,1.383844368,1,10,2,4
1,1,156,f42887_e_096,1,3.784960639,1,10,2,4
1,1,157,f42887_e_230,1,1.533559805,1,10,2,4
1,1,158,f42887_e_288,1,1.273547015,1,9,2,3
1,1,159,f42887_e_226,1,1.603519222,1,9,1,3
1,1,160,f42887_e_123,1,1.003773865,1,10,1,4
1,1,161,f42887_e_087,1,0.963741357,1,10,1,4
1,1,162,f42887_e_149,1,0.875302395,1,10,1,4
1,1,163,f42887_e_252,1,0.89366609,1,10,2,4
1,1,164,f42887_e_294,1,1.593574237,1,9,1,3
1,1,165,f42887_e_298,1,1.173351463,1,9,2,3
1,1,166,f42887_e_009,1,1.443350245,1,10,1,4
1,1,167,f42887_e_144,1,1.523346613,1,10,2,4
1,1,168,f42887_e_130,1,2.203566722,1,10,1,4
1,1,169,f42887_e_256,1,2.133556906,1,10,1,4
1,1,170,f42887_e_147,1,1.423115226,1,9,1,3
1,1,171,f42887_e_255,1,0.830436,1,9,2,3
1,1,172,f42887_e_053,1,0.982591211,1,9,2,3
1,1,173,f42887_e_154,1,1.022648466,1,10,1,4
1,1,174,f42887_e_143,1,1.412926071,1,9,2,3
1,1,175,f42887_e_283,1,1.212704433,1,10,2,4
1,1,176,f42887_e_139,1,1.082746872,1,9,1,3
1,1,177,f42887_e_128,1,1.722424526,1,9,2,3
1,1,178,f42887_e_229,1,1.382736534,1,9,1,3
1,1,179,f42887_e_265,1,1.412244075,1,10,2,4
1,1,180,f42887_e_151,1,1.862589297,1,10,1,4
1,1,181,f42887_e_204,1,0.921876267,1,10,1,4
1,1,182,f42887_e_213,1,1.472129429,1,9,1,3
1,1,183,f42887_e_174,1,0.731480323,1,10,1,4
1,1,184,f42887_e_045,1,0.951415759,1,10,1,4
1,1,185,f42887_e_101,1,2.302277271,1,10,1,4
1,1,186,f42887_e_157,1,1.801830515,1,10,2,4
1,1,187,f42887_e_140,1,1.061629917,1,10,2,4
1,1,188,f42887_e_135,1,1.161610538,1,10,1,4
1,1,189,f42887_e_234,1,1.361547947,1,9,1,3
1,1,190,f42887_e_048,1,1.031452459,1,9,2,3
1,1,191,f42887_e_181,1,1.421558511,1,10,1,4
1,1,192,f42887_e_184,1,1.731304282,1,10,2,4
1,1,193,f42887_e_286,1,1.291000549,1,10,2,4
1,1,194,f42887_e_231,1,1.391320636,1,9,2,3
1,1,195,f42887_e_035,1,1.311151184,1,9,2,3
1,1,196,f42887_e_169,1,1.390734094,1,9,2,3
1,1,197,f42887_e_137,1,1.191016636,1,10,1,4
1,1,198,f42887_e_112,1,1.690976989,1,9,2,3
1,1,199,f42887_e_031,1,1.04066618,1,10,2,4
1,1,200,f42887_e_103,1,1.200858147,1,10,2,4
1,1,201,f42887_e_121,1,1.310444116,1,10,2,4
1,1,202,f42887_e_254,1,0.600545038,0,10,2,3
1,1,203,f42887_e_241,1,1.420531925,1,10,1,4
1,1,204,f42887_e_276,1,1.020534098,1,10,2,4
1,1,205,f42887_e_195,1,1.050390827,1,9,2,3
1,1,206,f42887_e_165,1,0.940070117,1,10,2,4
1,1,207,f42887_e_196,1,1.410290774,1,9,1,3
1,1,208,f42887_e_268,1,0.93983494,1,9,1,3
1,1,209,f42887_e_063,1,0.889674165,1,10,1,4
1,1,210,f42887_e_215,1,1.169590072,1,9,2,3
1,1,211,f42887_e_044,1,1.220153925,1,10,1,4
1,1,212,f42887_e_177,1,1.410311241,1,10,1,4
1,1,213,f42887_e_054,1,1.020101647,1,10,2,4
1,1,214,f42887_e_025,1,1.229734628,1,10,2,4
1,1,215,f42887_e_029,1,1.224769793,1,9,2,3
1,1,216,f42887_e_167,1,1.269916489,1,10,2,4
1,1,217,f42887_e_018,1,0.839771895,1,10,2,4
1,1,218,f42887_e_057,1,0.809539489,1,10,2,4
1,1,219,f42887_e_089,1,0.869543827,1,10,1,4
1,1,220,f42887_e_132,1,0.814595887,1,10,2,4
1,1,221,f42887_e_060,1,1.309153169,1,9,1,3
1,1,222,f42887_e_197,1,1.079283256,1,10,2,4
1,1,223,f42887_e_270,1,1.069287865,1,10,1,4
1,1,224,f42887_e_095,1,1.27921918,1,10,2,4
1,1,225,f42887_e_237,1,0.988989226,1,10,1,4
1,1,226,f42887_e_166,1,1.068895421,1,10,1,4
1,1,227,f42887_e_161,1,1.358850617,1,9,2,3
1,1,228,f42887_e_247,1,1.848537575,1,9,1,3
1,1,229,f42887_e_292,1,1.298813552,1,9,1,3
1,1,230,f42887_e_033,1,1.869050737,1,9,2,3
1,1,231,f42887_e_221,1,1.388721827,1,10,2,4
1,1,232,f42887_e_076,1,1.458258816,1,9,2,3
1,1,233,f42887_e_156,1,0.858337481,1,10,1,4
1,1,234,f42887_e_023,1,1.108392316,1,10,1,4
1,1,235,f42887_e_171,1,1.645324692,1,10,2,4
1,1,236,f42887_e_155,1,2.508234583,1,10,1,4
1,1,237,f42887_e_122,1,1.597818763,1,9,1,3
1,1,238,f42887_e_175,1,1.377879154,1,9,2,3
1,1,239,f42887_e_086,1,1.027942049,1,10,2,4
1,1,240,f42887_e_186,1,1.867920647,1,9,1,3
1,1,241,f42887_e_078,1,1.097804451,1,10,1,4
1,1,242,f42887_e_013,1,1.407873071,1,9,2,3
1,1,243,f42887_e_080,1,1.457932801,1,9,1,3
1,1,244,f42887_e_202,1,0.887401057,1,10,1,4
1,1,245,f42887_e_180,1,2.097881391,1,10,1,4
1,1,246,f42887_e_235,1,2.087632169,1,10,1,4
1,1,247,f42887_e_088,1,1.627517346,1,9,2,3
1,1,248,f42887_e_028,1,1.087417398,1,10,1,4
1,1,249,f42887_e_066,1,1.39742291,1,10,2,4
1,1,250,f42887_e_024,1,1.647561154,1,10,1,4
1,1,251,f42887_e_032,1,1.176126846,1,9,2,3
1,1,252,f42887_e_245,1,0.906908436,1,10,1,4
1,1,253,f42887_e_218,1,2.997007248,1,9,1,3
1,1,254,f42887_e_212,1,1.367034748,1,9,1,3
1,1,255,f42887_e_225,1,1.826954651,1,9,1,3
1,1,256,f42887_e_036,1,1.376957778,1,10,1,4
1,1,257,f42887_e_004,1,1.433807684,0,9,1,4
1,1,258,f42887_e_116,1,1.556588004,0,9,1,4
1,1,259,f42887_e_007,1,1.326767368,1,10,1,4
1,1,260,f42887_e_248,1,1.105841801,1,10,2,4
1,1,261,f42887_e_099,1,1.886339703,1,9,1,3
1,1,262,f42887_e_119,1,2.036489917,1,9,2,3
1,1,263,f42887_e_279,1,1.046023617,1,10,1,4
1,1,264,f42887_e_049,1,1.216193669,1,10,1,4
1,1,265,f42887_e_022,1,0.876289019,1,10,1,4
1,1,266,f42887_e_198,1,3.026850568,1,9,1,3
1,1,267,f42887_e_236,1,1.086121079,1,10,2,4
1,1,268,f42887_e_297,1,0.986134793,1,10,1,4
1,1,269,f42887_e_127,1,1.075777072,1,10,1,4
1,1,270,f42887_e_058,1,0.865542744,1,9,2,3
1,1,271,f42887_e_046,1,0.895877759,1,10,2,4
1,1,272,f42887_e_146,1,1.156159613,1,10,2,4
1,1,273,f42887_e_262,1,1.565698523,1,9,1,3
1,1,274,f42887_e_160,1,0.955297658,1,10,1,4
1,1,275,f42887_e_159,1,0.955586752,1,9,2,3
1,1,276,f42887_e_052,1,1.115388459,1,9,2,3
1,1,277,f42887_e_003,1,1.025362549,1,10,1,4
1,1,278,f42887_e_114,1,1.165324094,1,10,1,4
1,1,279,f42887_e_150,1,1.254888398,1,10,2,4
1,1,280,f42887_e_208,1,1.061928312,1,9,2,3
1,1,281,f42887_e_082,1,1.315194154,1,9,1,3
1,1,282,f42887_e_224,1,1.155209271,1,10,1,4
1,1,283,f42887_e_239,1,2.385311131,1,9,1,3
1,1,284,f42887_e_145,1,1.244878459,1,10,2,4
1,1,285,f42887_e_299,1,1.114626038,1,10,1,4
1,1,286,f42887_e_152,1,1.534860237,1,9,1,3
1,1,287,f42887_e_153,1,1.364408534,1,10,2,4
1,1,288,f42887_e_148,1,1.414172169,1,9,1,3
1,1,289,f42887_e_110,1,1.354528222,1,9,2,3
1,1,290,f42887_e_093,1,1.324378797,1,10,2,4
1,1,291,f42887_e_179,1,1.634478233,1,9,2,3
1,1,292,f42887_e_008,1,1.704620034,1,9,1,3
1,1,293,f42887_e_168,1,1.113971338,1,10,2,4
1,1,294,f42887_e_012,1,1.503857812,1,9,1,3
1,1,295,f42887_e_129,1,1.124154741,1,10,1,4
1,1,296,f42887_e_083,1,2.512910647,1,9,2,3
1,1,297,f42887_e_183,1,1.894102586,1,9,1,3
1,1,298,f42887_e_293,1,2.124210346,1,10,2,4
1,1,299,f42887_e_105,1,1.273816624,1,9,2,3
1,1,300,f42887_e_108,1,1.503892071,1,10,2,4
1,2,301,f42887_e_240,1,1.330293286,1,9,1,3
1,2,302,f42887_e_256,1,1.26426947,1,9,2,3
1,2,303,f42887_e_272,1,0.933312797,1,9,2,3
1,2,304,f42887_e_117,1,1.08338994,1,9,1,3
1,2,305,f42887_e_164,1,0.993484654,1,10,1,4
1,2,306,f42887_e_140,1,1.083334921,1,10,2,4
1,2,307,f42887_e_053,1,1.412855647,1,10,1,4
1,2,308,f42887_e_202,1,1.502984042,1,10,1,4
1,2,309,f42887_e_207,1,1.162430992,1,9,2,3
1,2,310,f42887_e_157,1,0.862388466,1,10,1,4
1,2,311,f42887_e_184,1,0.962926575,1,10,1,4
1,2,312,f42887_e_109,1,1.333056872,1,9,2,3
1,2,313,f42887_e_165,1,0.982679353,1,10,2,4
1,2,314,f42887_e_080,1,1.677832105,1,10,1,4
1,2,315,f42887_e_011,1,1.112821158,1,10,1,4
1,2,316,f42887_e_205,1,1.97272885,1,10,1,4
1,2,317,f42887_e_054,1,1.11245694,1,10,1,4
1,2,318,f42887_e_125,1,1.302121335,1,9,1,3
1,2,319,f42887_e_021,1,1.372089398,1,9,1,3
1,2,320,f42887_e_153,1,1.212131838,1,10,1,4
1,2,321,f42887_e_252,1,0.911620669,1,9,2,3
1,2,322,f42887_e_099,1,1.222240064,1,9,2,3
1,2,323,f42887_e_141,1,1.011996571,1,10,2,4
1,2,324,f42887_e_208,1,0.931757004,1,9,2,3
1,2,325,f42887_e_170,1,0.911872748,1,9,2,3
1,2,326,f42887_e_146,1,1.358199252,1,9,2,3
1,2,327,f42887_e_178,1,1.111703493,1,10,1,4
1,2,328,f42887_e_126,1,1.441925977,1,9,2,3
1,2,329,f42887_e_061,1,1.031410293,1,10,2,4
1,2,330,f42887_e_226,1,1.041246718,1,10,2,4
1,2,331,f42887_e_051,1,1.201038669,1,9,1,3
1,2,332,f42887_e_168,1,0.90130035,1,9,1,3
1,2,333,f42887_e_174,1,0.841271038,1,9,2,3
1,2,334,f42887_e_188,1,1.080887139,1,9,2,3
1,2,335,f42887_e_179,1,1.62506847,1,9,1,3
1,2,336,f42887_e_095,1,1.328785507,1,10,1,4
1,2,337,f42887_e_196,1,1.450811684,1,9,2,3
1,2,338,f42887_e_024,1,0.980538692,1,9,2,3
1,2,339,f42887_e_241,1,2.111215425,1,9,2,3
1,2,340,f42887_e_130,1,1.671036966,1,9,1,3
1,2,341,f42887_e_255,1,0.960957782,1,10,1,4
1,2,342,f42887_e_233,1,1.470757996,1,9,2,3
1,2,343,f42887_e_038,1,1.030596504,1,9,2,3
1,2,344,f42887_e_096,1,1.050694662,1,9,2,3
1,2,345,f42887_e_154,1,1.040339658,1,9,2,3
1,2,346,f42887_e_151,1,1.310071681,1,10,1,4
1,2,347,f42887_e_148,1,1.140403774,1,9,1,3
1,2,348,f42887_e_102,1,0.940189477,1,9,1,3
1,2,349,f42887_e_064,1,1.080233132,1,10,2,4
1,2,350,f42887_e_081,1,1.220212161,1,10,1,4
1,2,351,f42887_e_094,1,0.996979605,1,10,1,4
1,2,352,f42887_e_106,1,1.250243695,1,9,2,3
1,2,353,f42887_e_199,1,1.290030116,1,10,1,4
1,2,354,f42887_e_026,1,1.300102966,1,10,2,4
1,2,355,f42887_e_006,1,1.009872774,1,9,1,3
1,2,356,f42887_e_217,1,1.269722158,1,9,2,3
1,2,357,f42887_e_246,1,1.038790135,1,10,2,4
1,2,358,f42887_e_197,1,1.499907989,1,10,1,4
1,2,359,f42887_e_293,1,1.079086019,1,9,1,3
1,2,360,f42887_e_087,1,1.079235094,1,10,1,4
1,2,361,f42887_e_085,1,1.409438812,1,9,2,3
1,2,362,f42887_e_297,1,1.30941438,1,9,1,3
1,2,363,f42887_e_001,1,1.899471827,1,9,2,3
1,2,364,f42887_e_049,1,1.179048135,1,9,2,3
1,2,365,f42887_e_158,1,1.999022624,1,9,1,3
1,2,366,f42887_e_077,1,1.316279537,1,10,2,4
1,2,367,f42887_e_280,1,1.068983109,1,10,2,4
1,2,368,f42887_e_147,1,1.329098947,1,9,2,3
1,2,369,f42887_e_234,1,1.119047541,1,9,1,3
1,2,370,f42887_e_248,1,1.338881241,1,10,2,4
1,2,371,f42887_e_201,1,1.128599072,1,9,2,3
1,2,372,f42887_e_131,1,0.928562583,1,9,2,3
1,2,373,f42887_e_210,1,1.008563729,1,9,2,3
1,2,374,f42887_e_040,1,1.527969286,1,9,2,3
1,2,375,f42887_e_046,1,1.007873188,1,10,2,4
1,2,376,f42887_e_247,1,1.137872782,1,10,2,4
1,2,377,f42887_e_253,1,1.15794618,1,10,2,4
1,2,378,f42887_e_223,1,1.76849282,1,10,2,4
1,2,379,f42887_e_134,1,1.477609632,1,9,2,3
1,2,380,f42887_e_032,1,1.340117989,1,9,1,3
1,2,381,f42887_e_144,1,1.22776947,1,10,1,4
1,2,382,f42887_e_027,1,1.76951797,1,9,1,3
1,2,383,f42887_e_185,1,1.087693654,1,9,1,3
1,2,384,f42887_e_103,1,0.947101564,1,9,1,3
1,2,385,f42887_e_270,1,1.087186372,1,10,2,4
1,2,386,f42887_e_237,1,1.367402361,1,9,2,3
1,2,387,f42887_e_120,1,1.177476808,1,9,2,3
1,2,388,f42887_e_070,1,0.987439214,1,10,1,4
1,2,389,f42887_e_162,1,1.077328319,1,9,2,3
1,2,390,f42887_e_016,1,0.916619523,1,9,1,3
1,2,391,f42887_e_097,1,0.916867549,1,10,1,4
1,2,392,f42887_e_043,1,1.126759549,1,9,1,3
1,2,393,f42887_e_261,1,1.037179425,1,10,1,4
1,2,394,f42887_e_279,1,1.237100932,1,10,2,4
1,2,395,f42887_e_267,1,1.307015169,1,9,1,3
1,2,396,f42887_e_019,1,1.016421568,1,10,2,4
1,2,397,f42887_e_127,1,1.186749075,1,9,2,3
1,2,398,f42887_e_122,1,0.893031541,1,10,2,4
1,2,399,f42887_e_114,1,1.266855011,1,9,1,3
1,2,400,f42887_e_003,1,1.195958797,1,10,1,4
1,2,401,f42887_e_107,1,1.350349331,1,10,1,4
1,2,402,f42887_e_089,1,1.24679,1,10,2,4
1,2,403,f42887_e_116,1,2.016006165,1,10,2,4
1,2,404,f42887_e_010,1,2.026528823,1,9,1,3
1,2,405,f42887_e_090,1,1.136353767,1,10,2,4
1,2,406,f42887_e_007,1,1.22616888,1,9,2,3
1,2,407,f42887_e_245,1,1.036077094,1,9,2,3
1,2,408,f42887_e_071,1,1.075954391,1,9,1,3
1,2,409,f42887_e_136,1,1.206009184,1,9,1,3
1,2,410,f42887_e_108,1,0.74596488,1,9,2,3
1,2,411,f42887_e_192,1,1.3161315,1,9,1,3
1,2,412,f42887_e_068,1,0.897281101,1,9,1,3
1,2,413,f42887_e_093,1,1.235368526,1,10,2,4
1,2,414,f42887_e_139,1,0.755525094,0,10,2,3
1,2,415,f42887_e_263,1,1.305865436,1,9,1,3
1,2,416,f42887_e_066,1,0.985003921,1,9,1,3
1,2,417,f42887_e_078,1,1.194742827,1,9,2,3
1,2,418,f42887_e_075,1,1.295133966,1,9,2,3
1,2,419,f42887_e_221,1,1.375388391,1,9,2,3
1,2,420,f42887_e_013,1,1.335333349,1,10,2,4
1,2,421,f42887_e_198,1,1.395118793,1,10,1,4
1,2,422,f42887_e_145,1,0.945177962,1,9,2,3
1,2,423,f42887_e_009,1,1.604911045,1,9,2,3
1,2,424,f42887_e_137,1,1.655254259,1,9,2,3
1,2,425,f42887_e_190,1,0.88293462,1,9,2,3
1,2,426,f42887_e_251,1,1.124980808,1,10,1,4
1,2,427,f42887_e_028,1,1.014654846,1,10,2,4
1,2,428,f42887_e_278,1,1.114813158,1,9,2,3
1,2,429,f42887_e_029,1,1.314547364,1,10,2,4
1,2,430,f42887_e_265,1,0.903987263,1,10,1,4
1,2,431,f42887_e_129,1,0.920569308,1,9,2,3
1,2,432,f42887_e_018,1,0.844479019,1,9,1,3
1,2,433,f42887_e_076,1,1.053754305,1,10,1,4
1,2,434,f42887_e_113,1,1.424284617,1,9,1,3
1,2,435,f42887_e_224,1,1.374269755,1,10,1,4
1,2,436,f42887_e_004,1,1.414272459,1,9,1,3
1,2,437,f42887_e_176,1,1.063939609,1,9,1,3
1,2,438,f42887_e_035,1,1.103929034,1,10,2,4
1,2,439,f42887_e_052,1,1.074048549,1,10,1,4
1,2,440,f42887_e_167,1,1.944024256,1,9,1,3
1,2,441,f42887_e_143,1,0.813782263,1,10,1,4
1,2,442,f42887_e_171,1,0.953494421,1,9,2,3
1,2,443,f42887_e_181,1,1.183413004,1,9,1,3
1,2,444,f42887_e_211,1,0.933568026,1,10,1,4
1,2,445,f42887_e_281,1,0.813507451,1,10,1,4
1,2,446,f42887_e_216,1,1.453365639,1,9,1,3
1,2,447,f42887_e_112,1,0.983282402,1,10,2,4
1,2,448,f42887_e_079,1,1.29329847,1,9,1,3
1,2,449,f42887_e_124,1,1.323033192,1,9,1,3
1,2,450,f42887_e_239,1,1.052858598,1,10,1,4
1,2,451,f42887_e_015,1,1.203013797,1,9,1,3
1,2,452,f42887_e_020,1,1.072858816,1,10,1,4
1,2,453,f42887_e_098,1,0.762647692,1,10,1,4
1,2,454,f42887_e_060,1,0.922834214,1,9,2,3
1,2,455,f42887_e_209,1,1.202742575,1,9,2,3
1,2,456,f42887_e_292,1,0.902603177,1,10,1,4
1,2,457,f42887_e_232,1,0.95245012,1,10,2,4
1,2,458,f42887_e_023,1,0.962493549,1,10,1,4
1,2,459,f42887_e_250,1,1.142554158,1,10,2,4
1,2,460,f42887_e_115,1,1.252243301,1,9,1,3
1,2,461,f42887_e_286,1,1.71271756,1,9,2,3
1,2,462,f42887_e_294,1,1.002044079,1,10,2,4
1,2,463,f42887_e_225,1,1.342291992,1,9,2,3
1,2,464,f42887_e_285,1,1.012167752,1,10,1,4
